canonical_term,category,count,problem_ids,match_key,thesaurus_term_ids,encyclopedia_eids,in_thesaurus,in_encyclopedia,match_status
장어영,기관,1,['cj_v41_1092'],장어영,7118;7119,E0048675,True,True,both
대한변호사협회,단체,1,['cj_v41_1089'],대한변호사협회,10487901,E0015044,True,True,both
국회 프락치 사건,사건,1,['cj_v41_1089'],국회프락치사건,2244,E0006576,True,True,both
정족산 사고,기관,1,['cj_v41_1074'],정족산사고,48240745,E0050877,True,True,both
이최응,인물,1,['cj_v41_1075'],이최응,23377,E0046253,True,True,both
김보현,인물,1,['cj_v41_1075'],김보현,21810,E0009238;E0074709;E0074872,True,True,both
민창식,인물,1,['cj_v41_1075'],민창식,23696,E0020331,True,True,both
조선 공산당,단체,1,['cj_v41_1082'],조선공산당,7592;7593,E0051920,True,True,both
6·10 만세 운동,사건,1,['cj_v41_1082'],610만세운동,859,E0042124,True,True,both
심곡서원,유적,1,['cj_v41_1066'],심곡서원,4201339,E0033733,True,True,both
대웅전,문화재,1,['cj_v41_1074'],대웅전,35667543,E0014628,True,True,both
약사전,문화재,1,['cj_v41_1074'],약사전,35667603,E0035330,True,True,both
범일,인물,1,['cj_v41_1099'],범일,16797708,E0022596,True,True,both
승려,인물,1,['cj_v41_1100'],승려,29363110,E0032171,True,True,both
신라고기,문헌,1,['cj_v41_1101'],신라고기,12609010,E0032804,True,True,both
태백산,지명,1,['cj_v41_1101'],태백산,25009,E0058920;E0058921,True,True,both
이문진,인물,1,['cj_v41_1098'],이문진,21301,E0044291,True,True,both
신선 사상,사상,1,['cj_v41_1099'],신선사상,5960,E0033091,True,True,both
강서대묘,유적,1,['cj_v41_1099'],강서대묘,44041269,E0001199,True,True,both
사서집주,문헌,1,['cj_v41_1099'],사서집주,35664876,E0066495,True,True,both
문주,인물,1,['cj_v41_1097'],문주,6307664,E0019667;E0019668,True,True,both
도림,인물,1,['cj_v41_1097'],도림,16797825,E0015615,True,True,both
제우,인물,1,['cj_v41_1097'],제우,12611773,E0051348,True,True,both
재증걸루,인물,1,['cj_v41_1097'],재증걸루,12611639,E0049055,True,True,both
고이만년,인물,1,['cj_v41_1097'],고이만년,16797847,E0003892,True,True,both
법부,기관,1,['cj_v41_img_69_48'],법부,21010010;4256;4258,E0022664;E0022665,True,True,both
왕희,인물,1,['cj_v41_1109'],왕희,24066,E0039191,True,True,both
사전,제도,1,['cj_v41_1110'],사전,10057;10877;12591;4952;4953,E0025934;E0025935;E0025936;E0025937,True,True,both
전호,제도,1,['cj_v41_1110'],전호,7270,E0049758;E0049759,True,True,both
현,제도,1,['cj_v41_1110'],현,8926,E0063254,True,True,both
요세,인물,1,['cj_v41_1106'],요세,22949,E0039331,True,True,both
혜심,인물,1,['cj_v41_1106'],혜심,22448,E0063614,True,True,both
복두,유물,1,['cj_v41_1103'],복두,4440,E0023658,True,True,both
면류관,유물,1,['cj_v41_1103'],면류관,10772,E0018145,True,True,both
최승우,인물,1,['cj_v41_1102'],최승우,22345,E0057435,True,True,both
최언위,인물,1,['cj_v41_1102'],최언위,33564911,E0057458,True,True,both
아찬,관직,1,['cj_v41_1103'],아찬,6109,E0034423,True,True,both
군정장관,기관,1,['cj_v41_0235'],군정장관,12420,E0006713,True,True,both
경기도,지명,1,['cj_v41_1117'],경기도,90412;90316;91472;24397,E0002315,True,True,both
유득공,인물,1,['cj_v41_1118'],유득공,21269,E0041372,True,True,both
서이수,인물,1,['cj_v41_1118'],서이수,35664652,E0028125,True,True,both
김화진,인물,1,['cj_v41_1119'],김화진,22025,E0011107,True,True,both
초지진,유적,1,['cj_v41_0218'],초지진,12596163,E0057067,True,True,both
신광한,인물,1,['cj_v41_1114'],신광한,22785,E0032684,True,True,both
홍계남,인물,1,['cj_v41_1115'],홍계남,37756211,E0063962,True,True,both
인후,인물,1,['cj_v41_1110'],인후,23424,E0047135,True,True,both
염승익,인물,1,['cj_v41_1110'],염승익,14695959,E0037122,True,True,both
순군,기관,1,['cj_v41_1110'],순군,12603490,E0031871,True,True,both
예문관,기관,1,['cj_v41_1113'],예문관,6381;6437,E0037912;E0037913,True,True,both
경의선,지명,1,['cj_v41_1126'],경의선,1528,E0002741,True,True,both
윤희순,인물,1,['cj_v41_1125'],윤희순,48242225,E0042725;E0042726,True,True,both
여각,기관,1,['cj_v41_1119'],여각,6359,E0036279,True,True,both
정기원,인물,1,['cj_v41_1121'],정기원,22137,E0050026;E0050027;E0050028,True,True,both
따비,유물,1,['cj_v41_1144'],따비,12594936,E0017169,True,True,both
괭이,유물,1,['cj_v41_1144'],괭이,6304356,E0005368,True,True,both
읍루,국가,1,['cj_v41_1145'],읍루,29368761,E0043054,True,True,both
세계무역기구,기관,1,['cj_v41_1142'],세계무역기구,29368166,E0029749,True,True,both
변영태,인물,1,['cj_v41_1137'],변영태,48243828,E0022944,True,True,both
단군 신앙,사상,1,['cj_v41_1130'],단군신앙,12594515,E0013552,True,True,both
한용운,인물,1,['cj_v41_1130'],한용운,21585,E0061853,True,True,both
동제사,단체,1,['cj_v41_1134'],동제사,39849773,E0016768,True,True,both
양길,인물,1,['cj_v41_1155'],양길,21204,E0035443,True,True,both
관학,기관,1,['cj_v41_1156'],관학,643;12525,E0005034;E0005035,True,True,both
두경승,인물,1,['cj_v41_1157'],두경승,22456,E0016951,True,True,both
군인,제도,1,['cj_v41_1154'],군인,90122,E0006698,True,True,both
송악명당기,문헌,1,['cj_v41_1147'],송악명당기,33563663,E0030907,True,True,both
불국사 대웅전,문화재,1,['cj_v41_1150'],불국사대웅전,21029111,E0024940,True,True,both
선비,국가,1,['cj_v41_1145'],선비,12912;2100307,E0028736;E0028737,True,True,both
채제공,인물,1,['cj_v41_1165'],채제공,48241218,E0055646,True,True,both
변급,인물,1,['cj_v41_1166'],변급,6310046,E0022904,True,True,both
이필제,인물,1,['cj_v41_1169'],이필제,37756472,E0046369,True,True,both
주사,기관,1,['cj_v41_1162'],주사,7709;7730;21018732,E0053281;E0053282;E0053283;E0053284;E0077505,True,True,both
수도,지명,1,['cj_v41_1162'],수도,37757851;37757855,E0031281;E0031282,True,True,both
정명수,인물,1,['cj_v41_1164'],정명수,21453,E0050182,True,True,both
이덕형,인물,1,['cj_v41_1164'],이덕형,23176;23177,E0044017;E0044018,True,True,both
홍자번,인물,1,['cj_v41_1159'],홍자번,33563834,E0064358,True,True,both
하회별신굿탈놀이,문화재,1,['cj_v41_1160'],하회별신굿탈놀이,16269;18874679,E0060751,True,True,both
무악,지명,1,['cj_v41_1161'],무악,33563088,E0019125,True,True,both
김사형,인물,1,['cj_v41_1161'],김사형,21820,E0009312,True,True,both
낭장,기관,1,['cj_v41_1158'],낭장,4195081,E0012376,True,True,both
유청신,인물,1,['cj_v41_1159'],유청신,23017,E0041901,True,True,both
수학여행,제도,1,['cj_v41_1184'],수학여행,18882421,E0031775,True,True,both
당오전,유물,1,['cj_v41_1177'],당오전,3059,E0013912,True,True,both
형평 운동,사건,1,['cj_v41_1180'],형평운동,8748,E0063568,True,True,both
조선교육령,제도,1,['cj_v41_1182'],조선교육령,14680345,E0051933,True,True,both
번사창,문화재,1,['cj_v41_1174'],번사창,8390507,E0022514,True,True,both
독립공원,유적,1,['cj_v41_1176'],독립공원,3484,E0015969,True,True,both
안경수,인물,1,['cj_v41_1176'],안경수,22869,E0034503,True,True,both
창,문화재,1,['cj_v41_1172'],창,90468;12595416;37761149,E0055311;E0055312;E0069040,True,True,both
금현성,지명,1,['cj_v41_1195'],금현성,20322,E0079521,True,True,both
갑사,제도,1,['cj_v41_1195'],갑사,1155;1156;11328;10496205,E0000896;E0000897,True,True,both
무령왕릉,유적,1,['cj_v41_1196'],무령왕릉,17191,E0019018,True,True,both
쌍영총,유적,1,['cj_v41_1197'],쌍영총,6083,E0034153,True,True,both
경남대학교,기관,1,['cj_v41_1191'],경남대학교,20877,E0002345,True,True,both
전쟁,사건,1,['cj_v41_1188'],전쟁,13769,E0049619,True,True,both
3당 합당,사건,1,['cj_v41_1190'],삼당합당,722,E0080747,True,True,both
민주자유당,단체,1,['cj_v41_1190'],민주자유당,48239776,E0020294,True,True,both
아우내 3·1 운동 독립 사적지,유적,1,['cj_v41_1187'],아우내31운동독립사적지,14680366,E0034380,True,True,both
조천록,문헌,1,['cj_v41_1214'],조천록,8402234,E0052685,True,True,both
강희안,인물,1,['cj_v41_1215'],강희안,21011,E0001554,True,True,both
의순공주,인물,1,['cj_v41_1216'],의순공주,8398850,E0043305,True,True,both
민무구,인물,1,['cj_v41_1210'],민무구,35663859,E0020099,True,True,both
민무질,인물,1,['cj_v41_1210'],민무질,23689,E0020102,True,True,both
최만리,인물,1,['cj_v41_1211'],최만리,22326,E0057279,True,True,both
효릉,유적,1,['cj_v41_1213'],효릉,18878264,E0065654,True,True,both
인성왕후,인물,1,['cj_v41_1213'],인성왕후,21334,E0046943,True,True,both
계국대장공주,인물,1,['cj_v41_1207'],계국대장공주,13111,E0003058,True,True,both
고분 벽화,문화재,1,['cj_v41_1197'],고분벽화,12597706,E0003619,True,True,both
대내상,제도,1,['cj_v41_1199'],대내상,12592104,E0014171,True,True,both
먼동이 틀 때,문헌,1,['cj_v41_1231'],먼동이틀때,10489610,E0018109,True,True,both
홍계훈,인물,1,['cj_v41_1225'],홍계훈,10499894,E0063970,True,True,both
고광순,인물,1,['cj_v41_1226'],고광순,21609,E0003316,True,True,both
이범석,인물,1,['cj_v41_1229'],이범석,21289,E0044367;E0044368,True,True,both
심훈,인물,1,['cj_v41_1231'],심훈,21183;22863,E0033978;E0033979,True,True,both
귤림서원,기관,1,['cj_v41_1218'],귤림서원,4200553,E0007312,True,True,both
울진군,지명,1,['cj_v41_0224'],울진군,24848,E0040508,True,True,both
영서,지명,1,['cj_v41_0224'],영서,24781,E0037454,True,True,both
장,인물,1,['cj_v41_1243'],장,7020;8397030;21019130,E0048230;E0048231;E0048232;E0048233;E0048234;E0048235;E0048236;E0048237;E0048238,True,True,both
막리지,제도,1,['cj_v41_1243'],막리지,3712,E0017506,True,True,both
문교부,기관,1,['cj_v41_1240'],문교부,3936;11176,E0019424,True,True,both
안창남,인물,1,['cj_v41_1233'],안창남,24017,E0035048,True,True,both
조선일보,기관,1,['cj_v41_1234'],조선일보,9554,E0052192,True,True,both
고승,인물,1,['cj_v41_1254'],고승,37755115,E0003777,True,True,both
신윤복,인물,1,['cj_v41_img_51_27'],신윤복,21179,E0033258,True,True,both
변란,사건,1,['cj_v41_0217'],변란,21001784,E0076297,True,True,both
강상호,인물,1,['cj_v41_0231'],강상호,48243885;48243914,E0066169,True,True,both
미인도,문화재,1,['cj_v41_img_51_27'],미인도,8390758,E0019993;E0019994;E0074208,True,True,both
풍류,사상,1,['cj_v41_img_51_27'],풍류,8394784,E0060372;E0060373,True,True,both
감영,기관,1,['cj_v41_1267'],감영,1138,E0000797,True,True,both
선무군관,제도,1,['cj_v41_1264'],선무군관,5378,E0028689,True,True,both
육도,지명,1,['cj_v41_1264'],육도,9488;24310,E0042085,True,True,both
군보,제도,1,['cj_v41_1264'],군보,2275,E0006623,True,True,both
면천,제도,1,['cj_v41_1266'],면천,16678,E0018179;E0076256,True,True,both
선화당,유적,1,['cj_v41_1267'],선화당,5416;5419;5421;10486200;16824561,E0028981;E0028982;E0028983;E0028984;E0028985,True,True,both
선조실록,문헌,1,['cj_v41_1263'],선조실록,25752,E0028917,True,True,both
일성록,문헌,1,['cj_v41_1257'],일성록,25970;25973,E0047238;E0047239,True,True,both
허준,인물,1,['cj_v41_1257'],허준,21592,E0063152;E0063153,True,True,both
석보상절,문헌,1,['cj_v41_1259'],석보상절,25740,E0028428,True,True,both
강화산성,유적,1,['cj_v41_1262'],강화산성,12593575,E0001518,True,True,both
북한산성,유적,1,['cj_v41_1262'],북한산성,4707,E0024791,True,True,both
6·29 민주화 선언,문헌,1,['cj_v41_1284'],629민주화선언,37764881,E0042141,True,True,both
여수,지명,1,['cj_v41_1281'],여수,6275;17924;16831294,E0036380,True,True,both
경성방송국,기관,1,['cj_v41_1277'],경성방송국,1469,E0002558,True,True,both
철조비로자나불좌상,문화재,1,['cj_v41_1294'],철조비로자나불좌상,6301309,E0056171,True,True,both
헌안왕,인물,1,['cj_v41_1294'],헌안왕,8537,E0063222,True,True,both
경순왕,인물,1,['cj_v41_1296'],경순왕,1497,E0002611,True,True,both
예의상정소,기관,1,['cj_v41_1297'],예의상정소,6404,E0038009,True,True,both
상정고금예문,문헌,1,['cj_v41_1297'],상정고금예문,25723,E0027284,True,True,both
일길찬,제도,1,['cj_v41_1291'],일길찬,7009,E0047164,True,True,both
곰,유물,1,['cj_v41_1293'],곰,18882081,E0004200,True,True,both
우황,유물,1,['cj_v41_1293'],우황,19701,E0040197,True,True,both
녹과전,제도,1,['cj_v41_1289'],녹과전,2920,E0012953,True,True,both
군주,제도,1,['cj_v41_1290'],군주,2310;2311;2312,E0006716;E0006717;E0006718,True,True,both
집터,유적,1,['cj_v41_1287'],집터,7517,E0055078,True,True,both
종묘 정전,문화재,1,['cj_v41_1305'],종묘정전,2106425,E0052932,True,True,both
무왕,인물,1,['cj_v41_0005'],무왕,3910;3912,E0019178;E0019179,True,True,both
공부,기관,1,['cj_v41_1304'],공부,20987382;1787;35663689,E0004319;E0004320;E0004321,True,True,both
저화,유물,1,['cj_v41_1303'],저화,7095,E0049125,True,True,both
이부,기관,1,['cj_v41_1304'],이부,16393;20987373,E0044426;E0044479;E0044480;E0044481;E0044482;E0044483;E0044484;E0070500,True,True,both
형부,기관,1,['cj_v41_1304'],형부,20987386,E0063531;E0063532,True,True,both
지채문,인물,1,['cj_v41_1298'],지채문,29372236,E0054413,True,True,both
서해도,지명,1,['cj_v41_1300'],서해도,25099,E0028278,True,True,both
최충수,인물,1,['cj_v41_1300'],최충수,22371,E0057704,True,True,both
봉사,문헌,1,['cj_v41_1300'],봉사,10030;4469;4471,E0023874;E0023875;E0023876,True,True,both
송광사 보조국사비,문화재,1,['cj_v41_1302'],송광사보조국사비,12603352,E0030679,True,True,both
농상공부,기관,1,['cj_v41_1316'],농상공부,2953;21009862,E0013122,True,True,both
수선총도,문화재,1,['cj_v41_1313'],수선총도,6296447,E0073181,True,True,both
인천 해관,기관,1,['cj_v41_1314'],인천해관,11605,E0078166,True,True,both
사량진 왜변,사건,1,['cj_v41_1307'],사량진왜변,4201039,E0025503,True,True,both
갑인예송,사건,1,['cj_v41_1308'],갑인예송,37753854,E0076449,True,True,both
김품석,인물,1,['cj_v41_0006'],김품석,23664,E0010905,True,True,both
창덕궁 인정전,문화재,1,['cj_v41_1305'],창덕궁인정전,2106394,E0055393,True,True,both
부민고소금지법,법,1,['cj_v41_1306'],부민고소금지법,35661751,E0024164,True,True,both
무과,제도,1,['cj_v41_1336'],무과,3871;20998896,E0018937,True,True,both
제,국가,1,['cj_v41_1338'],제,20983932,E0051219,True,True,both
조,국가,1,['cj_v41_1338'],조,7616;7539;20983940,E0051524;E0051525;E0051526,True,True,both
경제기획원,기관,1,['cj_v41_1334'],경제기획원,1545,E0002784,True,True,both
취재,제도,1,['cj_v41_1336'],취재,8348,E0058314,True,True,both
김익상,인물,1,['cj_v41_1324'],김익상,21074,E0010219,True,True,both
목포의 눈물,문헌,1,['cj_v41_1326'],목포의눈물,10496826,E0018739,True,True,both
오광선,인물,1,['cj_v41_1328'],오광선,24044,E0038113,True,True,both
용천군,지명,1,['cj_v41_1321'],용천군,24839,E0039694,True,True,both
보안법,법,1,['cj_v41_1322'],보안법,21002389;39849829,E0023460,True,True,both
입학도설,문헌,1,['cj_v41_1349'],입학도설,25987,E0047829,True,True,both
최경,인물,1,['cj_v41_1350'],최경,21569,E0057169,True,True,both
대화궁,유적,1,['cj_v41_1350'],대화궁,20779,E0015263,True,True,both
이생규장전,문헌,1,['cj_v41_1351'],이생규장전,25957,E0044643,True,True,both
운문,지명,1,['cj_v41_1351'],운문,8391424;33564063,E0040275;E0040276,True,True,both
동소,기관,1,['cj_v41_1352'],동소,35671287;33565364,E0016596,True,True,both
고창군,지명,1,['cj_v41_1346'],고창군,24436,E0003973,True,True,both
수찬관,기관,1,['cj_v41_1349'],수찬관,21015784;5697,E0031719;E0031720,True,True,both
한원,문헌,1,['cj_v41_1341'],한원,26164,E0061864,True,True,both
부여성,지명,1,['cj_v41_1343'],부여성,13437,E0024414,True,True,both
인수,인물,1,['cj_v41_1344'],인수,10791;20982172,E0046948,True,True,both
위례성,지명,1,['cj_v41_1338'],위례성,20443;14685334,E0041135,True,True,both
고령군,지명,1,['cj_v41_1340'],고령군,20971708,E0003512,True,True,both
기자,인물,1,['cj_v41_1367'],기자,21036,E0008387,True,True,both
이준,인물,1,['cj_v41_1368'],이준,10499255;23068825,E0045981;E0045982;E0045983;E0045984;E0045985,True,True,both
법관양성소,기관,1,['cj_v41_1368'],법관양성소,39849931,E0022628,True,True,both
헌정연구회,단체,1,['cj_v41_1368'],헌정연구회,8679,E0063227,True,True,both
대왕대비,인물,1,['cj_v41_1358'],대왕대비,10817,E0014613,True,True,both
정철,인물,1,['cj_v41_1358'],정철,21533;22190,E0050998;E0050999,True,True,both
송인명,인물,1,['cj_v41_1360'],송인명,23978,E0031014,True,True,both
김조순,인물,1,['cj_v41_1363'],김조순,21081,E0010476,True,True,both
제1차 왕자의 난,사건,1,['cj_v41_1355'],제일차왕자의난,35660570,E0051385,True,True,both
김종한,인물,1,['cj_v41_1356'],김종한,21958;21959,E0010517;E0010518,True,True,both
두만강,지명,1,['cj_v41_1357'],두만강,24564,E0016995;E0071137,True,True,both
주서,문헌,1,['cj_v41_1358'],주서,7875;7912;7642,E0053298;E0053299;E0053300,True,True,both
세견선,제도,1,['cj_v41_1352'],세견선,5482;5481,E0029742,True,True,both
최성지,인물,1,['cj_v41_1353'],최성지,22340,E0057395,True,True,both
공신,단체,1,['cj_v41_1355'],공신,1813;90118,E0004368,True,True,both
배극렴,인물,1,['cj_v41_1355'],배극렴,23714,E0021844,True,True,both
자유부인,문헌,1,['cj_v41_1378'],자유부인,18827,E0048028;E0079042,True,True,both
계엄,제도,1,['cj_v41_1382'],계엄,9208,E0003200,True,True,both
동일방직,기관,1,['cj_v41_1383'],동일방직,18881368,E0016746,True,True,both
삼보,사상,1,['cj_v41_1374'],삼보,33565598,E0026607,True,True,both
무안군,지명,1,['cj_v41_1376'],무안군,24580,E0019127,True,True,both
정비석,인물,1,['cj_v41_1378'],정비석,39852167,E0050290,True,True,both
신혜왕후,인물,1,['cj_v41_1400'],신혜왕후,10753,E0033571,True,True,both
현릉,유적,1,['cj_v41_1400'],현릉,8571;2097622;4199664,E0063321;E0063322;E0063323;E0070081,True,True,both
