name,hanja,duplicate_person_id,canonical_person_id,review_status,note
최재기,崔載箕,P060868,P060867,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최재삼,崔在三,P060871,P060870,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최적,崔迪,P060884,P060882,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최적,崔迪,P060885,P060882,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최정,崔淨,P060900,P060897,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최정수,崔貞秀,P060917,P060916,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최종락,崔宗洛,P060962,P060961,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최종진,崔宗晉,P060980,P060978,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최주,崔柱,P060985,P060984,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최주화,崔柱華,P060994,P060993,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최준,崔濬,P060995,P060997,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최준,崔濬,P060996,P060997,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최준,崔濬,P060998,P060997,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최준,崔濬,P060999,P060997,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최준,崔濬,P061001,P060997,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최준,崔濬,P061002,P060997,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최준문,崔濬文,P061008,P061007,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최중태,崔重泰,P061038,P061037,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최진,崔璡,P061066,P061064,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최진해,崔鎭海,P061088,P061090,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최징,崔澄,P061099,P061098,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최징,崔澄,P061100,P061098,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최창국,崔昌國,P061111,P061110,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최창손,崔昌孫,P061120,P061119,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최창연,崔昌演,P061124,P061123,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최창연,崔昌演,P061125,P061123,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최창연,崔昌演,P061126,P061123,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최천주,崔天柱,P061149,P061148,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최천주,崔天柱,P061150,P061148,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최철손,崔鐵孫,P061158,P061159,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최철중,崔鐵重,P061160,P061161,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최체건,崔體乾,P061165,P061166,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최치운,崔致雲,P061198,P061197,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최탁,崔琢,P061209,P061208,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최태형,崔台衡,P061219,P061218,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최택,崔澤,P061220,P061222,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최항,崔沆,P061276,P061279,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최항,崔沆,P061277,P061279,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최항,崔沆,P061281,P061279,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최항진,崔恒鎭,P061288,P061289,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최해,崔海,P061291,P061292,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최해,崔瀣,P061293,P061290,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최현,崔玹,P061311,P061310,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최현,崔玹,P061312,P061310,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최형,崔衡,P061322,P061321,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최호,崔浩,P061338,P061331,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최호,崔浩,P061343,P061331,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최호,崔灝,P061335,P061344,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최호,崔灝,P061340,P061344,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최호,崔灝,P061342,P061344,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최호,崔皞,P061339,P061333,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최혼,崔渾,P061351,P061352,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최홍원,崔弘遠,P061373,P061372,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최홍재,崔弘載,P061378,P061376,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최홍제,崔弘濟,P061382,P061381,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최홍좌,崔弘佐,P061384,P061383,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최환,崔懽,P061395,P061396,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최환,崔渙,P061393,P061392,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최황,崔滉,P061408,P061402,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최황,崔璜,P061407,P061404,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최황,崔韹,P061406,P061403,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최효석,崔孝錫,P061418,P061417,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최효석,崔孝錫,P061419,P061417,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최효손,崔孝孫,P061422,P061421,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최효신,崔孝信,P061426,P061425,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
최후원,崔後遠,P061444,P061441,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
탁순인,卓純仁,P061549,P061548,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
탁중,卓中,P061592,P061591,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
태조,太祖,P029137,P040267,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
태종,太宗,P011023,P038819,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
표헌,表憲,P061663,P061662,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하거원,河巨源,P061678,P061679,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하경리,河敬履,P061688,P061687,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하맹윤,河孟潤,P061765,P061766,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하면,河沔,P061769,P061768,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하영청,河永淸,P061852,P061853,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하옥,河沃,P061856,P061855,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하옥,河沃,P061857,P061855,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하유,河鮪,P061883,P061884,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하윤관,河潤寬,P061888,P061887,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하진태,河鎭兌,P061974,P061973,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
하한조,河漢祖,P062011,P062010,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한가구,韓可久,P062048,P062047,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한견,韓堅,P062059,P062058,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한경,韓警,P062065,P062064,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한경기,韓景琦,P062068,P062067,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한경복,韓景福,P062078,P062077,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한경복,韓景福,P062079,P062077,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한경생,韓慶生,P062084,P062085,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한경우,韓景祐,P062090,P062089,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한경원,韓敬源,P062094,P062092,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한광근,韓光近,P062138,P062137,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한광윤,韓光胤,P062150,P062152,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한광진,韓光鎭,P062163,P062164,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한극겸,韓克謙,P062186,P062185,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한극창,韓克昌,P062198,P062197,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한극창,韓克昌,P062199,P062197,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한근,韓瑾,P062200,P062203,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한기,韓琦,P062211,P062210,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한기,韓琦,P062214,P062210,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한덕사,韓德師,P062250,P062249,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한덕윤,韓德潤,P062260,P062259,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한덕후,韓德厚,P062268,P062267,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한득일,韓得一,P062290,P062291,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한명정,韓命鼎,P062327,P062326,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한몽필,韓夢弼,P062346,P062345,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한몽필,韓夢弼,P062347,P062345,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한몽필,韓夢弼,P062348,P062345,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한배의,韓配義,P062371,P062370,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한범석,韓範錫,P062388,P062387,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한부,韓溥,P062401,P062400,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한빈,韓彬,P062403,P062402,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한빈,韓彬,P062404,P062402,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한사덕,韓師德,P062412,P062411,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한사덕,韓師德,P062413,P062411,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한사일,韓師一,P062433,P062432,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한사일,韓師一,P062434,P062432,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한성필,韓聖弼,P062527,P062528,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한세량,韓世良,P062540,P062539,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한수,韓洙,P062563,P062562,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한수성,韓守性,P062571,P062569,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한순,韓恂,P062587,P062585,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한순,韓楯,P062584,P062586,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한승정,韓承貞,P062604,P062603,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한안,韓安,P062622,P062621,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한여열,韓汝說,P062646,P062647,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한영,韓瀛,P062673,P062674,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한영석,韓永錫,P062684,P062683,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한옹,韓蓊,P062703,P062702,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한완,韓浣,P062706,P062705,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한완,韓浣,P062707,P062705,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한완,韓浣,P062708,P062705,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한용,韓𢧳,P062712,P062710,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한용하,韓用夏,P062733,P062732,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한우,韓佑,P062742,P062741,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한원,韓垣,P062755,P062753,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한위,韓瑋,P062762,P062761,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한위,韓瑋,P062763,P062761,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한유,韓維,P062770,P062769,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한윤명,韓胤明,P062783,P062782,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한윤명,韓胤明,P062784,P062782,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한응일,韓應一,P062808,P062807,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한의,韓嶬,P062822,P062813,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한의,韓漪,P062816,P062815,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한의,韓漪,P062818,P062815,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한의,韓漪,P062820,P062815,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한익,韓翊,P062840,P062838,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한익신,韓益新,P062849,P062848,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한인급,韓仁及,P062858,P062857,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한장석,韓章錫,P062874,P062873,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한장석,韓章錫,P062875,P062873,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한전,韓磌,P062897,P062900,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한정상,韓鼎相,P062916,P062915,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한제유,韓濟愈,P062927,P062925,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한제유,韓濟愈,P062928,P062925,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한제유,韓濟愈,P062929,P062925,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한종걸,韓從傑,P062934,P062933,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한종유,韓宗愈,P062946,P062945,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한주상,韓柱相,P062962,P062961,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한주상,韓柱相,P062963,P062961,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한준,韓俊,P062968,P062967,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한준겸,韓浚謙,P062971,P062970,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한중유,韓重維,P062984,P062983,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한지,韓祉,P062996,P062994,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한진서,韓鎭序,P063010,P063009,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한진서,韓鎭序,P063011,P063009,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한진행,韓鎭行,P063023,P063022,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한창수,韓昌洙,P063038,P063037,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한충례,韓忠禮,P063063,P063064,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한치상,韓致相,P063077,P063076,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한치원,韓致元,P063085,P063084,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한치형,韓致迥,P063097,P063096,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한필명,韓必明,P063130,P063129,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한현,韓顯,P063150,P063148,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한혜,韓惠,P063178,P063176,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
한호,韓濩,P063182,P063181,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
