canonical_term,category,count,problem_ids
황산벌,지명,8,"['cj_v41_0381', 'cj_v41_0525', 'cj_v41_0671', 'cj_v41_0904', 'cj_v41_0951', 'cj_v41_1001', 'cj_v41_1050', 'cj_v41_1290']"
진포,지명,8,"['cj_v41_0213', 'cj_v41_0390', 'cj_v41_0448', 'cj_v41_0626', 'cj_v41_0683', 'cj_v41_0876', 'cj_v41_1109', 'cj_v41_1307']"
진흥왕,인물,8,"['cj_v41_0401', 'cj_v41_0523', 'cj_v41_0811', 'cj_v41_1001', 'cj_v41_1049', 'cj_v41_1290', 'cj_v41_1433', 'cj_v41_1488']"
세형 동검,유물,8,"['cj_v41_0047', 'cj_v41_0192', 'cj_v41_0287', 'cj_v41_0333', 'cj_v41_0378', 'cj_v41_0760', 'cj_v41_0806', 'cj_v41_1482']"
양헌수,인물,8,"['cj_v41_0169', 'cj_v41_0218', 'cj_v41_0406', 'cj_v41_0455', 'cj_v41_0646', 'cj_v41_1074', 'cj_v41_1121', 'cj_v41_1460']"
대한광복회,단체,8,"['cj_v41_0138', 'cj_v41_0187', 'cj_v41_0230', 'cj_v41_0326', 'cj_v41_0749', 'cj_v41_0832', 'cj_v41_0990', 'cj_v41_1513']"
원각사,문화재,8,"['cj_v41_0778', 'cj_v41_0887', 'cj_v41_1132', 'cj_v41_1186', 'cj_v41_1275', 'cj_v41_1320', 'cj_v41_1417', 'cj_v41_1475']"
등주,지명,8,"['cj_v41_0151', 'cj_v41_0246', 'cj_v41_0528', 'cj_v41_0572', 'cj_v41_0675', 'cj_v41_0858', 'cj_v41_0956', 'cj_v41_1243']"
김헌창,인물,8,"['cj_v41_0004', 'cj_v41_0269', 'cj_v41_0853', 'cj_v41_0956', 'cj_v41_1246', 'cj_v41_1342', 'cj_v41_1394', 'cj_v41_1489']"
진도,지명,7,"['cj_v41_0213', 'cj_v41_0678', 'cj_v41_0959', 'cj_v41_1109', 'cj_v41_1253', 'cj_v41_1300', 'cj_v41_1348']"
최무선,인물,7,"['cj_v41_0213', 'cj_v41_0488', 'cj_v41_0586', 'cj_v41_0626', 'cj_v41_0876', 'cj_v41_1109', 'cj_v41_1400']"
이의방,인물,7,"['cj_v41_0109', 'cj_v41_0579', 'cj_v41_0726', 'cj_v41_1157', 'cj_v41_1206', 'cj_v41_1300', 'cj_v41_1397']"
도고,단체,7,"['cj_v41_0108', 'cj_v41_0170', 'cj_v41_0346', 'cj_v41_0878', 'cj_v41_1053', 'cj_v41_1219', 'cj_v41_1456']"
기철,인물,7,"['cj_v41_0112', 'cj_v41_0297', 'cj_v41_0580', 'cj_v41_0914', 'cj_v41_1060', 'cj_v41_1255', 'cj_v41_1495']"
저고여,인물,7,"['cj_v41_0111', 'cj_v41_0248', 'cj_v41_0390', 'cj_v41_0633', 'cj_v41_0958', 'cj_v41_1062', 'cj_v41_1400']"
팔만대장경,문헌,7,"['cj_v41_0052', 'cj_v41_0111', 'cj_v41_0202', 'cj_v41_0484', 'cj_v41_0661', 'cj_v41_1256', 'cj_v41_1348']"
명륜당,문화재,7,"['cj_v41_0018', 'cj_v41_0168', 'cj_v41_img_54_20', 'cj_v41_0889', 'cj_v41_0979', 'cj_v41_1023', 'cj_v41_1466']"
대성전,문화재,7,"['cj_v41_0018', 'cj_v41_0168', 'cj_v41_img_54_20', 'cj_v41_0889', 'cj_v41_0979', 'cj_v41_1023', 'cj_v41_1466']"
원각사지 십층석탑,문화재,7,"['cj_v41_0107', 'cj_v41_img_53_17', 'cj_v41_img_56_16', 'cj_v41_0591', 'cj_v41_1006', 'cj_v41_1209', 'cj_v41_1354']"
연산군,인물,7,"['cj_v41_0019', 'cj_v41_0489', 'cj_v41_0564', 'cj_v41_0684', 'cj_v41_0777', 'cj_v41_0826', 'cj_v41_1213']"
정변,사건,7,"['cj_v41_0102', 'cj_v41_0579', 'cj_v41_0672', 'cj_v41_1160', 'cj_v41_1195', 'cj_v41_1350', 'cj_v41_1411']"
당항성,지명,7,"['cj_v41_0101', 'cj_v41_0588', 'cj_v41_0688', 'cj_v41_0764', 'cj_v41_0817', 'cj_v41_1398', 'cj_v41_1456']"
서인,단체,7,"['cj_v41_0019', 'cj_v41_0114', 'cj_v41_0214', 'cj_v41_0587', 'cj_v41_0736', 'cj_v41_0780', 'cj_v41_1022']"
인목 대비,인물,7,"['cj_v41_0017', 'cj_v41_0306', 'cj_v41_0634', 'cj_v41_0821', 'cj_v41_1067', 'cj_v41_1164', 'cj_v41_1261']"
혼일강리역대국도지도,문화재,7,"['cj_v41_0115', 'cj_v41_0613', 'cj_v41_0729', 'cj_v41_1018', 'cj_v41_1069', 'cj_v41_1306', 'cj_v41_1451']"
왕,제도,7,"['cj_v41_0100', 'cj_v41_0194', 'cj_v41_1092', 'cj_v41_img_69_48', 'cj_v41_1206', 'cj_v41_1437', 'cj_v41_1503']"
박영효,인물,7,"['cj_v41_0221', 'cj_v41_0271', 'cj_v41_0456', 'cj_v41_0503', 'cj_v41_0599', 'cj_v41_0926', 'cj_v41_1224']"
반어피,유물,7,"['cj_v41_0098', 'cj_v41_0146', 'cj_v41_0619', 'cj_v41_0667', 'cj_v41_0999', 'cj_v41_1291', 'cj_v41_1436']"
김시민,인물,7,"['cj_v41_0353', 'cj_v41_0399', 'cj_v41_0687', 'cj_v41_0876', 'cj_v41_0920', 'cj_v41_1453', 'cj_v41_1501']"
국조오례의,문헌,7,"['cj_v41_0352', 'cj_v41_0395', 'cj_v41_0537', 'cj_v41_0778', 'cj_v41_0825', 'cj_v41_1113', 'cj_v41_1306']"
낙랑,지명,7,"['cj_v41_0146', 'cj_v41_0149', 'cj_v41_0243', 'cj_v41_0575', 'cj_v41_0593', 'cj_v41_1003', 'cj_v41_1198']"
회답겸쇄환사,제도,7,"['cj_v41_0161', 'cj_v41_0266', 'cj_v41_0448', 'cj_v41_0541', 'cj_v41_0589', 'cj_v41_0781', 'cj_v41_1307']"
양전 사업,정책,7,"['cj_v41_0021', 'cj_v41_0073', 'cj_v41_0131', 'cj_v41_0363', 'cj_v41_0603', 'cj_v41_0834', 'cj_v41_1376']"
휼양전,제도,7,"['cj_v41_0021', 'cj_v41_0259', 'cj_v41_0303', 'cj_v41_0354', 'cj_v41_1069', 'cj_v41_1113', 'cj_v41_img_72_47']"
수신전,제도,7,"['cj_v41_0021', 'cj_v41_0259', 'cj_v41_0303', 'cj_v41_0354', 'cj_v41_1069', 'cj_v41_1113', 'cj_v41_img_72_47']"
일리천 전투,사건,7,"['cj_v41_0200', 'cj_v41_0247', 'cj_v41_0625', 'cj_v41_0956', 'cj_v41_1155', 'cj_v41_1346', 'cj_v41_1395']"
이한열,인물,7,"['cj_v41_0094', 'cj_v41_0238', 'cj_v41_0331', 'cj_v41_0756', 'cj_v41_1093', 'cj_v41_1332', 'cj_v41_1384']"
남북 정상 회담,사건,7,"['cj_v41_0239', 'cj_v41_0473', 'cj_v41_0616', 'cj_v41_0900', 'cj_v41_1136', 'cj_v41_1192', 'cj_v41_1527']"
애국반,기관,7,"['cj_v41_0555', 'cj_v41_0652', 'cj_v41_0842', 'cj_v41_1129', 'cj_v41_1180', 'cj_v41_1233', 'cj_v41_1468']"
시무책,문헌,7,"['cj_v41_0245', 'cj_v41_0478', 'cj_v41_0529', 'cj_v41_0577', 'cj_v41_0765', 'cj_v41_0860', 'cj_v41_1102']"
기유약조,조약,7,"['cj_v41_0120', 'cj_v41_0161', 'cj_v41_0402', 'cj_v41_0721', 'cj_v41_0922', 'cj_v41_1015', 'cj_v41_1057']"
예송,사건,7,"['cj_v41_0119', 'cj_v41_0492', 'cj_v41_0644', 'cj_v41_0829', 'cj_v41_0918', 'cj_v41_0973', 'cj_v41_1071']"
정주성,유적,7,"['cj_v41_0122', 'cj_v41_0311', 'cj_v41_0404', 'cj_v41_0453', 'cj_v41_0594', 'cj_v41_0829', 'cj_v41_1459']"
해동고승전,문헌,7,"['cj_v41_0345', 'cj_v41_0393', 'cj_v41_0623', 'cj_v41_0670', 'cj_v41_0773', 'cj_v41_0952', 'cj_v41_1302']"
정족산성,유적,7,"['cj_v41_0169', 'cj_v41_0218', 'cj_v41_0406', 'cj_v41_0646', 'cj_v41_1074', 'cj_v41_1121', 'cj_v41_1460']"
영남만인소,문헌,7,"['cj_v41_0169', 'cj_v41_0456', 'cj_v41_0651', 'cj_v41_0824', 'cj_v41_0883', 'cj_v41_1315', 'cj_v41_1363']"
비상계엄,제도,7,"['cj_v41_0142', 'cj_v41_0238', 'cj_v41_0331', 'cj_v41_0610', 'cj_v41_0658', 'cj_v41_0756', 'cj_v41_1188']"
화백 회의,제도,7,"['cj_v41_0005', 'cj_v41_0149', 'cj_v41_0619', 'cj_v41_0717', 'cj_v41_1146', 'cj_v41_1194', 'cj_v41_1388']"
상하이,지명,7,"['cj_v41_0087', 'cj_v41_0137', 'cj_v41_img_54_43', 'cj_v41_0748', 'cj_v41_0937', 'cj_v41_1278', 'cj_v41_1473']"
인왕제색도,문화재,7,"['cj_v41_img_47_27', 'cj_v41_img_54_24', 'cj_v41_0591', 'cj_v41_img_61_28', 'cj_v41_img_63_15', 'cj_v41_img_65_22', 'cj_v41_1215']"
유엔,단체,7,"['cj_v41_0191', 'cj_v41_img_50_50', 'cj_v41_0286', 'cj_v41_0473', 'cj_v41_0616', 'cj_v41_img_61_50', 'cj_v41_1432']"
이자겸의 난,사건,7,"['cj_v41_0013', 'cj_v41_0109', 'cj_v41_0204', 'cj_v41_0300', 'cj_v41_0483', 'cj_v41_1350', 'cj_v41_1399']"
김보당,인물,7,"['cj_v41_0630', 'cj_v41_0678', 'cj_v41_0913', 'cj_v41_1108', 'cj_v41_1207', 'cj_v41_1300', 'cj_v41_1400']"
숭무학교,기관,7,"['cj_v41_0085', 'cj_v41_0132', 'cj_v41_0177', 'cj_v41_0321', 'cj_v41_0369', 'cj_v41_0467', 'cj_v41_1327']"
나주,지명,7,"['cj_v41_0248', 'cj_v41_0629', 'cj_v41_0958', 'cj_v41_1155', 'cj_v41_1298', 'cj_v41_1395', 'cj_v41_1441']"
폐비 윤씨 사사 사건,사건,7,"['cj_v41_0255', 'cj_v41_0587', 'cj_v41_0736', 'cj_v41_0872', 'cj_v41_0918', 'cj_v41_1261', 'cj_v41_1404']"
성균관,기관,7,"['cj_v41_0530', 'cj_v41_0578', 'cj_v41_0889', 'cj_v41_0906', 'cj_v41_1252', 'cj_v41_1349', 'cj_v41_1400']"
의종,인물,7,"['cj_v41_0678', 'cj_v41_0819', 'cj_v41_1063', 'cj_v41_1108', 'cj_v41_1205', 'cj_v41_1207', 'cj_v41_1300']"
전봉준,인물,7,"['cj_v41_0031', 'cj_v41_0595', 'cj_v41_0742', 'cj_v41_0978', 'cj_v41_1027', 'cj_v41_1225', 'cj_v41_1317']"
백련결사,단체,7,"['cj_v41_0008', 'cj_v41_0433', 'cj_v41_0680', 'cj_v41_1106', 'cj_v41_1302', 'cj_v41_1448', 'cj_v41_1496']"
공노비,제도,7,"['cj_v41_0171', 'cj_v41_0223', 'cj_v41_0316', 'cj_v41_0400', 'cj_v41_0498', 'cj_v41_1020', 'cj_v41_1455']"
염포,지명,7,"['cj_v41_0170', 'cj_v41_0260', 'cj_v41_0307', 'cj_v41_0395', 'cj_v41_0536', 'cj_v41_0681', 'cj_v41_1362']"
기유각서,조약,7,"['cj_v41_0272', 'cj_v41_0408', 'cj_v41_0549', 'cj_v41_0838', 'cj_v41_0982', 'cj_v41_1079', 'cj_v41_1511']"
독립신문,문헌,7,"['cj_v41_0265', 'cj_v41_0280', 'cj_v41_0362', 'cj_v41_img_56_35', 'cj_v41_0609', 'cj_v41_1221', 'cj_v41_1323']"
조청 상민 수륙 무역 장정,조약,7,"['cj_v41_0128', 'cj_v41_0265', 'cj_v41_0314', 'cj_v41_0459', 'cj_v41_0884', 'cj_v41_1171', 'cj_v41_1268']"
프랑스,국가,7,"['cj_v41_0128', 'cj_v41_0164', 'cj_v41_0169', 'cj_v41_0406', 'cj_v41_0741', 'cj_v41_0785', 'cj_v41_0928']"
처인성,유적,7,"['cj_v41_0486', 'cj_v41_0581', 'cj_v41_0724', 'cj_v41_0803', 'cj_v41_0815', 'cj_v41_1109', 'cj_v41_1449']"
백서,문헌,7,"['cj_v41_0072', 'cj_v41_0824', 'cj_v41_0925', 'cj_v41_0974', 'cj_v41_1121', 'cj_v41_1311', 'cj_v41_1459']"
금난전권,제도,7,"['cj_v41_0071', 'cj_v41_0216', 'cj_v41_0449', 'cj_v41_0635', 'cj_v41_0689', 'cj_v41_0733', 'cj_v41_1352']"
개벽,문헌,7,"['cj_v41_0276', 'cj_v41_0420', 'cj_v41_0468', 'cj_v41_1081', 'cj_v41_1130', 'cj_v41_1423', 'cj_v41_1469']"
을밀대,문화재,7,"['cj_v41_0275', 'cj_v41_0614', 'cj_v41_0664', 'cj_v41_1025', 'cj_v41_1070', 'cj_v41_1422', 'cj_v41_1458']"
강주룡,인물,7,"['cj_v41_0275', 'cj_v41_0614', 'cj_v41_0853', 'cj_v41_1070', 'cj_v41_1386', 'cj_v41_1422', 'cj_v41_1458']"
조위총의 난,사건,7,"['cj_v41_0483', 'cj_v41_0678', 'cj_v41_0726', 'cj_v41_0961', 'cj_v41_1157', 'cj_v41_1397', 'cj_v41_1442']"
정치도감,기관,7,"['cj_v41_0482', 'cj_v41_0625', 'cj_v41_0814', 'cj_v41_0867', 'cj_v41_1210', 'cj_v41_1249', 'cj_v41_1297']"
왜구,사건,7,"['cj_v41_0481', 'cj_v41_0626', 'cj_v41_1063', 'cj_v41_1160', 'cj_v41_1307', 'cj_v41_1400', 'cj_v41_1453']"
고창 전투,사건,7,"['cj_v41_0438', 'cj_v41_0853', 'cj_v41_1104', 'cj_v41_1160', 'cj_v41_1296', 'cj_v41_1395', 'cj_v41_1490']"
허정 과도 정부,기관,7,"['cj_v41_0709', 'cj_v41_0754', 'cj_v41_1040', 'cj_v41_1093', 'cj_v41_1235', 'cj_v41_1332', 'cj_v41_1428']"
임시 토지 조사국,기관,7,"['cj_v41_0698', 'cj_v41_0699', 'cj_v41_0839', 'cj_v41_0892', 'cj_v41_1329', 'cj_v41_1468', 'cj_v41_1514']"
사초,문헌,7,"['cj_v41_0691', 'cj_v41_0758', 'cj_v41_0777', 'cj_v41_1066', 'cj_v41_1257', 'cj_v41_1406', 'cj_v41_1450']"
조선농민총동맹,단체,7,"['cj_v41_0135', 'cj_v41_0182', 'cj_v41_0552', 'cj_v41_0935', 'cj_v41_0986', 'cj_v41_1376', 'cj_v41_1515']"
헌의 6조,문헌,7,"['cj_v41_0175', 'cj_v41_0225', 'cj_v41_0320', 'cj_v41_0604', 'cj_v41_0790', 'cj_v41_0835', 'cj_v41_1079']"
북접,단체,7,"['cj_v41_0175', 'cj_v41_0222', 'cj_v41_0690', 'cj_v41_0742', 'cj_v41_0881', 'cj_v41_0978', 'cj_v41_1267']"
남접,단체,7,"['cj_v41_0175', 'cj_v41_0222', 'cj_v41_0690', 'cj_v41_0742', 'cj_v41_0881', 'cj_v41_0978', 'cj_v41_1267']"
만동묘,유적,7,"['cj_v41_0070', 'cj_v41_0265', 'cj_v41_0312', 'cj_v41_0546', 'cj_v41_0973', 'cj_v41_1070', 'cj_v41_1446']"
왜관,지명,7,"['cj_v41_0069', 'cj_v41_0161', 'cj_v41_0170', 'cj_v41_0260', 'cj_v41_0307', 'cj_v41_0588', 'cj_v41_1362']"
참의원,기관,7,"['cj_v41_0283', 'cj_v41_0754', 'cj_v41_0798', 'cj_v41_1088', 'cj_v41_1189', 'cj_v41_1479', 'cj_v41_1526']"
민의원,기관,7,"['cj_v41_0283', 'cj_v41_0754', 'cj_v41_0798', 'cj_v41_1088', 'cj_v41_1189', 'cj_v41_1479', 'cj_v41_1526']"
전주성,유적,7,"['cj_v41_0009', 'cj_v41_0127', 'cj_v41_0222', 'cj_v41_0362', 'cj_v41_0457', 'cj_v41_0978', 'cj_v41_1267']"
경부선,유적,7,"['cj_v41_0130', 'cj_v41_0270', 'cj_v41_0548', 'cj_v41_0842', 'cj_v41_1126', 'cj_v41_1271', 'cj_v41_1320']"
한성전기회사,기관,7,"['cj_v41_0130', 'cj_v41_0362', 'cj_v41_0548', 'cj_v41_0693', 'cj_v41_1132', 'cj_v41_1371', 'cj_v41_1417']"
보안회,단체,7,"['cj_v41_0179', 'cj_v41_0419', 'cj_v41_0509', 'cj_v41_0885', 'cj_v41_0929', 'cj_v41_1368', 'cj_v41_1517']"
어린이날,제도,7,"['cj_v41_0178', 'cj_v41_0231', 'cj_v41_0276', 'cj_v41_0703', 'cj_v41_0840', 'cj_v41_0886', 'cj_v41_1474']"
삼국유사,문헌,7,"['cj_v41_0060', 'cj_v41_0206', 'cj_v41_0393', 'cj_v41_img_62_05', 'cj_v41_0761', 'cj_v41_0865', 'cj_v41_1448']"
어영청,기관,7,"['cj_v41_0309', 'cj_v41_0488', 'cj_v41_0589', 'cj_v41_0922', 'cj_v41_1020', 'cj_v41_1169', 'cj_v41_1256']"
신여성,문헌,7,"['cj_v41_0420', 'cj_v41_0468', 'cj_v41_1130', 'cj_v41_1277', 'cj_v41_1326', 'cj_v41_1423', 'cj_v41_1469']"
새마을 운동,정책,7,"['cj_v41_0330', 'cj_v41_0470', 'cj_v41_0518', 'cj_v41_0660', 'cj_v41_1184', 'cj_v41_1326', 'cj_v41_1426']"
삼사,기관,7,"['cj_v41_0059', 'cj_v41_0538', 'cj_v41_0592', 'cj_v41_0685', 'cj_v41_1251', 'cj_v41_1261', 'cj_v41_1304']"
화폐정리사업,정책,7,"['cj_v41_0323', 'cj_v41_0419', 'cj_v41_0504', 'cj_v41_0702', 'cj_v41_0929', 'cj_v41_1420', 'cj_v41_1470']"
양세봉,인물,7,"['cj_v41_0041', 'cj_v41_0233', 'cj_v41_0280', 'cj_v41_img_54_45', 'cj_v41_0654', 'cj_v41_0793', 'cj_v41_1472']"
남부여,국가,7,"['cj_v41_0477', 'cj_v41_0573', 'cj_v41_0675', 'cj_v41_1148', 'cj_v41_1245', 'cj_v41_1290', 'cj_v41_1481']"
전국 민주 노동조합 총연맹,단체,7,"['cj_v41_0285', 'cj_v41_0376', 'cj_v41_0615', 'cj_v41_0755', 'cj_v41_1140', 'cj_v41_1285', 'cj_v41_1478']"
권율,인물,7,"['cj_v41_0305', 'cj_v41_0353', 'cj_v41_0399', 'cj_v41_0540', 'cj_v41_0735', 'cj_v41_1262', 'cj_v41_1405']"
묘청의 난,사건,7,"['cj_v41_0300', 'cj_v41_0344', 'cj_v41_0579', 'cj_v41_0768', 'cj_v41_0816', 'cj_v41_1205', 'cj_v41_1448']"
흑치상지,인물,7,"['cj_v41_0291', 'cj_v41_0479', 'cj_v41_0620', 'cj_v41_0951', 'cj_v41_1052', 'cj_v41_1104', 'cj_v41_1346']"
조선 혁명 간부 학교,기관,7,"['cj_v41_0041', 'cj_v41_0187', 'cj_v41_0274', 'cj_v41_0655', 'cj_v41_0749', 'cj_v41_0797', 'cj_v41_1278']"
자유시 참변,사건,7,"['cj_v41_0041', 'cj_v41_img_54_45', 'cj_v41_0704', 'cj_v41_0893', 'cj_v41_1086', 'cj_v41_1131', 'cj_v41_1185']"
기축봉사,문헌,7,"['cj_v41_0064', 'cj_v41_0638', 'cj_v41_0779', 'cj_v41_1218', 'cj_v41_1309', 'cj_v41_1452', 'cj_v41_1500']"
행주산성,유적,7,"['cj_v41_0305', 'cj_v41_0353', 'cj_v41_0399', 'cj_v41_0540', 'cj_v41_0637', 'cj_v41_0970', 'cj_v41_1501']"
동문학,기관,7,"['cj_v41_img_49_39', 'cj_v41_0174', 'cj_v41_0319', 'cj_v41_0836', 'cj_v41_0889', 'cj_v41_0981', 'cj_v41_1508']"
대한광복군정부,기관,7,"['cj_v41_0132', 'cj_v41_0279', 'cj_v41_0326', 'cj_v41_0467', 'cj_v41_0989', 'cj_v41_1272', 'cj_v41_1463']"
해동 천태종,사상,7,"['cj_v41_0725', 'cj_v41_0773', 'cj_v41_0817', 'cj_v41_0865', 'cj_v41_0915', 'cj_v41_1012', 'cj_v41_1496']"
경애왕,인물,7,"['cj_v41_0152', 'cj_v41_0387', 'cj_v41_0676', 'cj_v41_0769', 'cj_v41_1201', 'cj_v41_1395', 'cj_v41_1441']"
명도전,유물,7,"['cj_v41_0001', 'cj_v41_0333', 'cj_v41_0378', 'cj_v41_0569', 'cj_v41_0666', 'cj_v41_0806', 'cj_v41_0901']"
완산주,지명,7,"['cj_v41_0152', 'cj_v41_0480', 'cj_v41_0482', 'cj_v41_0769', 'cj_v41_0846', 'cj_v41_0908', 'cj_v41_1201']"
고흥,인물,7,"['cj_v41_0150', 'cj_v41_0715', 'cj_v41_0810', 'cj_v41_0904', 'cj_v41_1245', 'cj_v41_1437', 'cj_v41_1485']"
관산성,유적,7,"['cj_v41_0150', 'cj_v41_0949', 'cj_v41_1000', 'cj_v41_1290', 'cj_v41_1343', 'cj_v41_1389', 'cj_v41_1485']"
이의민,인물,7,"['cj_v41_0157', 'cj_v41_0913', 'cj_v41_0959', 'cj_v41_1206', 'cj_v41_1300', 'cj_v41_1397', 'cj_v41_1447']"
정도전,인물,7,"['cj_v41_0161', 'cj_v41_0208', 'cj_v41_0586', 'cj_v41_0821', 'cj_v41_1124', 'cj_v41_1210', 'cj_v41_1355']"
마립간,제도,7,"['cj_v41_0004', 'cj_v41_0051', 'cj_v41_0097', 'cj_v41_0147', 'cj_v41_0198', 'cj_v41_0522', 'cj_v41_0718']"
웅천주,지명,7,"['cj_v41_0004', 'cj_v41_0673', 'cj_v41_0956', 'cj_v41_1246', 'cj_v41_1342', 'cj_v41_1394', 'cj_v41_1489']"
몽골,국가,6,"['cj_v41_0154', 'cj_v41_0205', 'cj_v41_0486', 'cj_v41_0633', 'cj_v41_1061', 'cj_v41_1159']"
국학,기관,6,"['cj_v41_0051', 'cj_v41_0194', 'cj_v41_0718', 'cj_v41_1301', 'cj_v41_1336', 'cj_v41_1391']"
웅진,지명,6,"['cj_v41_0381', 'cj_v41_0810', 'cj_v41_0949', 'cj_v41_1345', 'cj_v41_1481', 'cj_v41_1485']"
역분전,제도,6,"['cj_v41_0577', 'cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_0862', 'cj_v41_1154', 'cj_v41_1210']"
금산사,문화재,6,"['cj_v41_0105', 'cj_v41_0769', 'cj_v41_0908', 'cj_v41_0956', 'cj_v41_1104', 'cj_v41_1395']"
권업신문,문헌,6,"['cj_v41_0177', 'cj_v41_0321', 'cj_v41_0467', 'cj_v41_0551', 'cj_v41_1319', 'cj_v41_1375']"
보부상,단체,6,"['cj_v41_0739', 'cj_v41_0923', 'cj_v41_1019', 'cj_v41_1219', 'cj_v41_1266', 'cj_v41_1504']"
청동 방울,유물,6,"['cj_v41_0001', 'cj_v41_0240', 'cj_v41_0333', 'cj_v41_0806', 'cj_v41_1144', 'cj_v41_1482']"
철제 농기구,유물,6,"['cj_v41_0001', 'cj_v41_0047', 'cj_v41_0192', 'cj_v41_0427', 'cj_v41_0854', 'cj_v41_1482']"
허적,인물,6,"['cj_v41_0214', 'cj_v41_0351', 'cj_v41_0492', 'cj_v41_0686', 'cj_v41_0826', 'cj_v41_1498']"
서안평,지명,6,"['cj_v41_0102', 'cj_v41_0148', 'cj_v41_0429', 'cj_v41_1004', 'cj_v41_1338', 'cj_v41_1481']"
한성부,기관,6,"['cj_v41_0216', 'cj_v41_0405', 'cj_v41_0734', 'cj_v41_1219', 'cj_v41_1409', 'cj_v41_1456']"
진주성,유적,6,"['cj_v41_0020', 'cj_v41_0353', 'cj_v41_0399', 'cj_v41_0687', 'cj_v41_0876', 'cj_v41_0920']"
동인,단체,6,"['cj_v41_0019', 'cj_v41_0396', 'cj_v41_0489', 'cj_v41_0736', 'cj_v41_0780', 'cj_v41_1114']"
도병마사,기관,6,"['cj_v41_0201', 'cj_v41_0775', 'cj_v41_1054', 'cj_v41_1248', 'cj_v41_1304', 'cj_v41_1393']"
송시열,인물,6,"['cj_v41_0119', 'cj_v41_0492', 'cj_v41_0686', 'cj_v41_0780', 'cj_v41_1071', 'cj_v41_1404']"
갑인자,유물,6,"['cj_v41_0015', 'cj_v41_0065', 'cj_v41_0254', 'cj_v41_0302', 'cj_v41_0820', 'cj_v41_0917']"
청일 전쟁,사건,6,"['cj_v41_0227', 'cj_v41_0270', 'cj_v41_0360', 'cj_v41_0833', 'cj_v41_0882', 'cj_v41_1412']"
성왕,인물,6,"['cj_v41_0099', 'cj_v41_0269', 'cj_v41_0337', 'cj_v41_0671', 'cj_v41_1000', 'cj_v41_1345']"
능산리 고분군,유적,6,"['cj_v41_0099', 'cj_v41_0340', 'cj_v41_0430', 'cj_v41_1196', 'cj_v41_1291', 'cj_v41_1345']"
갑신정변,사건,6,"['cj_v41_0219', 'cj_v41_0318', 'cj_v41_0367', 'cj_v41_0408', 'cj_v41_0499', 'cj_v41_0976']"
여수·순천 10·19 사건,사건,6,"['cj_v41_0236', 'cj_v41_0656', 'cj_v41_0801', 'cj_v41_1089', 'cj_v41_1331', 'cj_v41_1523']"
개성,지명,6,"['cj_v41_0236', 'cj_v41_img_53_17', 'cj_v41_0310', 'cj_v41_1209', 'cj_v41_1335', 'cj_v41_1432']"
영주도,지명,6,"['cj_v41_0005', 'cj_v41_0294', 'cj_v41_0435', 'cj_v41_0812', 'cj_v41_1247', 'cj_v41_1398']"
전기수,인물,6,"['cj_v41_0355', 'cj_v41_0591', 'cj_v41_0643', 'cj_v41_0739', 'cj_v41_1019', 'cj_v41_1410']"
5·10 총선거,사건,6,"['cj_v41_0044', 'cj_v41_0422', 'cj_v41_0847', 'cj_v41_1043', 'cj_v41_1084', 'cj_v41_1381']"
후금,국가,6,"['cj_v41_0305', 'cj_v41_0398', 'cj_v41_0540', 'cj_v41_0637', 'cj_v41_1067', 'cj_v41_1262']"
과전,제도,6,"['cj_v41_0303', 'cj_v41_0444', 'cj_v41_1069', 'cj_v41_img_72_47', 'cj_v41_img_73_14', 'cj_v41_1407']"
성학십도,문헌,6,"['cj_v41_0064', 'cj_v41_0208', 'cj_v41_0256', 'cj_v41_1014', 'cj_v41_1258', 'cj_v41_1309']"
월정사 팔각 구층 석탑,문화재,6,"['cj_v41_img_53_17', 'cj_v41_img_59_06', 'cj_v41_img_61_18', 'cj_v41_img_63_10', 'cj_v41_1209', 'cj_v41_img_77_13']"
조선경국전,문헌,6,"['cj_v41_0064', 'cj_v41_0252', 'cj_v41_1014', 'cj_v41_1066', 'cj_v41_1258', 'cj_v41_1306']"
조선 물산 공진회,단체,6,"['cj_v41_0063', 'cj_v41_0306', 'cj_v41_0795', 'cj_v41_0924', 'cj_v41_1180', 'cj_v41_1515']"
아관파천,사건,6,"['cj_v41_0063', 'cj_v41_0227', 'cj_v41_0497', 'cj_v41_0649', 'cj_v41_0737', 'cj_v41_1366']"
한국 독립당,단체,6,"['cj_v41_0042', 'cj_v41_0138', 'cj_v41_img_54_45', 'cj_v41_0845', 'cj_v41_1134', 'cj_v41_1328']"
삼청 교육대,기관,6,"['cj_v41_0470', 'cj_v41_0800', 'cj_v41_1042', 'cj_v41_1190', 'cj_v41_1331', 'cj_v41_1382']"
이인좌,인물,6,"['cj_v41_0311', 'cj_v41_0404', 'cj_v41_0587', 'cj_v41_0644', 'cj_v41_0780', 'cj_v41_0872']"
진주,지명,6,"['cj_v41_0311', 'cj_v41_0358', 'cj_v41_0498', 'cj_v41_0786', 'cj_v41_0794', 'cj_v41_1501']"
여유당전서,문헌,6,"['cj_v41_0414', 'cj_v41_0606', 'cj_v41_0650', 'cj_v41_0695', 'cj_v41_0936', 'cj_v41_1423']"
