scope,url,discovered_from,error,failed_at
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=926&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:15:08
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=927&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:16:13
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=928&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:17:17
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=929&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:18:22
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=930&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:19:27
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=931&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:20:32
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=932&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:21:36
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=933&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:22:41
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=934&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:23:46
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=935&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:24:51
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=936&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:25:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=937&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:27:00
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=938&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:28:05
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=939&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:29:10
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=940&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:30:15
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=941&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:31:21
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=942&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:32:26
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=943&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:33:31
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=944&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:34:35
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=945&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:35:40
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=946&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:36:45
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=947&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:37:50
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=948&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:38:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=949&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:40:00
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=950&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:41:05
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=951&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:42:09
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=952&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:43:14
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=953&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:44:19
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=954&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:45:24
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=955&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:46:30
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=956&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:47:35
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=957&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:48:40
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=958&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:49:44
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=959&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:50:49
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=960&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:51:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=961&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:52:59
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=962&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:54:04
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=963&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:55:09
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=964&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:56:14
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=965&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:57:20
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=966&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:58:24
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=967&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 22:59:29
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=968&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:00:34
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=969&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:01:39
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=970&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:02:44
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=971&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:03:49
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=972&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:04:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=973&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:05:59
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=974&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:07:04
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=975&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:08:09
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=976&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:09:14
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=977&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:10:19
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=978&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:11:24
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=979&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:12:29
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=980&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:13:34
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=981&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:14:39
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=982&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:15:44
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=983&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:16:49
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=984&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:17:53
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=985&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:18:58
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=986&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:20:03
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=987&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:21:08
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=988&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:22:13
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=989&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:23:18
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=990&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:24:23
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=991&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:25:28
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=992&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:26:33
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=993&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:27:38
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=O&pageIndex=994&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=O,RuntimeError('request failed: The read operation timed out'),2026-06-24 23:28:43
event_subject,https://db.itkc.or.kr/people/treeAjax?gubun=evntcate,,RuntimeError('request failed: HTTP Error 500: 500'),2026-06-24 23:50:27
event_subject,https://db.itkc.or.kr/people/treeAjax?gubun=evntcate,,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-24 23:57:05
event_subject,https://db.itkc.or.kr/people/list?gubun=evntcate&depth=1&cate1=Z,,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-24 23:57:07
event_subject,https://db.itkc.or.kr/people/list?gubun=evntcate&pageIndex=1&pageUnit=50,https://db.itkc.or.kr/people/treeAjax?gubun=evntcate,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-24 23:57:09
event_subject,https://db.itkc.or.kr/people/list?gubun=evntcate&pageIndex=2&pageUnit=50,https://db.itkc.or.kr/people/treeAjax?gubun=evntcate,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-24 23:57:11
event_subject,https://db.itkc.or.kr/people/list?gubun=evntcate&pageIndex=3&pageUnit=50,https://db.itkc.or.kr/people/treeAjax?gubun=evntcate,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-24 23:57:13
event_subject,https://db.itkc.or.kr/people/list?gubun=evntcate&depth=1&cate1=Z&pageIndex=1&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=evntcate&depth=1&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-24 23:57:15
event_subject,https://db.itkc.or.kr/people/list?gubun=evntcate&depth=1&cate1=Z&pageIndex=2&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=evntcate&depth=1&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-24 23:57:17
event_subject,https://db.itkc.or.kr/people/list?gubun=evntcate&depth=1&cate1=Z&pageIndex=3&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=evntcate&depth=1&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-24 23:57:19
event_subject,https://db.itkc.or.kr/people/treeAjax?gubun=evntcate,,RuntimeError('request failed: HTTP Error 500: 500'),2026-06-25 00:06:18
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=1&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
