person_id,person_name,relation_type,related_person_id,related_person_name,related_birth_year,related_death_year,related_bonkwan,related_father,related_count,evidence_url,detail_url
P000830,강창로(姜昌老),사위,P046805,이집(李𪼛),,,성주(星州),이윤기(李胤紀),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1762_009794,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000830
P000831,강창범(姜昌範),사위,P017919,박치복(朴致馥),1824,1894,밀양(密陽),박준번(朴俊蕃),28명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000831
P000832,강창세(姜昌世),부,P000205,강문재(姜文載),,,진주(晉州),,3명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1666_013390,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000832
P000832,강창세(姜昌世),형제,P000185,강명세(姜命世),1632,1708,진주(晉州),강문재(姜文載),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1677_014387,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000832
P000832,강창세(姜昌世),형제,P001037,강희세(姜熙世),,,진주(晉州),강문재(姜文載),4명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_6JOc_A1689_1_0017015,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000832
P000833,강채(姜𣶶),부,P000557,강위(姜鍏),,,진주(晉州),,1명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000833
P000834,강책(姜𣽤),부,P000685,강일신(姜一臣),,,진주(晉州),,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000834,강책(姜𣽤),자,P000402,강순(姜栒),,,진주(晉州),강책(姜𣽤),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000834,강책(姜𣽤),자,P000535,강운(姜橒),1773,1834,진주(晉州),강책(姜𣽤),17명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000834,강책(姜𣽤),자,P000635,강의(姜椅),,,진주(晉州),강책(姜𣽤),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000834,강책(姜𣽤),자,P000983,강화(姜禾),,,진주(晉州),강책(姜𣽤),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000834,강책(姜𣽤),자,P001012,강훤(姜楦),,,진주(晉州),강책(姜𣽤),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000834,강책(姜𣽤),사위,P010073,김정철(金廷喆),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000834,강책(姜𣽤),사위,P047464,이태순(李泰淳),1759,1840,진보(眞寶),이귀원(李龜元),12명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000834,강책(姜𣽤),장인,P064926,홍빈(洪儐),,,남양(南陽),,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000834,강책(姜𣽤),생부,P000687,강일유(姜一儒),,,진주(晉州),,4명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000834
P000835,강처복(康處福),사위,P009530,김인건(金寅鍵),,,선산(善山),김담수(金聃壽),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1774_010369,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000835
P000836,강처징(康處澂),사위,P064790,홍명일(洪命一),,,남양(南陽),홍여주(洪麗周),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1768_010071,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000836
P000837,강척(康惕),조부,P000601,강윤리(康允釐),,,신천(信川),,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1477_001637,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000837
P000837,강척(康惕),부,P000026,강거례(康居禮),,,신천(信川),강윤리(康允釐),3명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1477_001637,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000837
P000837,강척(康惕),자,P000230,강백진(康伯珍),14??,1504,신천(信川),강척(康惕),6명,https://encykorea.aks.ac.kr/Article/E0001158,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000837
P000837,강척(康惕),자,P000778,강중진(康仲珍),1459,1520,신천(信川),강척(康惕),7명,https://encykorea.aks.ac.kr/Article/E0001400,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000837
P000837,강척(康惕),장인,P007620,김숙자(金叔滋),1389,1456,선산(善山),김관(金琯),17명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000837
P000838,강천명(姜天命),자,P000612,강은(姜隱),,,진주(晉州),강천명(姜天命),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1447_000811,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000838
P000839,강천민(姜天民),증조부,P000948,강현(姜鋧),1650,1733,진주(晉州),강계년(姜桂年),15명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),조부,P000369,강세황(姜世晃),1713,1791,진주(晉州),강현(姜鋧),15명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),부,P000436,강신(姜信),,,진주(晉州),강세황(姜世晃),14명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),자,P000094,강근(姜瑾),,,진주(晉州),강천민(姜天民),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),자,P000511,강완(姜琬),,,진주(晉州),강천민(姜天民),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),자,P000572,강유(姜瑜),1597,1668,진주(晉州),강천민(姜天民),14명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),자,P001007,강후(姜珝),,,진주(晉州),강천민(姜天民),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),형제,P000326,강성민(姜聖民),,,진주(晉州),강신(姜信),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),형제,P000381,강수민(姜秀民),,,진주(晉州),강신(姜信),5명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),사위,P022044,송석정(宋錫禎),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),사위,P023181,신괵(申漍),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000839,강천민(姜天民),장인,P050210,임즙(林楫),,,평택(平澤),,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000839
P000840,강천성(姜天成),사위,P041506,이승혁(李承赫),,,한산(韓山),이장찬(李章贊),4명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000840
P000841,강천흥(姜天興),자,P000712,강재보(姜再輔),,,진주(晉州),강천흥(姜天興),3명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UB_6JOc_9999_002510,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000841
P000842,강철손(姜哲孫),사위,P063039,한창유(韓昌愈),,,청주(淸州),한지(韓智),3명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000842
P000843,강철흠(姜哲欽),사위,P032052,유치효(柳致孝),1798,1836,전주(全州),유정문(柳鼎文),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000843
P000843,강철흠(姜哲欽),장인,P030656,유사춘(柳師春),1741,1814,풍산(豐山),유운(柳澐),12명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000843
P000844,강첨(姜籤),조부,P000170,강린(姜璘),,,진주(晉州),,2명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000844
P000844,강첨(姜籤),부,P000537,강운상(姜雲祥),1526,1587,진주(晉州),강린(姜璘),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000844
P000844,강첨(姜籤),자,P000922,강학년(姜鶴年),1585,1647,진주(晉州),강첨(姜籤),8명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000844
P000844,강첨(姜籤),형제,P000755,강주(姜籀),1566,1650,진주(晉州),강운상(姜雲祥),16명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000844
P000844,강첨(姜籤),장인,P023294,신담(申湛),1519,1595,고령(高靈),신영원(申永源),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000844
P000845,강최일(姜最一),부,P000721,강재주(姜再周),1667,1730,진주(晉州),,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1809_011700,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000845
P000845,강최일(姜最一),자,P000059,강곽(姜漷),1716,1805,진주(晉州),강최일(姜最一),8명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1840_012605,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000845
P000846,강최흠(姜最欽),사위,P052455,정민계(鄭民啓),,,진주(晉州),정상리(鄭象履),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000846
P000847,강춘원(姜春元),사위,P067068,황전흠(黃典欽),,,창원(昌原),황재영(黃在英),5명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000847
P000848,강충영(姜忠永),사위,P010765,김진형(金鎭衡),1801,1865,의성(義城),김종수(金宗壽),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000848
P000848,강충영(姜忠永),사위,P019939,서우보(徐友輔),1786,,대구(大丘),서유망(徐有望),6명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UB_6JOc_9999_000524,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000848
P000849,강취(姜檇),조부,P000169,강린(姜璘),1631,1712,진주(晉州),,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1677_014496,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000849
P000849,강취(姜檇),부,P000311,강석후(姜碩厚),1654,1735,진주(晉州),강린(姜璘),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1721_019351,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000849
P000849,강취(姜檇),자,P000884,강필교(姜必敎),1722,,진주(晉州),강취(姜檇),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOc_1750_022401,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000849
P000850,강취사(姜就師),사위,P004060,권흡(權洽),,,안동(安東),권재운(權載運),4명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000850
P000851,강치영(姜致永),자,P000691,강임운(姜霖運),1776,1847,진주(晉州),강치영(姜致永),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UV_6JOc_9999_031531,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000851
P000852,강치황(姜致璜),부,P000498,강영수(姜永壽),,,진주(晉州),,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1624_005346,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000852
P000852,강치황(姜致璜),자,P000609,강윤형(姜允亨),1600,1678,진주(晉州),강치황(姜致璜),3명,https://encykorea.aks.ac.kr/Article/E0001335,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000852
P000852,강치황(姜致璜),사위,P021729,송국택(宋國澤),1597,1659,은진(恩津),송몽인(宋夢寅),15명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000852
P000853,강치후(姜致垕),사위,P017256,박재기(朴在冀),1750,1822,밀양(密陽),박내오(朴來吾),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000853
P000854,강칙(姜恜),증조부,P001031,강희(姜僖),1492,1539,진주(晉州),강징(姜澂),6명,http://thesaurus.itkc.or.kr/search/view?dataId=15427,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000854
P000854,강칙(姜恜),조부,P000624,강응서(姜應瑞),,,진주(晉州),강희(姜僖),5명,http://thesaurus.itkc.or.kr/search/view?dataId=12236,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000854
P000854,강칙(姜恜),부,P000753,강종윤(姜宗胤),1543,,진주(晉州),강응서(姜應瑞),7명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1621_005287,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000854
P000854,강칙(姜恜),형제,P000181,강면(姜愐),1567,,진주(晉州),강종윤(姜宗胤),6명,http://thesaurus.itkc.or.kr/search/view?dataId=12238,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000854
P000855,강침(姜琛),부,P000979,강홍익(姜弘益),,,진주(晉州),,2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1657_012485,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000855
P000855,강침(姜琛),자,P000300,강석준(姜碩俊),1655,,진주(晉州),강침(姜琛),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000855
P000855,강침(姜琛),자,P000305,강석태(姜碩泰),1659,,진주(晉州),강침(姜琛),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000855
P000855,강침(姜琛),자,P000309,강석행(姜碩行),,,진주(晉州),강침(姜琛),5명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000855
P000855,강침(姜琛),형제,P000456,강언(姜琂),1648,,진주(晉州),강홍익(姜弘益),3명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1675_014076,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000855
P000855,강침(姜琛),사위,P033442,윤선(尹僐),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000855
P000855,강침(姜琛),출자,P000292,강석번(姜碩蕃),,,진주(晉州),강후(姜珝),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000855
P000856,강침(姜沈),증조부,P000692,강자(姜鄑),,,진주(晉州),,2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1747_009211,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000856
P000856,강침(姜沈),조부,P000723,강재창(姜再昌),,,진주(晉州),강자(姜鄑),3명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1837_012497,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000856
P000856,강침(姜沈),부,P000930,강함일(姜咸一),,,진주(晉州),강재창(姜再昌),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1837_012497,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000856
P000856,강침(姜沈),자,P000324,강성(姜 ),1771,1847,진주(晉州),강침(姜沈),6명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_6JOc_A1771_1_0017037,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000856
P000858,강탁(姜逴),부,P000622,강응백(姜應伯),,,진주(晉州),,1명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000858
P000859,강탁(姜𣝔),증조부,P000723,강재창(姜再昌),,,진주(晉州),강자(姜鄑),3명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1719_019171,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000859
P000859,강탁(姜𣝔),조부,P000650,강이일(姜履一),1677,1727,진주(晉州),강재창(姜再昌),5명,https://encykorea.aks.ac.kr/Article/E0001330,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000859
P000859,강탁(姜𣝔),부,P000590,강윤(姜潤),1711,1782,진주(晉州),강이일(姜履一),6명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOc_1763_023571,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000859
P000859,강탁(姜𣝔),자,P000427,강시환(姜始煥),1761,1813,진주(晉州),강탁(姜𣝔),6명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOc_1786_026095,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000859
P000859,강탁(姜𣝔),사위,P035188,이가순(李家淳),1768,1844,진보(眞寶),이귀서(李龜書),10명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UN_6JOc_9999_003215,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000859
P000860,강탁(姜鐸),증조부,P000795,강직(姜㮨),1753,1822,진주(晉州),강곽(姜漷),8명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1840_012605,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000860
P000860,강탁(姜鐸),조부,P000914,강필헌(姜必憲),1782,1814,진주(晉州),강직(姜㮨),6명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1840_012605,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000860
P000860,강탁(姜鐸),부,P000183,강면규(姜冕奎),1804,1862,진주(晉州),강필헌(姜必憲),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1861_013299,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000860
P000860,강탁(姜鐸),장인,P011491,김한주(金翰周),,,,,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UN_6JOc_9999_004355,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000860
P000860,강탁(姜鐸),생부,P000618,강응규(姜應奎),1806,1834,진주(晉州),,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1861_013299,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000860
P000862,강태복(姜泰復),장인,P051988,정내교(鄭來僑),1681,1759,창녕(昌寧),정차징(鄭次徵),19명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000862
P000863,강태석(姜泰錫),장인,P002263,권구(權榘),1672,1749,안동(安東),권징(權憕),24명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000863
P000864,강태수(姜台壽),증조부,P000288,강석덕(姜碩德),1395,1459,진주(晉州),강회백(姜淮伯),15명,http://thesaurus.itkc.or.kr/search/view?dataId=12063,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000864
P000864,강태수(姜台壽),조부,P001034,강희맹(姜希孟),1424,1483,진주(晉州),강석덕(姜碩德),20명,http://thesaurus.itkc.or.kr/search/view?dataId=4063,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000864
P000864,강태수(姜台壽),부,P000071,강귀손(姜龜孫),1450,1505,진주(晉州),강희맹(姜希孟),7명,http://thesaurus.itkc.or.kr/search/view?dataId=3828,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000864
P000864,강태수(姜台壽),자,P000235,강복(姜復),,,진주(晉州),강태수(姜台壽),6명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1553_003356,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000864
P000864,강태수(姜台壽),자,P000489,강영(姜英),,,진주(晉州),강태수(姜台壽),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_Z1_6JOa_1543_000097,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000864
P000864,강태수(姜台壽),사위,P029815,원호변(元虎變),1506,,원주(原州),원계채(元繼蔡),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1538_003013,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000864
P000864,강태수(姜台壽),장인,P055325,정회(鄭淮),,,,,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1511_002378,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000864
P000864,강태수(姜台壽),생부,P000923,강학손(姜鶴孫),,,진주(晉州),강희맹(姜希孟),9명,http://thesaurus.itkc.or.kr/search/view?dataId=3828,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000864
P000865,강태열(姜太悅),증조부,P000369,강세황(姜世晃),1713,1791,진주(晉州),강현(姜鋧),15명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000865
P000865,강태열(姜太悅),조부,P001020,강흔(姜俒),1739,,진주(晉州),강세황(姜世晃),11명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000865
P000865,강태열(姜太悅),부,P000651,강이천(姜彝天),1769,1801,진주(晉州),강흔(姜俒),12명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000865
P000865,강태열(姜太悅),형제,P000159,강로(姜㳣),,,진주(晉州),강이천(姜彝天),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UN_6JOc_9999_004359,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000865
P000868,강태운(姜泰運),증조부,P000105,강기신(姜起信),1607,,진주(晉州),강서(姜瑞),7명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_Z1_6JOb_1662_000498,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000868
P000868,강태운(姜泰運),조부,P000649,강이성(姜爾聖),1639,,진주(晉州),강기신(姜起信),6명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_Z1_6JOb_1705_000932,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000868
P000868,강태운(姜泰運),부,P001035,강희무(姜希武),1686,,진주(晉州),강이성(姜爾聖),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_Z1_6JOc_1738_001316,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000868
P000868,강태운(姜泰運),장인,P047222,이추(李樞),1675,,금산(金山),,2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_Z1_6JOc_1738_001316,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000868
P000869,강태일(姜泰一),장인,P020233,서천건(徐天健),1651,1691,달성(達城),,6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000869
P000870,강태준(姜台俊),자,P000325,강성관(姜聖綰),1824,1898,진주(晉州),강태준(姜台俊),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOc_1870_034632,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000870
