person_id,person_name,relation_type,related_person_id,related_person_name,related_birth_year,related_death_year,related_bonkwan,related_father,related_count,evidence_url,detail_url
P002403,권대주(權大胄),부,P003386,권익(權𪧴),1767,,안동(安東),권엄(權𫀤),7명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOc_1843_031521,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002403
P002403,권대주(權大胄),자,P003329,권응준(權應駿),1810,,안동(安東),권대주(權大胄),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOc_1843_031521,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002403
P002403,권대주(權大胄),형제,P002383,권대긍(權大肯),1790,,안동(安東),권익(權𪧴),6명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1823_012101,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002403
P002403,권대주(權大胄),장인,P043447,이유경(李儒慶),,,,,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UB_6JOc_9999_001789,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002403
P002404,권대중(權大中),사위,P049087,이휘령(李彙寧),1788,1861,진보(眞寶),이지순(李志淳),14명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UB_6JOc_9999_000448,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002404
P002405,권대지(權大持),자,P003874,권필언(權必彦),,,안동(安東),권대지(權大持),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1852_012982,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002405
P002406,권대충(權大忠),부,P002785,권상(權鏛),,,안동(安東),,2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1561_003546,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002406
P002406,권대충(權大忠),자,P002711,권붕(權鵬),1537,,안동(安東),권대충(權大忠),3명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1561_003546,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002406
P002406,권대충(權大忠),장인,P026565,안수량(安秀良),,,,,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1561_003546,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002406
P002407,권대평(權大平),자,P002984,권수백(權壽百),,,안동(安東),권대평(權大平),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002407
P002407,권대평(權大平),사위,P011136,김치장(金致章),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002407
P002408,권대필(權大弼),사위,P065707,홍이일(洪履一),,,남양(南陽),홍경조(洪景祖),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1813_011817,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002408
P002409,권대항(權大恒),증조부,P003697,권진(權振),,,안동(安東),권욱(權旭),4명,http://thesaurus.itkc.or.kr/search/view?dataId=5860,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002409
P002409,권대항(權大恒),조부,P002778,권상(權常),1508,1589,안동(安東),권진(權振),10명,https://encykorea.aks.ac.kr/Article/E0007151,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002409
P002409,권대항(權大恒),부,P004069,권희(權憘),1547,1624,안동(安東),권상(權常),12명,https://encykorea.aks.ac.kr/Article/E0006868,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002409
P002409,권대항(權大恒),아내,P055286,정화옹주(貞和翁主),,,,,1명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002409
P002409,권대항(權大恒),형제,P003345,권의중(權義中),1573,1647,안동(安東),권희(權憘),6명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1605_007383,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002409
P002409,권대항(權大恒),형제,P003443,권임중(權任中),1583,,안동(安東),권희(權憘),7명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_6JOb_A1582_1_0030177,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002409
P002409,권대항(權大恒),사위,P022280,송윤길(宋胤吉),1622,,여산(礪山),송준(宋駿),6명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1653_006232,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002409
P002409,권대항(權大恒),장인,P042362,"이연(李昖)
선조(宣祖)",1552,1608,전주(全州),이초(李岹),48명,https://encykorea.aks.ac.kr/Article/E0006868,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002409
P002410,권대항(權大恒),증조부,P003346,권의협(權宜悏),,,안동(安東),,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1687_007215,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002410
P002410,권대항(權大恒),조부,P002182,권경(權璟),1604,1666,안동(安東),권의협(權宜悏),3명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1705_007737,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002410
P002410,권대항(權大恒),부,P002819,권상원(權尙遠),,,안동(安東),권경(權璟),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1705_007737,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002410
P002410,권대항(權大恒),장인,P056793,조수태(趙壽泰),,,,,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1705_007737,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002410
P002410,권대항(權大恒),생부,P002509,권득여(權得輿),1636,1716,안동(安東),권경(權璟),7명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1705_007737,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002410
P002411,권대후(權大後),자,P002442,권덕현(權德玄),1652,1698,안동(安東),권대후(權大後),2명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002411
P002411,권대후(權大後),사위,P047729,이하진(李夏鎭),1628,1682,여주(驪州),이지안(李志安),24명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002411
P002412,권대훈(權大勳),사위,P024261,신응구(申應榘),1553,1623,고령(高靈),신벌(申橃),16명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002412
P002413,권덕경(權德經),증조부,P002333,권근중(權謹中),1586,1650,안동(安東),권협(權悏),9명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002413
P002413,권덕경(權德經),조부,P002395,권대윤(權大胤),,,안동(安東),권근중(權謹中),8명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1679_014611,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002413
P002413,권덕경(權德經),부,P002621,권민(權琝),1656,,안동(安東),권대윤(權大胤),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1699_117033,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002413
P002413,권덕경(權德經),생부,P004006,권환(權瑍),1636,1716,안동(安東),권대윤(權大胤),10명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1699_117033,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002413
P002414,권덕광(權德廣),부,P002394,권대유(權大有),,,안동(安東),,2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1651_011810,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002414
P002414,권덕광(權德廣),형제,P002445,권덕휘(權德徽),1622,,안동(安東),권대유(權大有),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1652_011934,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002414
P002415,권덕규(權德圭),부,P004071,권희(權曦),1839,,안동(安東),,2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UV_6JOc_9999_031300,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002415
P002415,권덕규(權德圭),자,P003591,권종덕(權鍾悳),1788,,안동(安東),권덕규(權德圭),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UV_6JOc_9999_031300,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002415
P002415,권덕규(權德圭),장인,P035424,이겸태(李謙泰),,,,,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UV_6JOc_9999_031300,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002415
P002416,권덕기(權德起),장인,P044858,이재기(李載基),,,예안(禮安),이봉조(李鳳朝),11명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002416
P002417,권덕린(權德麟),증조부,P004032,권효충(權孝忠),,,안동(安東),,2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1553_003355,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002417
P002417,권덕린(權德麟),조부,P002583,권명추(權命錘),,,안동(安東),권효충(權孝忠),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1553_003355,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002417
P002417,권덕린(權德麟),부,P002236,권계중(權繼中),,,안동(安東),권명추(權命錘),3명,https://encykorea.aks.ac.kr/Article/E0006871,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002417
P002417,권덕린(權德麟),자,P002736,권사민(權士敏),1557,1634,안동(安東),권덕린(權德麟),4명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_6JOb_A1557_1_0016027,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002417
P002417,권덕린(權德麟),장인,P047626,이필(李苾),,,,,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1553_003355,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002417
P002417,권덕린(權德麟),스승,P042209,이언적(李彦迪),1491,1553,여주(驪州),이번(李蕃),22명,https://encykorea.aks.ac.kr/Article/E0006871,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002417
P002418,권덕명(權德明),장인,P036052,이광복(李光復),1542,1594,광주(廣州),이준경(李遵慶),11명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002418
P002418,권덕명(權德明),출자,P003082,권신경(權信經),1667,,안동(安東),권해(權瑎),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1690_016083,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002418
P002419,권덕범(權德範),자,P002278,권국진(權國珍),,,안동(安東),권덕범(權德範),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1846_012750,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002419
P002420,권덕봉(權德鳳),사위,P007198,김성일(金誠一),1538,1593,의성(義城),김진(金璡),60명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002420
P002421,권덕소(權德邵),증조부,P004069,권희(權憘),1547,1624,안동(安東),권상(權常),12명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_6JOb_A1582_1_0030177,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002421
P002421,권덕소(權德邵),조부,P003443,권임중(權任中),1583,,안동(安東),권희(權憘),7명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1678_006840,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002421
P002421,권덕소(權德邵),부,P002385,권대년(權大年),,,안동(安東),권임중(權任中),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1678_006840,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002421
P002421,권덕소(權德邵),장인,P014000,목임형(睦林馨),,,사천(泗川),,3명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1678_006840,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002421
P002422,권덕수(權德秀),조부,P002579,권명시(權命時),,,안동(安東),,6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),부,P003708,권진원(權震元),,,안동(安東),권명시(權命時),11명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),자,P002597,권몽규(權夢揆),,,안동(安東),권덕수(權德秀),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),자,P002793,권상규(權象揆),,,안동(安東),권덕수(權德秀),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),자,P003525,권정규(權鼎揆),1695,,안동(安東),권덕수(權德秀),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),자,P003633,권중규(權重揆),,,안동(安東),권덕수(權德秀),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),형제,P003173,권오수(權五秀),,,안동(安東),권진원(權震元),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),형제,P003594,권종수(權鍾秀),,,안동(安東),권진원(權震元),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),사위,P011750,김홍경(金弘景),1705,1732,순천(順天),,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),장인,P011392,김학배(金學培),1628,1673,의성(義城),김암(金黯),19명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),교유,P002263,권구(權榘),1672,1749,안동(安東),권징(權憕),24명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),교유,P006110,김명석(金命錫),1675,1762,의성(義城),김태중(金台重),23명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),교유,P044817,이재(李栽),1657,1730,재령(載寧),이현일(李玄逸),59명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),교유,P045790,이종수(李宗洙),1722,1797,진보(眞寶),이기삼(李起三),21명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),스승,P002495,권두인(權斗寅),1643,1719,안동(安東),권목(權霂),23명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),스승,P048309,이현일(李玄逸),1627,1704,재령(載寧),이시명(李時明),56명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),제자,P047252,이춘보(李春溥),1718,1778,진보(眞寶),이동량(李東亮),4명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002422,권덕수(權德秀),출자,P003091,권심규(權心揆),1706,1779,안동(安東),권오수(權五秀),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002422
P002423,권덕수(權德秀),증조부,P003084,권실(權實),,,안동(安東),권순(權循),7명,http://thesaurus.itkc.or.kr/search/view?dataId=10985,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002423
P002423,권덕수(權德秀),조부,P002526,권령(權齡),1441,1509,안동(安東),권실(權實),7명,http://thesaurus.itkc.or.kr/search/view?dataId=12390,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002423
P002423,권덕수(權德秀),부,P002628,권박(權博),1475,1547,안동(安東),권령(權齡),9명,http://thesaurus.itkc.or.kr/search/view?dataId=5598,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002423
P002423,권덕수(權德秀),형제,P002430,권덕여(權德輿),1518,1591,안동(安東),권박(權博),8명,http://thesaurus.itkc.or.kr/search/view?dataId=12372,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002423
P002424,권덕수(權德壽),사위,P044181,이이봉(李以鳳),,,광주(廣州),이긍운(李亘運),4명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1879_014056,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002424
P002426,권덕신(權德臣),부,P002514,권란(權鸞),,,안동(安東),,1명,http://thesaurus.itkc.or.kr/search/view?dataId=10982,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002426
P002426,권덕신(權德臣),자,P003320,권응수(權應銖),1546,1608,안동(安東),권덕신(權德臣),3명,http://thesaurus.itkc.or.kr/search/view?dataId=12408,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002426
P002427,권덕심(權德深),장인,P003146,권엽(權燁),,,안동(安東),,4명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002427
P002428,권덕양(權德讓),자,P002287,권규(權揆),1706,1766,안동(安東),권덕양(權德讓),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOc_1756_022985,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002428
P002429,권덕언(權德彦),사위,P004287,기재우(奇在祐),1769,1815,행주(幸州),기태량(奇泰良),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002429
P002430,권덕여(權德輿),증조부,P003084,권실(權實),,,안동(安東),권순(權循),7명,http://thesaurus.itkc.or.kr/search/view?dataId=10985,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002430
P002430,권덕여(權德輿),조부,P002526,권령(權齡),1441,1509,안동(安東),권실(權實),7명,http://thesaurus.itkc.or.kr/search/view?dataId=12390,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002430
P002430,권덕여(權德輿),부,P002628,권박(權博),1475,1547,안동(安東),권령(權齡),9명,http://thesaurus.itkc.or.kr/search/view?dataId=12372,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002430
P002430,권덕여(權德輿),자,P002320,권극중(權克中),1560,1614,안동(安東),권덕여(權德輿),9명,http://thesaurus.itkc.or.kr/search/view?dataId=12379,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002430
P002430,권덕여(權德輿),형제,P002423,권덕수(權德秀),,,안동(安東),권박(權博),4명,http://thesaurus.itkc.or.kr/search/view?dataId=5598,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002430
P002430,권덕여(權德輿),장인,P023102,신광국(申匡國),,,평산(平山),신상(申鏛),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1562_003571,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002430
P002430,권덕여(權德輿),장인,P048953,이후(李後),,,고성(固城),,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1562_003571,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002430
P002430,권덕여(權德輿),스승,P022375,송인수(宋麟壽),1499,1547,은진(恩津),송세량(宋世良),18명,http://thesaurus.itkc.or.kr/search/view?dataId=12372,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002430
P002431,권덕연(權德淵),사위,P013229,남후(南垕),1644,1690,의령(宜寧),남극로(南極老),7명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_6JOc_A9999_1_0017423,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002431
P002433,권덕유(權德裕),증조부,P003084,권실(權實),,,안동(安東),권순(權循),7명,http://thesaurus.itkc.or.kr/search/view?dataId=10985,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002433,권덕유(權德裕),조부,P002526,권령(權齡),1441,1509,안동(安東),권실(權實),7명,http://thesaurus.itkc.or.kr/search/view?dataId=14167,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002433,권덕유(權德裕),부,P003990,권홍(權弘),1467,1516,안동(安東),권령(權齡),6명,,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002433,권덕유(權德裕),자,P002300,권극관(權克寬),1546,1613,안동(安東),권덕유(權德裕),9명,http://thesaurus.itkc.or.kr/search/view?dataId=5812,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002433,권덕유(權德裕),자,P002305,권극례(權克禮),1531,1590,안동(安東),권덕유(權德裕),14명,http://thesaurus.itkc.or.kr/search/view?dataId=12367,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002433,권덕유(權德裕),자,P002317,권극의(權克義),15??,,안동(安東),권덕유(權德裕),10명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002433,권덕유(權德裕),자,P002318,권극인(權克仁),,,안동(安東),권덕유(權德裕),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002433,권덕유(權德裕),자,P002325,권극지(權克智),1538,1592,안동(安東),권덕유(權德裕),10명,http://thesaurus.itkc.or.kr/search/view?dataId=12369,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002433,권덕유(權德裕),장인,P055665,조계상(曺繼商),,,,,1명,https://encykorea.aks.ac.kr/Article/E0006844,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002433,권덕유(權德裕),생부,P002628,권박(權博),1475,1547,안동(安東),권령(權齡),9명,http://thesaurus.itkc.or.kr/search/view?dataId=4284,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002433
P002434,권덕윤(權德潤),부,P003335,권응희(權應禧),,,안동(安東),,1명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002434
P002434,권덕윤(權德潤),교유,P003980,권호문(權好文),1532,1587,안동(安東),권륙(權稑),46명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002434
P002434,권덕윤(權德潤),교유,P012472,남공형(南公衡),,,,,1명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002434
P002434,권덕윤(權德潤),교유,P018658,배삼익(裵三益),,,,,1명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002434
P002434,권덕윤(權德潤),교유,P023275,신내옥(辛乃沃),1525,1595,영월(寧越),신중곤(辛仲坤),11명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002434
P002435,권덕임(權德任),부,P002392,권대영(權大榮),,,안동(安東),,1명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002435
P002436,권덕장(權德章),부,P002782,권상(權鋿),,,안동(安東),,3명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002436
P002436,권덕장(權德章),형제,P002446,권덕휘(權德輝),1653,1708,안동(安東),권상(權鋿),9명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002436
P002436,권덕장(權德章),장인,P021346,손명(孫蓂),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002436
P002438,권덕중(權悳中),자,P002765,권사학(權思學),1758,1832,안동(安東),권덕중(權悳中),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOc_1789_026170,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002438
