person_id,name,birth_year,death_year,bonkwan,ja,ho,father,related_count,detail_url
P001995,구위(具偉),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001995
P001996,구위(具褘),,,능성(綾城),,,구영검(具榮儉),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001996
P001997,구유온(仇有溫),,,창원(昌原),화숙(和叔),,구석종(仇碩種),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001997
P001998,구윤걸(具允杰),1574,1605,창원(昌原),정순(正順),고심당(古心堂),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001998
P001999,구윤덕(具潤德),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001999
P002000,구윤명(具允明),1711,1797,능성(綾城),사정(士貞),겸산(兼山),구몽규(具夢奎),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002000
P002001,구윤성(具潤成),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002001
P002002,구윤옥(具允鈺),1720,1792,능성(綾城),성집(聖集),,구택규(具宅奎),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002002
P002003,구윤화(具潤華),,,능성(綾城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002003
P002004,구음(具崟),1614,1683,능성(綾城),차산(次山),명곡(明谷),구인지(具仁至),18명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002004
P002005,구응(具膺),,,능성(綾城),,,구치용(具致用),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002005
P002006,구응규(具應奎),,,능성(綾城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002006
P002007,구응상(具應祥),,,능성(綾城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002007
P002008,구응성(具應星),15??,,창원(昌原),광삼(光三),송은(松隱),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002008
P002009,구응신(具應信),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002009
P002010,구의강(具義剛),1559,,능성(綾城),자화(子和),해문(海門),구응상(具應祥),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002010
P002011,구의형(具義亨),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002011
P002012,구이(具頤),,,능성(綾城),정숙(正叔),,구신충(具信忠),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002012
P002013,구이주(具頤柱),1685,,능성(綾城),양중(養仲),,구봉창(具鳳昌),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002013
P002014,구익(具㢞),1737,1804,능성(綾城),익지(翼之),,구윤옥(具允鈺),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002014
P002015,구익좌(具翼佐),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002015
P002016,구익창(具益昌),1615,,능성(綾城),이순(而順),,구정백(具廷白),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002016
P002017,구인(具寅),1576,,능성(綾城),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002017
P002018,구인계(具仁繼),,,능성(綾城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002018
P002019,구인기(具仁基),1576,1643,능성(綾城),백공(伯鞏),죽은(竹隱),구성(具宬),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002019
P002020,구인기(具仁墍),1597,1676,능성(綾城),계의(季依),,구굉(具宏),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002020
P002021,구인문(具人文),1409,1462,능성(綾城),장숙(章叔),수옹(睡翁),구현좌(具賢佐),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002021
P002022,구인서(具仁恕),,,능성(綾城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002022
P002023,구인손(具麟孫),,,능성(綾城),,,구수영(具壽永),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002023
P002024,구인영(具仁榮),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002024
P002025,구인중(具仁重),1597,1628,능성(綾城),자임(子任),계풍(繫風),,2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002025
P002026,구인지(具仁至),1583,,능성(綾城),유성(唯聖),,구헌(具憲),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002026
P002027,구인학(具仁壆),1597,,능성(綾城),숙평(叔平),,구용(具容),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002027
P002028,구인항(具仁恒),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002028
P002029,구인후(具仁垕),1578,1658,능성(綾城),중재(仲載),유포(柳浦),구성(具宬),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002029
P002030,구일(具鎰),1620,1695,능성(綾城),중경(重卿),,구인기(具仁墍),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002030
P002031,구장손(具長孫),,,능성(綾城),,,구경(具慶),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002031
P002032,구재(具宰),,,능성(綾城),,,구사민(具思閔),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002032
P002033,구재덕(具載德),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002033
P002034,구재룡(具載龍),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002034
P002035,구재석(具載奭),,,능성(綾城),,,구엽(具爗),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002035
P002036,구재충(具載忠),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002036
P002037,구전(具廛),1746,,능성(綾城),,,구윤옥(具允鈺),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002037
P002038,구정백(具廷白),,,능성(綾城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002038
P002039,구정상(具鼎相),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002039
P002040,구정현(具廷賢),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002040
P002041,구정호(具廷護),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002041
P002042,구정훈(具鼎勳),1674,1739,능성(綾城),자수(子受),귀휴(歸休),구하주(具夏柱),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002042
P002043,구제원(具悌元),,,능성(綾城),,,구상(具庠),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002043
P002044,구족부인(具足夫人),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002044
P002045,구존유(具存裕),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002045
P002046,구종길(具宗吉),1363,,창원(昌原),자안(子安),천곡(川谷),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002046
P002047,구종록(具鍾祿),1810,1875,능성(綾城),덕로(德老),옥호(玉湖),구재석(具載奭),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002047
P002048,구종숙(具宗淑),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002048
P002049,구준(具濬),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002049
P002050,구중련(具仲連),,,능성(綾城),,,구인서(具仁恕),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002050
P002051,구중협(具重協),1854,,,인경(寅卿),옥산(玉山),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002051
P002052,구지신(具之愼),,,능성(綾城),이구(而懼),,구함(具諴),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002052
P002053,구지정(具志禎),1647,,능성(綾城),지숙(志叔),,구일(具鎰),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002053
P002054,구지훈(具趾勳),1708,1733,능성(綾城),미중(美仲),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002054
P002055,구진주(具震柱),1680,1753,능성(綾城),자명(子明),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002055
P002056,구진형(丘晉亨),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002056
P002058,구징(具徵),,,능성(綾城),,,구원지(具元之),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002058
P002059,구찬록(具贊祿),1535,1611,능성(綾城),여응(汝膺),"송안(松顔), 용산(龍山)",,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002059
P002060,구찬숙(具贊叔),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002060
P002061,구척(具滌),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002061
P002062,구천(具薦),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002062
P002063,구철경(具哲卿),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002063
P002064,구철로(具哲魯),1779,,능성(綾城),경연(景淵),,구홍원(具弘元),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002064
P002065,구철수(具澈洙),1808,1857,능성(綾城),성서(聖瑞),춘탄(春灘),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002065
P002066,구충연(具忠淵),,,능성(綾城),서백(恕伯),,구징(具徵),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002066
P002067,구충원(具忠元),1752,,능성(綾城),자회(子誨),,구상(具庠),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002067
P002068,구충윤(具忠胤),1554,,능성(綾城),,,구봉령(具鳳齡),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002068
P002069,구충인(具忠仁),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002069
P002070,구치강(丘致崗),,,평해(平海),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002070
P002071,구치겸(具致兼),,,능성(綾城),,,구영(具瑩),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002071
P002072,구치공(具致恭),,,능성(綾城),,,구위(具煒),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002072
P002073,구치관(具致寬),1406,1470,능성(綾城),이율(而栗),,구양(具揚),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002073
P002074,구치명(具致明),,,능성(綾城),,,구양(具揚),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002074
P002075,구치성(具致成),,,능성(綾城),,,구영(具瑩),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002075
P002076,구치순(具致舜),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002076
P002077,구치용(具致用),1590,1666,능성(綾城),기지(器之),"우교당(于郊堂), 고산(高山)",구위(具煒),16명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002077
P002078,구치제(具致悌),,,능성(綾城),,,구위(具煒),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002078
P002079,구치중(具致中),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002079
P002080,구치홍(具致洪),1421,1507,능성(綾城),,,구양(具揚),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002080
P002081,구치홍(具致弘),,,능성(綾城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002081
P002082,구태조(具泰祚),1858,1927,능성(綾城),행문(幸文),일로(一勞),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002082
P002083,구태훈(具泰勳),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002083
P002084,구택규(具宅奎),1693,1754,능성(綾城),성오(性五),존재(存齋),,5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002084
P002085,구팔원(具八元),,,능성(綾城),,,구수종(具壽宗),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002085
P002086,구필신(具弼臣),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002086
P002087,구하(具廈),,,능성(綾城),,,구치용(具致用),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002087
P002088,구하주(具夏柱),1655,1714,능성(綾城),우경(禹卿),,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002088
P002089,구한(具澣),1524,1558,능성(綾城),태초(太初),,구신경(具信璟),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002089
P002090,구한(具翰),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002090
P002091,구함(具諴),,,능성(綾城),,,구치명(具致明),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002091
P002092,구핵(具核),,,능성(綾城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002092
P002093,구향석(具享錫),,,능성(綾城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002093
P002094,구헌(具憲),1565,1614,능성(綾城),여신(汝信),,구사민(具思閔),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002094
P002095,구혁(具爀),1670,1728,능성(綾城),여림(汝臨),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002095
P002096,구혁(具爀),,,능성(綾城),,,구대륜(具大倫),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002096
P002097,구혁모(具赫謨),1859,1895,능성(綾城),첨여(瞻汝),신암(愼菴),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002097
P002098,구현(具鉉),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002098
P002099,구현겸(具顯謙),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002099
P002100,구현좌(具賢佐),13??,,능성(綾城),,,구서진(具瑞珍),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002100
P002101,구현충(具顯忠),,,능성(綾城),,,구강(具綱),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002101
P002102,구협(具協),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002102
P002103,구형(具泂),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002103
P002104,구형로(具衡魯),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002104
P002106,구혜(具譓),1606,1666,능성(綾城),지중(智仲),"도해(蹈海), 도해와(蹈海窩), 도해정(蹈海亭)",구광정(具光廷),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002106
P002107,구호(具浩),1535,,능성(綾城),지완(志完),,구사종(具嗣宗),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002107
P002108,구홍(具鴻),13??,,능성(綾城),,송은(松隱),구위(具褘),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002108
P002109,구홍원(具弘元),,,능성(綾城),,,구익(具㢞),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002109
P002110,구홍주(具弘柱),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002110
P002111,구환(具煥),,,능성(綾城),,,구대륜(具大倫),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002111
P002112,구환(具奐),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002112
P002113,구회필(具會弼),1858,,능성(綾城),명규(命圭),,구양서(具陽書),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002113
P002114,구횡(具宖),,,능성(綾城),,,구사맹(具思孟),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002114
P002115,구효연(具孝淵),1526,,능성(綾城),경백(敬伯),,구징(具徵),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002115
P002116,구효원(具孝元),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002116
P002117,구휘(具徽),1523,1581,능성(綾城),자미(子美),,구원지(具元之),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002117
P002118,구휴(具庥),,,능성(綾城),,,구치용(具致用),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002118
P002119,구흥문(具興門),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002119
P002120,구희경(具希璟),,,능성(綾城),,,구수영(具壽永),9명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002120
P002121,구희경(具希慶),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002121
P002122,국대부인(國大夫人),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002122
P002123,국대비왕씨(國大妃王氏),,,개성(開城),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002123
P002124,국상(鞠裳),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002124
P002125,국세인(鞠世仁),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002125
P002126,국수성(鞠守成),,,담양(潭陽),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002126
P002127,국유(鞠襦),13??,,담양(潭陽),,복애(伏崖),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002127
P002128,국함(鞠涵),1573,1653,담양(潭陽),양원(養源),환성(喚醒),국수성(鞠守成),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002128
P002129,군만(君萬),13??,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002129
P002130,궁예(弓裔),870,918,경주(慶州),,,김의정(金誼靖),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002130
P002131,권○(權 ),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002131
P002132,권○(權 ),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002132
P002133,권가상(權可常),,,안동(安東),,,권태시(權泰時),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002133
P002134,권가성(權可聖),,,안동(安東),,,권태시(權泰時),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002134
P002135,권가장(權可長),,,안동(安東),,,권태시(權泰時),9명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002135
P002136,권가정(權可貞),,,안동(安東),,,권태시(權泰時),9명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002136
P002137,권가정(權可正),,,안동(安東),,,권태시(權泰時),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002137
P002138,권가징(權可徵),,,안동(安東),,,권태시(權泰時),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002138
P002139,권가후(權可後),,,안동(安東),,,권해(權諧),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002139
P002140,권각(權恪),15??,1592,안동(安東),정경(正卿),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002140
P002141,권각(權墧),,,예천(醴泉),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002141
P002142,권각(權愨),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002142
P002143,권각(權恪),,,안동(安東),,,권집중(權執中),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002143
P002144,권간(權侃),,,안동(安東),,,권고(權皐),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002144
P002145,권간(權揀),,,안동(安東),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002145
P002146,권간수(權幹手),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002146
P002147,권감(權瑊),1423,1487,안동(安東),차옥(次玉),지수암(知守菴),권극화(權克和),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002147
P002148,권감(權鑑),1629,1688,안동(安東),"형원(炯遠), 형원(泂遠)",침연(砧淵),권극경(權克經),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002148
P002149,권감(權瑊),1673,1747,안동(安東),"덕장(德章), 덕장(德璋)",,권성(權𢜫),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002149
P002150,권감(權瑊),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002150
P002151,권갑하(權甲夏),1838,1852,안동(安東),충년(冲年),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002151
P002152,권강(權杠),1567,1626,안동(安東),공거(公擧),방담(方潭),권우신(權遇臣),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002152
P002153,권강(權杠),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002153
P002154,권개(權愷),,1468,안동(安東),,,권식(權遈),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002154
P002155,권개(權愷),,,안동(安東),백인(伯仁),,권준(權俊),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002155
P002156,권개(權漑),,,영가(永嘉),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002156
P002157,권개(權槩),,,안동(安東),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002157
P002158,권개세(權盖世),,,안동(安東),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002158
P002159,권거(權擧),,,안동(安東),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002159
P002160,권거(權渠),1672,1749,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002160
P002161,권건(權健),1458,1501,안동(安東),숙강(叔强),,권람(權擥),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002161
P002162,권건(權揵),1721,,안동(安東),문거(文擧),,권용(權瑢),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002162
P002163,권건(權鍵),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002163
P002164,권건(權楗),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002164
P002165,권걸(權傑),,,안동(安東),,,권람(權擥),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002165
P002166,권검(權儉),,,안동(安東),,,권처언(權處彦),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002166
P002167,권겁(權衱),,,안동(安東),,,권헌(權攇),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002167
P002168,권겁(權衱),,,안동(安東),,,권방(權訪),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002168
P002169,권게(權垍),,16??,안동(安東),정견(貞堅),,권확(權確),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002169
P002170,권격(權格),1620,1671,안동(安東),정숙(正叔),"육유당(六有堂), 육유(六有)",권성원(權聖源),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002170
P002171,권격(權𢓜),,,안동(安東),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002171
P002172,권격(權格),,,안동(安東),,,권순(權循),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002172
P002173,권결(權潔),1534,1605,안동(安東),유청(幼淸),,권윤희(權胤禧),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002173
P002174,권겸(權謙),1535,,안동(安東),여익(汝益),,권붕령(權鵬齡),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002174
P002175,권겸(權謙),1784,,안동(安東),자익(子益),,권석호(權錫浩),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002175
P002176,권겸(權謙),,1356,안동(安東),,,권부(權溥),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P002176
