event_id,event_category_id,event_category_name,source_subject_category
ITKC_PH_1294A_0397,EVENT_CAT_00008,국왕,"국왕,

정치일반"
ITKC_PH_1294A_0397,EVENT_CAT_00043,정치일반,"국왕,

정치일반"
ITKC_PH_1300A_0182,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1294A_0398,EVENT_CAT_00008,국왕,"국왕,

정치일반"
ITKC_PH_1294A_0398,EVENT_CAT_00043,정치일반,"국왕,

정치일반"
ITKC_PH_1300A_0184,EVENT_CAT_00022,붕당,"붕당,

정치일반"
ITKC_PH_1300A_0184,EVENT_CAT_00043,정치일반,"붕당,

정치일반"
ITKC_PH_1294A_0399,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1300A_0201,EVENT_CAT_00043,정치일반,"정치일반,

국왕"
ITKC_PH_1300A_0201,EVENT_CAT_00008,국왕,"정치일반,

국왕"
ITKC_PH_1294A_0400,EVENT_CAT_00041,정변,정변
ITKC_PH_1300A_0202,EVENT_CAT_00006,과거,과거
ITKC_PH_1294A_0401,EVENT_CAT_00041,정변,"정변,

국왕"
ITKC_PH_1294A_0401,EVENT_CAT_00008,국왕,"정변,

국왕"
ITKC_PH_1300A_0203,EVENT_CAT_00026,상신,상신
ITKC_PH_1294A_0402,EVENT_CAT_00041,정변,"정변,

공신/훈신"
ITKC_PH_1294A_0402,EVENT_CAT_00004,공신/훈신,"정변,

공신/훈신"
ITKC_PH_1300A_0204,EVENT_CAT_00017,문형,문형
ITKC_PH_1294A_0403,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0205,EVENT_CAT_00010,난신,난신
ITKC_PH_1294A_0404,EVENT_CAT_00020,반란,반란
ITKC_PH_1300A_0206,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1300A_0207,EVENT_CAT_00023,비빈,비빈
ITKC_PH_1294A_0405,EVENT_CAT_00043,정치일반,"정치일반,

국왕"
ITKC_PH_1294A_0405,EVENT_CAT_00008,국왕,"정치일반,

국왕"
ITKC_PH_1300A_0209,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1294A_0406,EVENT_CAT_00020,반란,"반란,

종교"
ITKC_PH_1294A_0406,EVENT_CAT_00046,종교,"반란,

종교"
ITKC_PH_1300A_0231,EVENT_CAT_00053,호란,호란
ITKC_PH_1294A_0408,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0234,EVENT_CAT_00042,정치인,"정치인,

호란"
ITKC_PH_1300A_0234,EVENT_CAT_00053,호란,"정치인,

호란"
ITKC_PH_1294A_0407,EVENT_CAT_00020,반란,반란
ITKC_PH_1300A_0244,EVENT_CAT_00026,상신,상신
ITKC_PH_1294A_0409,EVENT_CAT_00018,민란,민란
ITKC_PH_1300A_0245,EVENT_CAT_00017,문형,문형
ITKC_PH_1294A_0410,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0246,EVENT_CAT_00035,유현,유현
ITKC_PH_1294A_0411,EVENT_CAT_00018,민란,"민란,

노비"
ITKC_PH_1294A_0411,EVENT_CAT_00011,노비,"민란,

노비"
ITKC_PH_1294A_0412,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0247,EVENT_CAT_00004,공신/훈신,공신/훈신
ITKC_PH_1294A_0413,EVENT_CAT_00051,출판,출판
ITKC_PH_1300A_0248,EVENT_CAT_00014,명신,명신
ITKC_PH_1300A_0249,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1294A_0414,EVENT_CAT_00044,제도개혁,제도개혁
ITKC_PH_1300A_0250,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1294A_0415,EVENT_CAT_00020,반란,반란
ITKC_PH_1294A_0416,EVENT_CAT_00018,민란,민란
ITKC_PH_1300A_0256,EVENT_CAT_00012,능묘,능묘
ITKC_PH_1300A_0257,EVENT_CAT_00026,상신,상신
ITKC_PH_1294A_0417,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1294A_0418,EVENT_CAT_00041,정변,정변
ITKC_PH_1300A_0258,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1294A_0419,EVENT_CAT_00041,정변,"정변,

국왕"
ITKC_PH_1294A_0419,EVENT_CAT_00008,국왕,"정변,

국왕"
ITKC_PH_1300A_0259,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1294A_0420,EVENT_CAT_00018,민란,"민란,

노비"
ITKC_PH_1294A_0420,EVENT_CAT_00011,노비,"민란,

노비"
ITKC_PH_1300A_0268,EVENT_CAT_00026,상신,상신
ITKC_PH_1294A_0421,EVENT_CAT_00020,반란,반란
ITKC_PH_1300A_0270,EVENT_CAT_00028,예송,"예송,

붕당"
ITKC_PH_1300A_0270,EVENT_CAT_00022,붕당,"예송,

붕당"
ITKC_PH_1294A_0423,EVENT_CAT_00009,기관,기관
ITKC_PH_1294A_0422,EVENT_CAT_00018,민란,"민란,

노비"
ITKC_PH_1294A_0422,EVENT_CAT_00011,노비,"민란,

노비"
ITKC_PH_1294A_0425,EVENT_CAT_00032,유배,유배
ITKC_PH_1294A_0426,EVENT_CAT_00009,기관,기관
ITKC_PH_1294A_0427,EVENT_CAT_00041,정변,"정변,

국왕"
ITKC_PH_1294A_0427,EVENT_CAT_00008,국왕,"정변,

국왕"
ITKC_PH_1294A_0428,EVENT_CAT_00032,유배,유배
ITKC_PH_1294A_0429,EVENT_CAT_00038,전쟁,전쟁
ITKC_PH_1294A_0430,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1294A_0431,EVENT_CAT_00018,민란,민란
ITKC_PH_1294A_0432,EVENT_CAT_00038,전쟁,전쟁
ITKC_PH_1294A_0433,EVENT_CAT_00021,방비,방비
ITKC_PH_1294A_0434,EVENT_CAT_00020,반란,반란
ITKC_PH_1305A_0331,EVENT_CAT_00036,인물기타,인물기타
ITKC_PH_1300A_0007,EVENT_CAT_00043,정치일반,"정치일반,

유배"
ITKC_PH_1300A_0007,EVENT_CAT_00032,유배,"정치일반,

유배"
ITKC_PH_1300A_0008,EVENT_CAT_00041,정변,정변
ITKC_PH_1300A_0009,EVENT_CAT_00041,정변,정변
ITKC_PH_1300A_0016,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0019,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0027,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0020,EVENT_CAT_00027,세자,세자
ITKC_PH_1300A_0028,EVENT_CAT_00040,정벌,정벌
ITKC_PH_1300A_0029,EVENT_CAT_00040,정벌,정벌
ITKC_PH_1300A_0030,EVENT_CAT_00040,정벌,"정벌,

방비"
ITKC_PH_1300A_0030,EVENT_CAT_00021,방비,"정벌,

방비"
ITKC_PH_1294A_0600,EVENT_CAT_00051,출판,출판
ITKC_PH_1300A_0041,EVENT_CAT_00041,정변,정변
ITKC_PH_1300A_0042,EVENT_CAT_00020,반란,반란
ITKC_PH_1300A_0043,EVENT_CAT_00023,비빈,비빈
ITKC_PH_1300A_0044,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0045,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0051,EVENT_CAT_00020,반란,반란
ITKC_PH_1300A_0052,EVENT_CAT_00040,정벌,정벌
ITKC_PH_1300A_0057,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0061,EVENT_CAT_00032,유배,유배
ITKC_PH_1300A_0065,EVENT_CAT_00040,정벌,정벌
ITKC_PH_1300A_0064,EVENT_CAT_00023,비빈,비빈
ITKC_PH_1300A_0066,EVENT_CAT_00040,정벌,정벌
ITKC_PH_1300A_0071,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0076,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0070,EVENT_CAT_00023,비빈,비빈
ITKC_PH_1300A_0072,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0077,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0073,EVENT_CAT_00041,정변,"정변,

국왕"
ITKC_PH_1300A_0073,EVENT_CAT_00008,국왕,"정변,

국왕"
ITKC_PH_1300A_0080,EVENT_CAT_00013,명,명
ITKC_PH_1300A_0082,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0083,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0085,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0084,EVENT_CAT_00042,정치인,"정치인,

유배"
ITKC_PH_1300A_0084,EVENT_CAT_00032,유배,"정치인,

유배"
ITKC_PH_1300A_0039,EVENT_CAT_00023,비빈,비빈
ITKC_PH_1300A_0086,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0087,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0089,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0090,EVENT_CAT_00006,과거,과거
ITKC_PH_1300A_0092,EVENT_CAT_00025,사화,사화
ITKC_PH_1305A_0313,EVENT_CAT_00025,사화,사화
ITKC_PH_1305A_0314,EVENT_CAT_00025,사화,사화
ITKC_PH_1305A_0315,EVENT_CAT_00025,사화,사화
ITKC_PH_1305A_0316,EVENT_CAT_00025,사화,사화
ITKC_PH_1305A_0317,EVENT_CAT_00025,사화,사화
ITKC_PH_1305A_0318,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0091,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0096,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0094,EVENT_CAT_00042,정치인,"정치인,

정치일반"
ITKC_PH_1300A_0094,EVENT_CAT_00043,정치일반,"정치인,

정치일반"
ITKC_PH_1300A_0095,EVENT_CAT_00042,정치인,"정치인,

정치일반"
ITKC_PH_1300A_0095,EVENT_CAT_00043,정치일반,"정치인,

정치일반"
ITKC_PH_1300A_0093,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0097,EVENT_CAT_00042,정치인,"정치인,

정치일반"
ITKC_PH_1300A_0097,EVENT_CAT_00043,정치일반,"정치인,

정치일반"
ITKC_PH_1305A_0324,EVENT_CAT_00042,정치인,"정치인,

정치일반"
ITKC_PH_1305A_0324,EVENT_CAT_00043,정치일반,"정치인,

정치일반"
ITKC_PH_1300A_0110,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0111,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0109,EVENT_CAT_00042,정치인,"정치인,

유배"
ITKC_PH_1300A_0109,EVENT_CAT_00032,유배,"정치인,

유배"
ITKC_PH_1305A_0321,EVENT_CAT_00025,사화,사화
ITKC_PH_1305A_0332,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0112,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0113,EVENT_CAT_00018,민란,민란
ITKC_PH_1300A_0118,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0115,EVENT_CAT_00046,종교,종교
ITKC_PH_1300A_0116,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0124,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1300A_0128,EVENT_CAT_00042,정치인,정치인
ITKC_PH_1300A_0126,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1305A_0322,EVENT_CAT_00016,묘정배향,"묘정배향,

국왕"
ITKC_PH_1305A_0322,EVENT_CAT_00008,국왕,"묘정배향,

국왕"
ITKC_PH_1305A_0326,EVENT_CAT_00042,정치인,정치인
ITKC_PH_1300A_0129,EVENT_CAT_00042,정치인,정치인
ITKC_PH_1305A_0327,EVENT_CAT_00042,정치인,정치인
ITKC_PH_1300A_0130,EVENT_CAT_00052,풍속,풍속
ITKC_PH_1300A_0127,EVENT_CAT_00025,사화,사화
ITKC_PH_1300A_0131,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1305A_0323,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1300A_0132,EVENT_CAT_00042,정치인,정치인
ITKC_PH_1300A_0133,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0171,EVENT_CAT_00013,명,명
ITKC_PH_1305A_0319,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0135,EVENT_CAT_00043,정치일반,"정치일반,

세자"
ITKC_PH_1300A_0135,EVENT_CAT_00027,세자,"정치일반,

세자"
ITKC_PH_1300A_0137,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0138,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0139,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0140,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0141,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0144,EVENT_CAT_00030,왜(변)란,"왜(변)란,

능묘"
ITKC_PH_1300A_0144,EVENT_CAT_00012,능묘,"왜(변)란,

능묘"
ITKC_PH_1300A_0136,EVENT_CAT_00030,왜(변)란,"왜(변)란,

국왕"
ITKC_PH_1300A_0136,EVENT_CAT_00008,국왕,"왜(변)란,

국왕"
ITKC_PH_1300A_0142,EVENT_CAT_00030,왜(변)란,"왜(변)란,

명"
ITKC_PH_1300A_0142,EVENT_CAT_00013,명,"왜(변)란,

명"
ITKC_PH_1300A_0161,EVENT_CAT_00030,왜(변)란,"왜(변)란,

세자"
ITKC_PH_1300A_0161,EVENT_CAT_00027,세자,"왜(변)란,

세자"
ITKC_PH_1300A_0143,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0162,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0165,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0164,EVENT_CAT_00030,왜(변)란,왜(변)란
ITKC_PH_1300A_0166,EVENT_CAT_00036,인물기타,"인물기타,

왜(변)란"
ITKC_PH_1300A_0166,EVENT_CAT_00030,왜(변)란,"인물기타,

왜(변)란"
ITKC_PH_1300A_0172,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1300A_0173,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1300A_0176,EVENT_CAT_00047,종실,종실
ITKC_PH_1300A_0170,EVENT_CAT_00037,일본,일본
ITKC_PH_1300A_0177,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1300A_0183,EVENT_CAT_00022,붕당,"붕당,

정치일반"
ITKC_PH_1300A_0183,EVENT_CAT_00043,정치일반,"붕당,

정치일반"
ITKC_PH_1300A_0185,EVENT_CAT_00013,명,"명,

국왕"
ITKC_PH_1300A_0185,EVENT_CAT_00008,국왕,"명,

국왕"
ITKC_PH_1300A_0186,EVENT_CAT_00029,옥사,"옥사,

종실"
ITKC_PH_1300A_0186,EVENT_CAT_00047,종실,"옥사,

종실"
ITKC_PH_1305A_0310,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1300A_0175,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1300A_0188,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0189,EVENT_CAT_00029,옥사,"옥사,

붕당"
ITKC_PH_1300A_0189,EVENT_CAT_00022,붕당,"옥사,

붕당"
ITKC_PH_1300A_0200,EVENT_CAT_00049,천도,천도
ITKC_PH_1300A_0190,EVENT_CAT_00029,옥사,"옥사,

붕당"
ITKC_PH_1300A_0190,EVENT_CAT_00022,붕당,"옥사,

붕당"
ITKC_PH_1305A_0311,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0193,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0194,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0195,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0187,EVENT_CAT_00023,비빈,비빈
ITKC_PH_1300A_0196,EVENT_CAT_00003,고변/탄핵,고변/탄핵
ITKC_PH_1300A_0191,EVENT_CAT_00023,비빈,비빈
ITKC_PH_1300A_0192,EVENT_CAT_00023,비빈,비빈
ITKC_PH_1300A_0197,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0198,EVENT_CAT_00038,전쟁,전쟁
ITKC_PH_1305A_0312,EVENT_CAT_00038,전쟁,전쟁
ITKC_PH_1300A_0199,EVENT_CAT_00042,정치인,"정치인,

고변/탄핵"
ITKC_PH_1300A_0199,EVENT_CAT_00003,고변/탄핵,"정치인,

고변/탄핵"
ITKC_PH_1300A_0210,EVENT_CAT_00041,정변,정변
ITKC_PH_1300A_0211,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1300A_0212,EVENT_CAT_00041,정변,정변
ITKC_PH_1300A_0213,EVENT_CAT_00013,명,명
ITKC_PH_1300A_0214,EVENT_CAT_00029,옥사,"옥사,

처결"
ITKC_PH_1300A_0214,EVENT_CAT_00048,처결,"옥사,

처결"
ITKC_PH_1300A_0215,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1305A_0307,EVENT_CAT_00005,공신/훈신) 정쟁(정변,공신/훈신) 정쟁(정변
ITKC_PH_1305A_0308,EVENT_CAT_00041,정변,정변
ITKC_PH_1305A_0309,EVENT_CAT_00041,정변,정변
ITKC_PH_1300A_0216,EVENT_CAT_00020,반란,반란
ITKC_PH_1300A_0217,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0218,EVENT_CAT_00003,고변/탄핵,고변/탄핵
ITKC_PH_1300A_0219,EVENT_CAT_00020,반란,"반란,

옥사"
ITKC_PH_1300A_0219,EVENT_CAT_00029,옥사,"반란,

옥사"
ITKC_PH_1300A_0226,EVENT_CAT_00053,호란,호란
ITKC_PH_1300A_0220,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0221,EVENT_CAT_00043,정치일반,"정치일반,

종실"
ITKC_PH_1300A_0221,EVENT_CAT_00047,종실,"정치일반,

종실"
ITKC_PH_1300A_0238,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1300A_0222,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0223,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0225,EVENT_CAT_00012,능묘,능묘
ITKC_PH_1300A_0239,EVENT_CAT_00003,고변/탄핵,고변/탄핵
ITKC_PH_1300A_0224,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0208,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1300A_0228,EVENT_CAT_00053,호란,호란
ITKC_PH_1300A_0229,EVENT_CAT_00039,절신,"절신,

호란"
ITKC_PH_1300A_0229,EVENT_CAT_00053,호란,"절신,

호란"
ITKC_PH_1300A_0230,EVENT_CAT_00036,인물기타,"인물기타,

호란"
ITKC_PH_1300A_0230,EVENT_CAT_00053,호란,"인물기타,

호란"
ITKC_PH_1300A_0227,EVENT_CAT_00053,호란,호란
ITKC_PH_1305A_0328,EVENT_CAT_00053,호란,호란
ITKC_PH_1300A_0232,EVENT_CAT_00043,정치일반,"정치일반,

호란"
ITKC_PH_1300A_0232,EVENT_CAT_00053,호란,"정치일반,

호란"
ITKC_PH_1300A_0235,EVENT_CAT_00042,정치인,"정치인,

호란"
ITKC_PH_1300A_0235,EVENT_CAT_00053,호란,"정치인,

호란"
ITKC_PH_1300A_0236,EVENT_CAT_00042,정치인,"정치인,

호란"
ITKC_PH_1300A_0236,EVENT_CAT_00053,호란,"정치인,

호란"
ITKC_PH_1300A_0240,EVENT_CAT_00047,종실,"종실,

비빈"
ITKC_PH_1300A_0240,EVENT_CAT_00023,비빈,"종실,

비빈"
ITKC_PH_1300A_0237,EVENT_CAT_00013,명,명
ITKC_PH_1300A_0241,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0242,EVENT_CAT_00027,세자,세자
ITKC_PH_1300A_0243,EVENT_CAT_00029,옥사,"옥사,

비빈"
ITKC_PH_1300A_0243,EVENT_CAT_00023,비빈,"옥사,

비빈"
ITKC_PH_1300A_0251,EVENT_CAT_00050,청,청
ITKC_PH_1300A_0252,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0254,EVENT_CAT_00043,정치일반,"정치일반,

붕당"
ITKC_PH_1300A_0254,EVENT_CAT_00022,붕당,"정치일반,

붕당"
ITKC_PH_1300A_0255,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0253,EVENT_CAT_00029,옥사,"옥사,

고변/탄핵"
ITKC_PH_1300A_0253,EVENT_CAT_00003,고변/탄핵,"옥사,

고변/탄핵"
ITKC_PH_1300A_0260,EVENT_CAT_00028,예송,"예송,

붕당"
ITKC_PH_1300A_0260,EVENT_CAT_00022,붕당,"예송,

붕당"
ITKC_PH_1300A_0261,EVENT_CAT_00028,예송,예송
ITKC_PH_1300A_0264,EVENT_CAT_00028,예송,예송
ITKC_PH_1300A_0269,EVENT_CAT_00028,예송,"예송,

붕당"
ITKC_PH_1300A_0269,EVENT_CAT_00022,붕당,"예송,

붕당"
ITKC_PH_1300A_0263,EVENT_CAT_00012,능묘,능묘
ITKC_PH_1300A_0265,EVENT_CAT_00028,예송,"예송,

비빈"
ITKC_PH_1300A_0265,EVENT_CAT_00023,비빈,"예송,

비빈"
ITKC_PH_1300A_0266,EVENT_CAT_00028,예송,"예송,

붕당"
ITKC_PH_1300A_0266,EVENT_CAT_00022,붕당,"예송,

붕당"
ITKC_PH_1300A_0267,EVENT_CAT_00050,청,청
ITKC_PH_1300A_0271,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0273,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1300A_0272,EVENT_CAT_00016,묘정배향,"묘정배향,

국왕"
ITKC_PH_1300A_0272,EVENT_CAT_00008,국왕,"묘정배향,

국왕"
ITKC_PH_1300A_0275,EVENT_CAT_00050,청,청
ITKC_PH_1300A_0276,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0277,EVENT_CAT_00036,인물기타,인물기타
ITKC_PH_1300A_0274,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1300A_0278,EVENT_CAT_00043,정치일반,"정치일반,

붕당"
ITKC_PH_1300A_0278,EVENT_CAT_00022,붕당,"정치일반,

붕당"
ITKC_PH_1300A_0279,EVENT_CAT_00043,정치일반,정치일반
ITKC_PH_1300A_0281,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0282,EVENT_CAT_00004,공신/훈신,공신/훈신
ITKC_PH_1300A_0284,EVENT_CAT_00048,처결,처결
ITKC_PH_1300A_0283,EVENT_CAT_00003,고변/탄핵,고변/탄핵
ITKC_PH_1300A_0280,EVENT_CAT_00051,출판,출판
ITKC_PH_1300A_0285,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1300A_0286,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1300A_0287,EVENT_CAT_00043,정치일반,"정치일반,

정치인"
ITKC_PH_1300A_0287,EVENT_CAT_00042,정치인,"정치일반,

정치인"
ITKC_PH_1300A_0288,EVENT_CAT_00009,기관,기관
ITKC_PH_1300A_0295,EVENT_CAT_00018,민란,"민란,

노비"
ITKC_PH_1300A_0295,EVENT_CAT_00011,노비,"민란,

노비"
ITKC_PH_1300A_0289,EVENT_CAT_00027,세자,"세자,

비빈"
ITKC_PH_1300A_0289,EVENT_CAT_00023,비빈,"세자,

비빈"
ITKC_PH_1300A_0290,EVENT_CAT_00027,세자,세자
ITKC_PH_1300A_0298,EVENT_CAT_00043,정치일반,"정치일반,

묘정배향"
ITKC_PH_1300A_0298,EVENT_CAT_00016,묘정배향,"정치일반,

묘정배향"
ITKC_PH_1300A_0292,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0293,EVENT_CAT_00003,고변/탄핵,고변/탄핵
ITKC_PH_1300A_0294,EVENT_CAT_00029,옥사,"옥사,

세자"
ITKC_PH_1300A_0294,EVENT_CAT_00027,세자,"옥사,

세자"
ITKC_PH_1300A_0291,EVENT_CAT_00003,고변/탄핵,고변/탄핵
ITKC_PH_1300A_0296,EVENT_CAT_00029,옥사,옥사
ITKC_PH_1300A_0297,EVENT_CAT_00043,정치일반,"정치일반,

붕당"
ITKC_PH_1300A_0297,EVENT_CAT_00022,붕당,"정치일반,

붕당"
ITKC_PH_1300A_0046,EVENT_CAT_00008,국왕,국왕
ITKC_PH_1300A_0299,EVENT_CAT_00043,정치일반,"정치일반,

붕당"
ITKC_PH_1300A_0299,EVENT_CAT_00022,붕당,"정치일반,

붕당"
ITKC_PH_1300A_0262,EVENT_CAT_00042,정치인,정치인
ITKC_PH_1300A_0300,EVENT_CAT_00027,세자,세자
ITKC_PH_1300A_0081,EVENT_CAT_00023,비빈,비빈
ITKC_PH_1305A_0303,EVENT_CAT_00024,사가독서,사가독서
ITKC_PH_1305A_0301,EVENT_CAT_00006,과거,과거
ITKC_PH_1305A_0302,EVENT_CAT_00006,과거,과거
ITKC_PH_1305A_0329,EVENT_CAT_00006,과거,과거
ITKC_PH_1305A_0305,EVENT_CAT_00036,인물기타,인물기타
ITKC_PH_1305A_0304,EVENT_CAT_00017,문형,문형
ITKC_PH_1305A_0325,EVENT_CAT_00025,사화,사화
ITKC_PH_1305A_0330,EVENT_CAT_00022,붕당,붕당
ITKC_PH_1305A_0333,EVENT_CAT_00036,인물기타,인물기타
ITKC_PH_1305A_0334,EVENT_CAT_00006,과거,과거
