entity_id,entity_kind,display_name,normalized_search_text,entity_type,resolution_status,retrieval_eligible,anchor_eligible,multi_hop_eligible,source_node_kind,source_node_id,source_node_ids_json,source_node_kinds_json,source_member_count,merge_scope,context_anchor_id,context_direction,lifecycle_status,identity_confidence,source_support_count,graph_release_id
canonical:concept:02d10f48-6640-4cd0-a74d-f70e870eac06,CANONICAL,명경업,명경업,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:02d10f48-6640-4cd0-a74d-f70e870eac06,"[""canonical:concept:02d10f48-6640-4cd0-a74d-f70e870eac06""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:03b2b0c4-a923-4a82-a3b0-252ffda21098,CANONICAL,패자,패자,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:03b2b0c4-a923-4a82-a3b0-252ffda21098,"[""canonical:concept:03b2b0c4-a923-4a82-a3b0-252ffda21098""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0407f546-5478-4224-800c-a177ab6cda54,CANONICAL,공가,공가,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0407f546-5478-4224-800c-a177ab6cda54,"[""canonical:concept:0407f546-5478-4224-800c-a177ab6cda54""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0545c4eb-e2ef-4bd2-8e17-9daf4b411eca,CANONICAL,신석기 시대,신석기시대,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0545c4eb-e2ef-4bd2-8e17-9daf4b411eca,"[""canonical:concept:0545c4eb-e2ef-4bd2-8e17-9daf4b411eca""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:054b9afb-3ad7-4b2b-a310-0cb5d096c9bc,CANONICAL,해동 천태종,해동천태종,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:054b9afb-3ad7-4b2b-a310-0cb5d096c9bc,"[""canonical:concept:054b9afb-3ad7-4b2b-a310-0cb5d096c9bc""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:054bcebc-a710-4d4b-956b-0e61b3103bb1,CANONICAL,대통령 중심제,대통령중심제,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:054bcebc-a710-4d4b-956b-0e61b3103bb1,"[""canonical:concept:054bcebc-a710-4d4b-956b-0e61b3103bb1""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:05abdcf1-301f-4ae6-825f-c26e5031453d,CANONICAL,반공,반공,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:05abdcf1-301f-4ae6-825f-c26e5031453d,"[""canonical:concept:05abdcf1-301f-4ae6-825f-c26e5031453d""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0611b988-cc18-46ba-8ae7-ef7a7142d451,CANONICAL,조선관세령,조선관세령,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0611b988-cc18-46ba-8ae7-ef7a7142d451,"[""canonical:concept:0611b988-cc18-46ba-8ae7-ef7a7142d451""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0655a720-74ed-4a34-a0bd-652dd562e896,CANONICAL,과거,과거,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0655a720-74ed-4a34-a0bd-652dd562e896,"[""canonical:concept:0655a720-74ed-4a34-a0bd-652dd562e896""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:06593b0a-3933-4dde-a513-0f7bbce99459,CANONICAL,산원,산원,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:06593b0a-3933-4dde-a513-0f7bbce99459,"[""canonical:concept:06593b0a-3933-4dde-a513-0f7bbce99459""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:067fb561-c0c7-412e-b64b-4b3fa0b1947f,CANONICAL,수신사,수신사,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:067fb561-c0c7-412e-b64b-4b3fa0b1947f,"[""canonical:concept:067fb561-c0c7-412e-b64b-4b3fa0b1947f""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0685c274-38db-4ffd-a162-b305bf0ff857,CANONICAL,강상죄,강상죄,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0685c274-38db-4ffd-a162-b305bf0ff857,"[""canonical:concept:0685c274-38db-4ffd-a162-b305bf0ff857""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:068839ac-b590-4518-a92f-ac67a1c1d7a3,CANONICAL,유학,유학,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:068839ac-b590-4518-a92f-ac67a1c1d7a3,"[""canonical:concept:068839ac-b590-4518-a92f-ac67a1c1d7a3""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:06cd088a-7995-4605-a9fe-16927fc92ebe,CANONICAL,권문세족,권문세족,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:06cd088a-7995-4605-a9fe-16927fc92ebe,"[""canonical:concept:06cd088a-7995-4605-a9fe-16927fc92ebe""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:06d010e6-b98e-4ba4-9453-604492e3c0d4,CANONICAL,수찬관,수찬관,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:06d010e6-b98e-4ba4-9453-604492e3c0d4,"[""canonical:concept:06d010e6-b98e-4ba4-9453-604492e3c0d4""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:06d61689-0bcc-41d1-8f72-02f565c4dd14,CANONICAL,둔전,둔전,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:06d61689-0bcc-41d1-8f72-02f565c4dd14,"[""canonical:concept:06d61689-0bcc-41d1-8f72-02f565c4dd14""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:071e1b7d-e356-4637-b934-ce2f3851d804,CANONICAL,태복경,태복경,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:071e1b7d-e356-4637-b934-ce2f3851d804,"[""canonical:concept:071e1b7d-e356-4637-b934-ce2f3851d804""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:07868e1a-2286-4299-bbb5-465c85bcf55e,CANONICAL,직전,직전,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:07868e1a-2286-4299-bbb5-465c85bcf55e,"[""canonical:concept:07868e1a-2286-4299-bbb5-465c85bcf55e""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0788e703-b059-4ad8-9c60-0634d05f98a8,CANONICAL,대왕대비,대왕대비,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0788e703-b059-4ad8-9c60-0634d05f98a8,"[""canonical:concept:0788e703-b059-4ad8-9c60-0634d05f98a8""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0799cbd1-417f-48de-8fb6-2bdc436ecbb9,CANONICAL,문체반정,문체반정,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0799cbd1-417f-48de-8fb6-2bdc436ecbb9,"[""canonical:concept:0799cbd1-417f-48de-8fb6-2bdc436ecbb9""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:07cdc9b6-e5c0-4d61-9f6b-48ff8121c244,CANONICAL,부사,부사,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:07cdc9b6-e5c0-4d61-9f6b-48ff8121c244,"[""canonical:concept:07cdc9b6-e5c0-4d61-9f6b-48ff8121c244""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:07ecc92b-6e07-453b-b694-93775201fdd4,CANONICAL,경제 개발 5개년 계획,경제개발5개년계획,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:07ecc92b-6e07-453b-b694-93775201fdd4,"[""canonical:concept:07ecc92b-6e07-453b-b694-93775201fdd4""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:084ab4d7-0e0f-4022-91ad-57e4521ff623,CANONICAL,대통령 직선제,대통령직선제,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:084ab4d7-0e0f-4022-91ad-57e4521ff623,"[""canonical:concept:084ab4d7-0e0f-4022-91ad-57e4521ff623""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:08611a82-41d2-441b-b4f1-37a01cb25d74,CANONICAL,부호장,부호장,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:08611a82-41d2-441b-b4f1-37a01cb25d74,"[""canonical:concept:08611a82-41d2-441b-b4f1-37a01cb25d74""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:086afae7-d31c-4b9c-9a92-6f13bf8b110a,CANONICAL,공노비,공노비,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:086afae7-d31c-4b9c-9a92-6f13bf8b110a,"[""canonical:concept:086afae7-d31c-4b9c-9a92-6f13bf8b110a""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0878b00b-ac6f-47f8-9f57-4264363259f3,CANONICAL,경운,경운,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0878b00b-ac6f-47f8-9f57-4264363259f3,"[""canonical:concept:0878b00b-ac6f-47f8-9f57-4264363259f3""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:08abc931-3b43-41d2-9d19-e32cf4cf02b9,CANONICAL,풍수지리설,풍수지리설,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:08abc931-3b43-41d2-9d19-e32cf4cf02b9,"[""canonical:concept:08abc931-3b43-41d2-9d19-e32cf4cf02b9""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:08f3897d-ab45-4f18-84e8-e1fd494bf094,CANONICAL,무천,무천,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:08f3897d-ab45-4f18-84e8-e1fd494bf094,"[""canonical:concept:08f3897d-ab45-4f18-84e8-e1fd494bf094""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:09c9c010-73ab-4165-bbaa-8f2b5eea0d49,CANONICAL,부사,부사,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:09c9c010-73ab-4165-bbaa-8f2b5eea0d49,"[""canonical:concept:09c9c010-73ab-4165-bbaa-8f2b5eea0d49""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0a371920-b095-4f58-8370-e8accee5a467,CANONICAL,읍차,읍차,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0a371920-b095-4f58-8370-e8accee5a467,"[""canonical:concept:0a371920-b095-4f58-8370-e8accee5a467""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0a7fb729-c1b4-447a-babe-963463326430,CANONICAL,사상의학,사상의학,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0a7fb729-c1b4-447a-babe-963463326430,"[""canonical:concept:0a7fb729-c1b4-447a-babe-963463326430""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0b03038e-4ebe-44ca-a10b-703497374001,CANONICAL,향임,향임,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0b03038e-4ebe-44ca-a10b-703497374001,"[""canonical:concept:0b03038e-4ebe-44ca-a10b-703497374001""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0b44ba98-44b5-4ea8-aee3-cf5fd28fb959,CANONICAL,구가,구가,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0b44ba98-44b5-4ea8-aee3-cf5fd28fb959,"[""canonical:concept:0b44ba98-44b5-4ea8-aee3-cf5fd28fb959""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0b6daa3d-b025-465a-b6a9-5555d8a1b201,CANONICAL,정당문학,정당문학,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0b6daa3d-b025-465a-b6a9-5555d8a1b201,"[""canonical:concept:0b6daa3d-b025-465a-b6a9-5555d8a1b201""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0bc832d2-dc03-4005-98a2-1ce308d68e1e,CANONICAL,건원,건원,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0bc832d2-dc03-4005-98a2-1ce308d68e1e,"[""canonical:concept:0bc832d2-dc03-4005-98a2-1ce308d68e1e""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0be1a8a6-e0a9-426a-b77d-34cb58124f25,CANONICAL,이조 전랑,이조전랑,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0be1a8a6-e0a9-426a-b77d-34cb58124f25,"[""canonical:concept:0be1a8a6-e0a9-426a-b77d-34cb58124f25""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0bf65c28-4b37-48fd-8c7b-4633ef8a6059,CANONICAL,단발령,단발령,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0bf65c28-4b37-48fd-8c7b-4633ef8a6059,"[""canonical:concept:0bf65c28-4b37-48fd-8c7b-4633ef8a6059""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0c53881f-d0eb-4d88-ba11-de103a238356,CANONICAL,명경과,명경과,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0c53881f-d0eb-4d88-ba11-de103a238356,"[""canonical:concept:0c53881f-d0eb-4d88-ba11-de103a238356""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0ceb5480-41d7-44c3-bf89-62319b2f6c29,CANONICAL,화폐 정리 사업,화폐정리사업,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0ceb5480-41d7-44c3-bf89-62319b2f6c29,"[""canonical:concept:0ceb5480-41d7-44c3-bf89-62319b2f6c29""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0cf39a51-c68c-44fc-aa26-8e6da7e777a5,CANONICAL,포장,포장,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0cf39a51-c68c-44fc-aa26-8e6da7e777a5,"[""canonical:concept:0cf39a51-c68c-44fc-aa26-8e6da7e777a5""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0e0a0320-bab4-458c-a48e-625a8c21eaf7,CANONICAL,영고,영고,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0e0a0320-bab4-458c-a48e-625a8c21eaf7,"[""canonical:concept:0e0a0320-bab4-458c-a48e-625a8c21eaf7""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0e138c0b-01d3-4886-a57f-8fb56ebe89a4,CANONICAL,복업,복업,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0e138c0b-01d3-4886-a57f-8fb56ebe89a4,"[""canonical:concept:0e138c0b-01d3-4886-a57f-8fb56ebe89a4""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0f37751d-d1f4-4980-8715-b2608d8b5df4,CANONICAL,천희,천희,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0f37751d-d1f4-4980-8715-b2608d8b5df4,"[""canonical:concept:0f37751d-d1f4-4980-8715-b2608d8b5df4""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0f545ee8-fbb5-4ea7-90f6-0a886a74a022,CANONICAL,연분9등법,연분9등법,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0f545ee8-fbb5-4ea7-90f6-0a886a74a022,"[""canonical:concept:0f545ee8-fbb5-4ea7-90f6-0a886a74a022""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0f5afbf2-9595-462e-bc1b-e162e879d3d8,CANONICAL,조계,조계,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0f5afbf2-9595-462e-bc1b-e162e879d3d8,"[""canonical:concept:0f5afbf2-9595-462e-bc1b-e162e879d3d8""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0f886836-cded-4a87-ab27-e19438f9ebfc,CANONICAL,대공수미법,대공수미법,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0f886836-cded-4a87-ab27-e19438f9ebfc,"[""canonical:concept:0f886836-cded-4a87-ab27-e19438f9ebfc""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,3,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:0fc081a5-2aa4-45a5-bbee-30042f2b7cba,CANONICAL,단오,단오,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:0fc081a5-2aa4-45a5-bbee-30042f2b7cba,"[""canonical:concept:0fc081a5-2aa4-45a5-bbee-30042f2b7cba""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:1005e24f-48a7-40a3-9ea5-1a1db49390b2,CANONICAL,천통,천통,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:1005e24f-48a7-40a3-9ea5-1a1db49390b2,"[""canonical:concept:1005e24f-48a7-40a3-9ea5-1a1db49390b2""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:100665c8-2475-4b2d-b764-6b36ad9b246d,CANONICAL,객주,객주,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:100665c8-2475-4b2d-b764-6b36ad9b246d,"[""canonical:concept:100665c8-2475-4b2d-b764-6b36ad9b246d""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:100a329a-a13e-4114-b230-e84182c0b36b,CANONICAL,부관참시,부관참시,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:100a329a-a13e-4114-b230-e84182c0b36b,"[""canonical:concept:100a329a-a13e-4114-b230-e84182c0b36b""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:10411b4f-2433-4b36-ac95-84e404ead810,CANONICAL,서당 규칙,서당규칙,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:10411b4f-2433-4b36-ac95-84e404ead810,"[""canonical:concept:10411b4f-2433-4b36-ac95-84e404ead810""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:10686979-5c6c-4904-bd80-43b37de4cfab,CANONICAL,동북면 병마사,동북면병마사,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:10686979-5c6c-4904-bd80-43b37de4cfab,"[""canonical:concept:10686979-5c6c-4904-bd80-43b37de4cfab""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:1068e6f1-3b4b-4244-a4a8-e15a5b7e1e2a,CANONICAL,계엄,계엄,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:1068e6f1-3b4b-4244-a4a8-e15a5b7e1e2a,"[""canonical:concept:1068e6f1-3b4b-4244-a4a8-e15a5b7e1e2a""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:117657fa-69fb-43f9-93df-3dfdfbcd4635,CANONICAL,건원,건원,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:117657fa-69fb-43f9-93df-3dfdfbcd4635,"[""canonical:concept:117657fa-69fb-43f9-93df-3dfdfbcd4635""]","[""CANONICAL""]",1,NONE,,,ACTIVE,SOURCE_BACKED,1,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:11b3b48f-27c8-4ea1-9f31-78db316bb54a,CANONICAL,방호별감,방호별감,Concept,RESOLVED,true,true,true,CANONICAL,canonical:concept:11b3b48f-27c8-4ea1-9f31-78db316bb54a,"[""canonical:concept:11b3b48f-27c8-4ea1-9f31-78db316bb54a""]","[""CANONICAL""]",1,NONE,,,ACTIVE,CORROBORATED,2,korean-history-fact-graph-2026-07-27-contextual-v1
