exam_term_id,canonical_id,match_status,method,version,term_decision_id,graph_release_id
exam-term:74c6083c8b3a739105cc,canonical:person:c876f7df-310a-431c-9e54-c01c2a67cbe9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:263fc3b38baea9bdd413,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c1ef08ab51b70e08ddfc,canonical:person:59d7744f-6e3b-4488-88e5-0fc93c37745b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1a14b85ddd5db68ae393,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:cb548b2ff1191ea5d881,canonical:person:ac1bc0b8-720a-47c0-a07e-50cae1e245ae,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5f0a2e1ce882bd41d19a,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:9dd65b10fe555540a192,canonical:event:ae2969d3-a54e-4b98-9741-35306f8baa9a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8574a29b6e9b1c9f32be,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c1c2a4ef11fd9fe2c53f,canonical:person:d3c6a54f-a4e1-46d1-8761-28d834ebc319,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a99e2d8174c2d7b34eed,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:62f61eae0d79f3c69b43,canonical:person:1e70efae-523e-491b-a04a-bf3339c94a3e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5ee2892418a6bc0f0ed9,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5afec029c6f255bf034a,canonical:person:ae3c6bfc-dd82-4747-9b16-963494fe6670,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:751a0079c84bf02168ac,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:28d34032295759574d8c,canonical:person:ebe26ba8-c8a0-4996-b666-6bc98aa058fe,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:12e06bee86dce13e6ba3,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:52549bff4935e30a6270,canonical:work:7290ebc2-f750-4713-873d-76fe4b604e83,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:69055d2dc330edae3096,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:fe1841ec44de9e560b89,canonical:person:ee9ad2ae-2cf7-4df8-b2bc-f573987a9655,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1e3223819fdaab507de6,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d166177ef17f6884c663,canonical:person:dc57f109-bd0e-486a-9fe7-6d7b1ad0ecb2,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:691eae33586798212521,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:ea8b0c3615a8f6c794a8,canonical:person:723394d2-4a60-4138-8434-f4fd33235392,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:80cf6f96787a1ee05fc4,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:6ca428f7229421e307d3,canonical:organization:be45b6c8-be0a-4aad-85a0-eb490cbf3cba,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d93fc39443f945a2b181,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:37094972ad237b3cb8b0,canonical:person:5917b814-1408-4999-8717-5d07dc4887c6,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f19bf20f2050870e7e7b,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:02e59f5f1ac14425d6a8,canonical:person:289efb5b-cb04-467c-a036-2528628ec88e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2a64054d0b80cefc64a6,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:6c20f74dd0eb0b6c37b2,canonical:person:33c4e8c6-aa05-43d3-9c47-f3faf8e44fc3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5af00f11a313e67db5c1,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:982c089bc211673d2641,canonical:person:09bac066-5015-46c5-809c-193639f48e84,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:55f9ee24481176694dfc,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d1a92cc448976014b009,canonical:person:dae78d9d-f28e-4a0c-b176-9bc97cc69341,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1c69c797cab4a02a88a2,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:cddb7056232e3055cb7e,canonical:person:ce33f1b8-018a-4e83-b7f9-fcffdc58acd3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:93928513240dfa311e4c,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:dc4c89e670faaf1ba8c7,canonical:person:06862f31-cf65-42ef-aee0-8dba7f58cfb0,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f59f9ebfbdf08ab50976,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:f3501b1e1f9145d60b25,canonical:person:c40fbd01-ccc9-4e26-8076-b9d09f0f7161,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e829a95561e031d04057,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3048a215fa1dbba07792,canonical:organization:3a26bc0e-0a44-4ccb-85c2-f44305843522,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3af02bf0d49c249de789,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:53bc44b8c2680309bccf,canonical:person:09266830-9ea0-4764-93b2-01a753cedae4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:075403dc2650163c2b82,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e4872ae5dc571f6a118b,canonical:person:8343d3a4-2864-4aef-9bf2-a0c5314a4415,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:efd63d5328011ddf57ef,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:6d8ccbcdb30074af2214,canonical:person:72ef2a8f-dca0-428c-9020-58b8a5387da9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c54828eb0fa50cfd5bed,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:fa007a65ccf687dcfb93,canonical:person:6c43ef28-6e1c-4b00-b38a-7c358c4c80f5,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:25f93b3bfdf39dd94299,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3c248ca249af5363b5ac,canonical:person:ce2d53e1-eef7-4a4f-be37-9a1cd7cf1473,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b9fcb29c4a6c4550df79,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5bbc3b9254e543635c31,canonical:person:fae68d91-c67e-41a8-836b-f66ced902251,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:baec1bc14ad4d435586d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:59ab4b6cd572df811fe6,canonical:person:8064a8d8-fa15-47ef-9502-438c5c32c664,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:42ad508deea5e476efe5,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c154c07eb3ff5e38d517,canonical:person:63f9e39e-f5a8-47f2-b27d-289afaba6f7b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b84ad4cd4ab794ade33a,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:7548cfb18c864a0b2804,canonical:person:338558b2-3935-4fb5-92e1-afaaa0610546,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:42595e7e442f5cc89f76,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:b6bcc8ecad4f73a79695,canonical:concept:47884cd3-9ae6-4991-948e-18908870b069,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:218151c75604a24602b7,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:1ad3709c8e8a41f045a7,canonical:person:eadce061-7391-4751-ac47-7ddadf9b1b50,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a9580fda315676c4d2cb,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:8866b4cf2f038cee23a8,canonical:person:8f8b7699-9103-4d43-a585-2d9284950308,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:0eb1c10aabde403f411c,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:59c497c1cf7801dbf7cd,canonical:person:1e3262b1-fec1-457b-a221-32eecdb95519,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8037ba55f8c3036cebdd,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c5d4a393fe60f528eb0a,canonical:person:31f8c879-8873-4d64-950b-6d06637f45dd,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a5ecb38413cc0ca89554,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:bbc0e5eccd6379385949,canonical:person:4c6722cb-3212-46e0-a2b3-1a22896666b8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:78419f8cf0c789fa6309,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:198479dc7678e89573b6,canonical:person:04c916a6-5642-4b14-9ba2-24c8c3c34168,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3453af51a2748ae8de31,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:462cb14cc4e7f0d50a5e,canonical:person:a1d16849-20a1-4228-981d-4e74ee04fdec,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b8062d600c1dbc9c1542,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:7667796aae22ac04d7cf,canonical:person:fa366433-da2c-4ac9-a0a5-6f97e5c3371b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a4bc7d64dacac4df2380,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:980b73807f57a346518c,canonical:person:6d5fc8b6-c840-4e84-96b1-a50d97caa4e0,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c599aa864ecce540be38,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:de43acc6ccacc72c8bd5,canonical:person:56f992d4-1f00-4350-9e23-ca5562c54844,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2ddcf05ad23e1961c951,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e6a4a5e1da1d3f7a46e8,canonical:person:cae1f649-7c52-42f7-8243-558cb6646124,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:66e31dc56bd3a120b956,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:88edcc5d855c01d6f9c3,canonical:person:f57c2cbd-1f2b-49c7-a853-850a7a2ee0d4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:bf8f387f1cfd1c4ae61c,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5f0789ebc04aea55908e,canonical:person:3df83d0e-a33e-4953-ab91-fa42388107fe,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5eac375a18d81faa5028,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:b9015903d0c70adfbfa4,canonical:person:090fe130-33ea-445e-8b5c-e3f22f986f86,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f120ab227fe791a3e134,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c98b49a10aec1c04d3bd,canonical:person:bfbdfb61-26d3-45df-8811-bba1d32f103b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d04b03baa34b09123813,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:cfac90ffd21cc36e3aa6,canonical:person:4af8fe04-dfce-4d22-8e40-338ab72488ba,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:000737459fc8d44ca516,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:dff578e5e9c81ea35cc7,canonical:person:83737737-5af2-49d0-9675-45f9103a7138,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:880fed2249cda30fa26e,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:bdb0bb9bd74f16ea15f1,canonical:event:f5633f37-7977-406b-92fe-8ff74923559d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:da3970a282d6f668dfaf,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:31d9f56b49f97409a67d,canonical:person:29baab19-33a2-46d6-b30f-d8659e513bd6,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:174b1e0be7638896a54d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:6c642cbc66f7978c353e,canonical:person:3200181d-f0e4-4680-8dcc-23ab89863d9b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:bcdb48c0496cdff9cfb9,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:b5842fb7c04b2bb3146a,canonical:person:9bd3dfc9-509f-45cf-8b9e-b3bc09e6394a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2f1a8de8974999a293c3,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:f1f5e1e94ebbf832977d,canonical:person:e871563b-e7ff-4dc2-9548-51e9efe2526d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f45b4bb3e6121fb55df2,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:4c09a4897775217691fc,canonical:person:52d93d6e-fb11-49ed-a4a4-aa781488fa53,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d02809eadeb06f783d2d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:4b4170cc60e8a9900015,canonical:person:4cf338ac-2c1e-4888-a678-100b240ec776,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b5c22478c101c56e177d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:88c5a51754803a50af03,canonical:person:f316cee7-e302-486a-a455-3e3b17a8d012,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:21a35d6a719fafe5ea04,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:00f4f1d05f74132cd3b2,canonical:person:c68fbeb5-ffa7-40aa-8285-46e1c7d17e8b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:01e1a7234c7c6d0c137f,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:0dda4fe5d17016ce4bcd,canonical:person:68f17285-aa00-4842-9cfe-c1fcdd4e8101,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8f58ea9f7f196cffb704,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d4ae9173a628bf9577ed,canonical:person:5d026bc0-0693-41ae-b958-6081ed90c8a5,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5fe66346356dc5c283cc,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d01621ec4624cade0ffd,canonical:person:6f3ae18a-f1a4-4a9f-acaa-ae31f14308ad,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:be9eb49306501e5b5514,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e5ecbdbddfa6f2bf3665,canonical:person:723dae4d-5098-4cd9-afa4-62dbbdf7f082,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5e9e3a48c19cdbb96b95,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:dfd2555ec14c8530bd6f,canonical:person:d170152c-59e7-45d3-8ff0-cc7e99bdf839,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:067d8980e7d22ed5d845,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:10c8cae07290d2261ba3,canonical:event:353efaeb-26c6-491b-b6ef-fc9c275e7223,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e4ab5aa41ac0598ad684,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e94baa3f05f6d890b4de,canonical:person:82700cdc-e3ec-4a64-80b6-80f2ae4bfaf9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7762da01bb1159f79d2d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:0fdf21e3dc8f69808a53,canonical:person:a4bcac04-b73a-46b3-b32e-ee2cf3030861,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f3c93c4422a02015bd89,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c6c31c8ba92553a46f24,canonical:person:57cc8099-7f7c-4db6-876f-4eac3579132b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:8293f9d045a9ba53aac3,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:9a19d8132e28c8b24201,canonical:person:b44dfd50-6e04-498d-ad1c-386a71d1a042,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:283b95913ef4d3e6c586,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:73d71c66f76f63fedee7,canonical:person:0fc4b688-d03e-44cc-a4cf-fc91247ee830,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:03c2c6ca01d9f44cbf14,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:77b8467061c39e517c92,canonical:person:c9c9f0d4-ef04-4327-8bfc-55d1aed67da5,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d12e9892d0df4b73f4a5,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:21ac9a81f9f2c47e56a7,canonical:person:c3186dde-24a4-4746-b8df-e002393462d8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a2e31693ba43e237c939,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:f8fe5992593e8936ed55,canonical:person:f5f7822c-8f93-406d-8881-9a58a1a08484,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:01ead279485a7679b4f1,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e932598f191d3af9165c,canonical:concept:46f7dd63-b55a-4a5c-99c1-320153bc8866,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:58a57f613943cb336c94,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5dc453a1e1277d74fc06,canonical:person:6fc67027-2463-4d5b-9447-cb86dbe464d3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1cfd7e58ee286186af5a,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3fafb8b53356866bb072,canonical:person:2cfd8426-9153-427a-9ad7-e4a6fbd75fef,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d73bab54b3734b6840d3,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5a7d1db3e678a2ad7130,canonical:person:8b7e7af7-bcef-45a2-b401-b7b35dab785b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:39ace43cb500940e0b3b,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:f8d09b86a50a08f6cdf3,canonical:person:3099eb7a-86ef-41c6-af55-494b85e606d2,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:653f2b677c50455cb7f8,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:0bb7d13130621fb42368,canonical:person:fbeafb18-797f-4eb9-bb6e-418ce3590765,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:6fb6a3608c6cf50aff87,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:a0a1618a8f15baf5e93d,canonical:person:a2094dc5-ff8a-4ed6-a30d-50c4f1a6b014,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b30d3d88d8fa4ab67f10,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:cc6b85de9b2c99ca8a7a,canonical:person:11927dfd-525d-4743-aa6e-8ae5d2328315,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:10980f1166fb9a0d9bad,korean-history-fact-graph-2026-07-28-contextual-v7
