term_name,term_ch,term_year,term_times,term_lk,term_desc
극동인민대표대회,極東人民大表大會,1922,일제시기,사회운동·독립운동>독립운동>사회주의운동(독립),1922년 1-2월 모스크바에서 열린 코민테른 국제대회. 아시아의 피압박민족문제를 토의하여 레닌의 '민족·식민지문제에 대한 테제'를 수용.
코민테른,Comintern,1919-1943,현대,외교·국제관계>국제기구,공산주의 인터내셔널(Communist International)의 약칭. 전세계 노동자들의 국제적 조직.
방리군,坊里軍,?-?,고려시대,국방·군사>군>특수군,고려시대 개경의 방위를 목적으로 편제된 일종의 민병(民兵).
흑도회,黑濤會,1921,일제시기,사회운동·독립운동>독립운동>사회주의운동(독립),1921년 5월 일본에서 조직된 재일 조선인 최초의 사회주의 단체.
내취라치,內吹螺赤,?-?,조선시대,국방·군사>군>특수군,"조선시대 왕궁 내에서 잔치, 어가행렬, 군대행진 등의 일이 있을 때 소라[螺]를 불던 군사."
조선공산당만주총국,朝鮮共産黨滿洲總局,1926-1930,일제시기,사회운동·독립운동>사회운동>사회주의운동(사회)>>사회운동·독립운동>독립운동>사회주의운동(독립),1926년 조직된 만주의 조선공산당 국외조직.
반사,頒赦,?-?,통시대,정치·행정·법제>사법>사법제도,"경축할 만한 일, 재해, 천변, 병난 등이 있을 때 백성을 위로하기 위해 임금이 사면령을 반포하는 것."
고려공산청년회만주총국,高麗共産靑年會滿洲總局,1926-?,일제시기,사회운동·독립운동>독립운동>사회주의운동(독립),1926년 만주에서 조직된 고려공산청년회 국외조직.
신의주사건,新義州事件,1925,일제시기,사회운동·독립운동>독립운동>사회주의운동(독립),1925년 신의주에서 발생한 신만청년회 폭행사건이 발단이 된 조선공산당 검거사건.
취라치,吹螺赤,?-?,조선시대,국방·군사>군>특수군,"조선시대 전투병(戰鬪兵)의 성격을 지닌, 군중(軍中)에서 나각(螺角)을 부는 군사."
방생소,放生所,?-?,통시대,전통사상·종교>불교>불교관련사건·행사,불교의 살생을 금하는 계율에 따라 물고기나 자라 등을 강물 등에 풀어놓아 주는 방생을 행한 장소.
취각인,吹角人,?-?,조선시대,국방·군사>군>특수군,조선시대 군중(軍中)에서 각(角)을 부는 사람.
방수,房宿,?-?,통시대,학술·과학기술>자연과학,마신(馬神)을 맡았다고 하는 28수(宿)의 하나. 동쪽에 있는 네 번째 별로 4개의 별로 이루어짐.
조선공산당재건운동,朝鮮共産黨再健運動,1925-1928,일제시기,사회운동·독립운동>사회운동>사회주의운동(사회),"1925년 11월 신의주사건으로 제1차 조선공산당이 무너진 뒤, 25년 12월부터 28년 10월까지 3차례에 걸쳐 전개된 당 재건운동."
내지표신,內旨標信,?-?,조선시대,국방·군사>군수품>표신,조선시대 군국(軍國)의 긴급 사태에 관계되는 일이 발생하여 왕과 왕세자가 모두 서울을 떠나 있을 때 대비(大妃)나 왕비(王妃)가 궁중에서 사용하는 표신.
방진,方陣,?-?,통시대,국방·군사>전략·전술,진법(陣法) 중 하나로 군진(軍陣)을 방형 즉 사각형으로 치는 것.
교과서편찬연구위원회,敎科書編纂硏究委員會,1945-?,현대,교육>교육기구·단체,1945년 해방후 교과서 편찬을 위해 조선학술원(朝鮮學術院) 등이 참가해 결성한 조직.
방진,方陣,?-?,조선시대,문화·예술>종합예술,조선시대 종묘제향악에 쓰이는 정대업지무(定大業之舞)의 한 진형(陣形).
교육계획전국위원회,敎育計劃全國委員會,1945-?,현대,교육>교육기구·단체,미군정청에 조직되었던 교육관련 기구.
인창학교,仁昌學校,1899,근대,교육>근대교육기관>초등교육기관,1899년 1월 박준채(朴準彩)가 서울에 설립하였던 사립초등교육기관.
광성학교,廣成學校,1900,근대,교육>근대교육기관>초등교육기관,1900년 8월에 오봉환(吳鳳煥)이 서울에 설립하였던 사립초등교육기관.
장훈학교,長薰學校,1907,근대,교육>근대교육기관>초등교육기관,1907년 3월 4일 김득련(金得鍊)이 서울에 설립하였던 사립초등교육기관.
교육대책연구위원회,敎育對策硏究委員會,1946-?,현대,교육>교육기구·단체,민주주의민족전선(民主主義民族戰線)에 설치된 교육관련 기구.
교육혁신동맹,敎育革新同盟,1945,현대,교육>교육기구·단체,해방후 결성된 교육관련 조직.
교육회,敎育會,1946,현대,교육>교육기구·단체,미군정기 서울시 등 각 시에 설치된 교육관련 기구.
여자보학원,女子普學院,1907,근대,교육>근대교육기관>특수교육기관,1907년 2월에 여자교육회(女子敎育會) 부속으로 임청하(任淸河)가 설립한 사립초등교육기관.
추방,追放,?-?,통시대,정치·행정·법제>인사,일정 지역의 밖으로 또는 관직이나 어떤 지위에서 쫓아냄.
교통노조공동투쟁위원회,交通勞組共同鬪爭委員會,1947,현대,사회운동·독립운동>사회운동>노동운동,1947년 3.22총파업 당시 전평(全評) 산하에 설치된 조직.
여자보학원유지회,女子普學院維指會,1908,근대,교육>교육기구·단체,1908년 5월 19일에 윤치오(尹致旿)의 집에서 여자보학원을 여학교로 만들기 위해 만든 모임.
방택,方澤,1031-?,고려시대-조선전기,사회·생활>풍속·의례>국가의례,고려-조선시대 토지신인 지지(地祗)에 대해 제사지내는 정방형의 지단(地壇).
교통정책위원회,交通政策委員會,1946,현대,경제·산업>경제단체·기구>경제기구,1946년 한국독립당(韓國獨立黨) 산하에 조직된 교통관련 기구.
정경학교,貞慶學校,1899,근대,교육>근대교육기관>초등교육기관,1899년 11월 15일 서병길(徐丙吉)이 서울에 설립하였던 사립초등교육기관.
보흥학교,普興學校,1901,근대,교육>근대교육기관>초등교육기관,1901년 3월 15일에 유성준(兪星濬)이 서울에 설립하였던 사립초등교육기관.
구국대책위원회,救國對策委員會,1947,현대,정치·행정·법제>정치>정치조직·단체,1947년 여운형(呂運亨) 암살을 계기로 좌파계열에서 결성한 조직.
구국단,救國團,?-?,현대,정치·행정·법제>정치>정치조직·단체,미군정기에 조직된 좌파계열의 정치조직.
삼산학교,三山學校,1907,근대,교육>근대교육기관>초등교육기관,1907년에 김수형(金洙瑩)이 서울에 설립하였던 사립초등교육기관.
원구,圜丘,983-?,중세-근대,사회·생활>풍속·의례>국가의례,천자(天子)가 하늘에 제를 드리는 둥근 제단 또는 제사.
현성학교,玄成學校,1906,일제시기,교육>근대교육기관>초등교육기관,1906년 11월에 이두병(李斗秉)이 서울에 설립하였던 사립초등교육기관.
왕신학교,旺新學校,1904,근대,교육>근대교육기관>초등교육기관,1904년 10월 18일 홍태윤(洪泰潤)이 서울에 설립하였던 사립초등교육기관.
방호별감,防護別監,1236-?,고려후기,정치·행정·법제>인사,고려후기 지방의 산성 및 군비를 점검하기 위해 파견된 관직.
조선공화당,朝鮮共和黨,1945-1949,현대,정치·행정·법제>정치>정치조직·단체,해방 직후 김약수(金若水) 등이 주도하여 결성한 정당.
경성고아학교,京城孤兒學校,1908,근대,교육>근대교육기관>초등교육기관,1908년에 이우선(李愚璿)이 서울에 설립한 초등교육기관.
민중동맹,民衆同盟,1946-?,현대,정치·행정·법제>정치>정치조직·단체,1946년 김규식(金奎植)·원세훈(元世勳) 등이 주도하여 결성한 정치조직.
창동학교,彰東學校,1905,근대,교육>근대교육기관>초등교육기관,1905년 2월 15일에 서울에 이달회(李達會)가 설립하였던 사립초등교육기관.
구국동맹,救國同盟,1945,현대,정치·행정·법제>정치>정치조직·단체,1945년 신한민족당(新韓民族黨)에 참가한 우익계열의 정치조직.
신명학교,新明學校,1906,근대,교육>근대교육기관>초등교육기관,1906년 11월 26일 엄준원(嚴俊源)이 서울에 설립하였던 사립초등교육기관.
숭교학교,崇敎學校,1908,근대,교육>근대교육기관>초등교육기관,1908년에 김태훈(金泰薰)이 서울에 설립하였던 사립초등교육기관.
구국위원회,救國委員會,1945-?,현대,정치·행정·법제>정치>정치조직·단체,1945년 식량문제 등에 대처하기 위해 이승만(李承晩) 주도로 결성된 조직.
방호장군,防護將軍,?-?,고려시대,국방·군사>군직,고려시대 산성 등에서 외적에 대한 방어의 일을 총괄한 무관.
필운학교,弼雲學校,1908,근대,교육>근대교육기관>초등교육기관,1908년 9월 21일에 정창모(鄭暢模)가 서울에 설립하였던 사립초등교육기관.
한남학교,漢南學校,1906,근대,교육>근대교육기관>초등교육기관,1906년 2월 23일에 임명수(林明洙)가 서울에 설립하였던 사립초등교육기관.
구국청년동지회,救國靑年同志會,?-?,현대,사회운동·독립운동>사회운동>청년운동,해방공간에 조직되었던 우익 계열의 청년단체.
마포보성학교,麻浦普成學校,1907,근대,교육>근대교육기관>초등교육기관,1907년 1월 22일 이종호(李鍾浩)가 서울에 설립한 사립초등교육기관.
구국투쟁위원회,救國鬪爭委員會,1948-?,현대,외교·국제관계>북한>정치·행정·법제(북한),정부수립 이후 평양에서 조직된  좌파계열 조직.
장통학교,長通學校,1909,근대,교육>근대교육기관>초등교육기관,1909년 6월 14일 이근홍(李根洪)이 서울에 설립하였던 사립초등교육기관.
배알,拜謁,?-?,통시대,사회·생활>풍속·의례>국가의례>>사회·생활>풍속·의례>가정의례,"높은 어른을 찾아가 뵙거나 왕릉, 종묘 등을 찾아가 예를 갖추어 인사함."
구왕궁미술관,舊王宮美術館,?-?,근대-현대,문화·예술>문화시설,조선왕조가 한일합방 이후 세운 미술관.
구왕궁,舊王宮,1945-?,현대,역사일반>왕호,1945년 해방 이후 이왕직(李王職)을 대신해 조선왕조를 부르게 된 명칭.
흥인학교,興仁學校,1907,근대,교육>근대교육기관>초등교육기관,1907년 7월 21일에 이인기(李仁基)가 서울에 설립하였던 사립초등교육기관.
구왕궁사무처,舊王宮事務處,1945-?,현대,정치·행정·법제>행정>중앙행정기구,해방후 구왕궁(舊王宮) 관련 사무를 처리하던 기구.
구제물자,救濟物資,1945-?,현대,경제·산업>경제법령·조치,해방 이후 미국의 원조로 들어온 물자.
보성소학교,普成小學校,1905,근대,교육>근대교육기관>초등교육기관,1905년 1월에 이종호(李鍾浩)가 서울에 설립한 사립초등교육기관.
형조원외랑,刑曹員外郞,1298-?,고려후기,정치·행정·법제>인사,고려후기 형조(刑曹)에 속한 정6품 관직.
형조정랑,刑曹正郞,1298-?,고려후기-조선시대,정치·행정·법제>인사,고려후기-조선시대 형조(刑曹)에 속한 정5품 관직.
강경공립공업학교,江景公立工業學校,1944-1946,근대-현대,교육>근대교육기관>중등교육기관,1944년 강경공립상업학교(江景公立商業學校)를 개편한 관립공업학교.
국방부,國防部,1948-?,현대,국방·군사>군사기구,국방에 관련된 군정 및 군령과 기타 군사에 관한 사무를 관장하는 중앙행정관서.
국악회,國樂會,1945-?,현대,문화·예술>문화기구·단체,1945년 국악장려를 위해 결성된 조직.
국어정화위원회,國語淨化委員會,1947-?,현대,교육>교육기구·단체,미군정기에 국어정화를 위해 설치한 조직.
국제연합군,國際聯合軍,1950-?,현대,국방·군사>전략·전술,6·25전쟁 당시 국제연합(國際聯合) 이름으로 참전한 군대.
국자,國字,1945-1946,현대,정치·행정·법제>법·법령,1945년 반탁운동(反託運動) 당시에 임시정부가 선포한 포고문.
국전,國展,1946-?,현대,문화·예술>문화행사,일제시기 조선미술전람회(朝鮮美術展覽會)를 이어 개최된 미술전람회.
국제극장,國際劇場,?-?,근대-현대,문화·예술>문화시설,서울에 소재한 극장.
국책연구회,國策硏究會,?-?,현대,정치·행정·법제>정치>정치조직·단체,미군정기에 결성된 정치조직.
국책회사,國策會社,?-?,현대,경제·산업>경제단체·기구>회사·기업,국가가 정책적으로 장려하고 지원하는 기업.
국철,國鐵,1945-?,현대,교통·통신>교통로,해방 이후 국립으로 운영된 철도.
국철노동조합,國鐵勞動祖合,1945-?,현대,사회운동·독립운동>사회운동>노동운동,미군정기 국립철도에 조직된 노동조합.
