term_name,term_ch,term_year,term_times,term_lk,term_desc
대안상회,大安商會,1887-?,개항기,경제·산업>경제단체·기구>회사·기업,1887년에 천안에서 상업을 목적으로 운영되었던 회사.
대동상회,大同商會,1883,개항기,경제·산업>경제단체·기구>회사·기업,1883년에 신기주(申基周)가 서울에서 운영하였던 매매 운송회사.
대흥상회,大興商會,1886-?,개항기,경제·산업>경제단체·기구>회사·기업,1886년 이병선(李丙善)이 인천에 설립하였던 상업회사.
부경환자,赴京宦者,?-?,조선시대,외교·국제관계>재외동포·단체,명 조정에 나아가 일하던 조선의 환관(宦官).
운검,雲劒,?-?,통시대,국방·군사>군수품>무기류,의장(儀仗)에 쓰이던 큰 검(劒).
봉증관,封贈官,?-?,조선시대,정치·행정·법제>인사,조선시대 자식의 관품(官品)에 따라 부모 및 조부모에게 추증하던 관품.
봉증옥관,封贈玉官,?-?,조선시대,정치·행정·법제>인사,장례 발인제(發靷祭)에서 영결을 고할 때 옥(玉)을 받들어 올리던 임시 관원.
패검,佩劒,,통시대,국방·군사>군수품>무기류,"칼을 참, 또는 그 칼."
복호미,復戶米,?-?,조선시대,재정·금융>재정>조세제도,조졸(漕卒)에게 지급한 복결(復結)에 대하여 물리는 쌀.
복주,覆奏,?-?,조선시대,정치·행정·법제>행정>행정제도,조선시대 다른 관청에서 올린 공문을 검토하여 임금에게 상주하는 일.
노동권업사,勞動勸業社,1906,근대,경제·산업>경제단체·기구>회사·기업,1906년 유진태(兪鎭泰)가 서울에 설립하였던 인부청부회사.
서북철도회사,西北鐵道會社,1899-?,근대,경제·산업>경제단체·기구>회사·기업,1899년 이용익(李容翊)이 서울에 설립하였던 철도회사.
격등,隔等,?-?,조선시대,정치·행정·법제>인사,조선시대 관등(官等) 즉 품계(品階)의 두 등급 이상의 차(次).
차등,差等,?-?,조선시대,정치·행정·법제>인사,조선시대 관등(官等) 즉 품계(品階)의 한 등급 차(次).
대동상회,大同商會,1905,근대,경제·산업>경제단체·기구>회사·기업,1905년에 민영환(閔泳煥)이 서울에 설립 청원하였던 상품 매매회사.
대구광문사,大邱廣文社,1906,근대,경제·산업>경제단체·기구>회사·기업,1906년 대구에서 서상돈(徐相敦)이 설립하였던 인쇄 출판회사.
흥업사,興業社,1910-?,근대,경제·산업>경제단체·기구>회사·기업,1910년 서울에 권중현(權重顯)이 설립하였던 운송회사.
고장,藁葬,?-?,통시대,사회·생활>풍속·의례>매장,가난하여 관을 마련하지 못하고 시신을 짚이나 거적으로 싸서 장사지내는 것.
직조회사,織造會社,1910-?,근대,경제·산업>경제단체·기구>회사·기업,1910년에 안주(安州)에서 임항재(任恒宰)가 운영하였던 직물회사.
곡장,曲墻,?-?,통시대,사회·생활>풍속·의례>매장,예장(禮葬)한 무덤 뒤의 주위로 쌓은 나지막한 담.
직조회사,織組會社,1910-?,근대,경제·산업>경제단체·기구>회사·기업,1910년에 오정근(吳正根)이 자본금 10원으로 발기(發起)하였던 직물회사.
악보,樂譜,?-?,고려시대-현대,문화·예술>음악,음악을 연주하는 음의 배열이나 기호를 적은 악보.
제지회사,製紙會社,1910-?,근대,경제·산업>경제단체·기구>회사·기업,1910년에 서울에서 민영소(閔泳韶)가 발기(發起)하였던 제지회사.
고한,辜限,?-?,고려시대-조선시대,정치·행정·법제>사법>사법제도,상해사건이 발생할 경우 맞은 자를 치료해 주고 상처가 다 나을 때까지 처벌을 보류하는 기간.
광문사,光文社,1910,근대,경제·산업>경제단체·기구>회사·기업,1910년에 평양에서 정익로(鄭益魯)가 운영하였던 인쇄회사.
고한,拷限,?-?,조선시대,정치·행정·법제>사법>사법제도,죄인을 고문하고 신문하는 기한.
보선회사,補船會社,1910-?,근대,경제·산업>경제단체·기구>회사·기업,1910년에 서울에서 이학재(李學宰)가 운영하였던 수세(收稅)회사.
고총,古塚,?-?,통시대,사회·생활>풍속·의례>매장,실전(失傳)하였거나 절손(絶孫)하여 사초(莎草)를 하지 못하고 묵은 무덤.
신복상회사,新福商會社,1890-?,개항기,경제·산업>경제단체·기구>회사·기업,1890년 부산에서 유정(劉貞)이 운영하였던 상업회사.
용부,庸夫,?-?,조선시대,사회·생활>신분·계급,조선시대 삯을 주고 고용하는 인부를 일컫는 말.
미상회사,米商會社,1900-?,근대,경제·산업>경제단체·기구>회사·기업,1900년 충청남도 홍성군 결성(結城)에서 운영되었던 상업회사.
고조,庫曹,?-995,고려전기,정치·행정·법제>행정>중앙행정기구,고려전기 병관(兵官)의 예속기관.
고험,考驗,?-?,조선시대,정치·행정·법제>행정>행정제도,자세히 고찰하고 조사하는 것을 말함.
공대,空代,?-?,조선시대,사회·생활>일상생활>주생활,가옥의 대지(垈地).
경성농공은행,京城農工銀行,1906,근대,재정·금융>화폐·금융>금융기관·단체,1906년에 경성(鏡城)에서 임원호(任原鎬)가 설립한 은행.
뇌물,賂物,?-?,통시대,정치·행정·법제>사법>범죄,직권(職權)을 이용하여 특별한 편의를 보아 달라는 뜻으로 주는 부정한 금품.
상선회사,商船會社,1899-?,근대,경제·산업>경제단체·기구>회사·기업,1899년에 서울에서 상업 및 수세 목적으로 운영되었던 회사.
상선회사,商船會社,1904-1904,근대,경제·산업>경제단체·기구>회사·기업,1904년에 양산(梁山)에서 이호영(李鎬榮)이 운영하였던 수세(收稅)회사.
고문,拷問,?-?,통시대,정치·행정·법제>사법>사법제도,피의자에게 여러가지 신체적 고통을 주어 강제로 자백하게 하는 일.
덕리회사,德利會社,1896-?,개항기,경제·산업>경제단체·기구>회사·기업,1896년 6월 원산(元山)에서 송윤하(宋允夏)가 설립하였던 수상운송회사.
동지밀직사사,同知密直司事,"1275-1356, 1362-1392",고려후기,정치·행정·법제>인사,고려후기 충렬왕 이래 설치된 밀직사(密直司)의 종2품 관직.
동지추밀원사,同知樞密院事,"1095-1275, 1356-1362",고려시대,정치·행정·법제>인사,고려시대 추밀원(樞密院)의 종2품 관직.
공신당,功臣堂,?-?,고려시대-조선시대,전통사상·종교>유교>유교관련시설,"공신의 공로를 기리고 명복을 빌기 위해 세운 집. 고려는 대부분 사찰에, 조선은 종묘에 위치함."
두타,頭陀,?-?,통시대,전통사상·종교>불교>불교종파·용어,범어(梵語) Dhuta의 한역(漢譯)으로 탁발(托鉢)하며 수행(修行)하는 승려.
공주궁,公主宮,?-?,고려시대-조선시대,사회·생활>일상생활>주생활,고려시대-조선시대 왕녀(王女)인 공주가 사는 궁.
둔,屯,?-?,통시대,국방·군사>군사방어시설,군대가 진을 치고 머무는 곳.
공첩,公牒,?-?,통시대,정치·행정·법제>행정>행정제도,관청에서 보내는 공문서(公文書).
관대,館待,?-?,고려시대-조선시대,외교·국제관계>외교사상·정책,태평관(太平館)·동평관(東平館)·북평관(北平館)에서의 사신의 접대.
관란사,觀瀾寺,?-?,고려시대,전통사상·종교>불교>불교관련시설,고려시대 개경 인근에 김부식이 창건한 원찰.
첩선장,貼扇匠,?-?,조선시대,경제·산업>수공업,조선시대 부채살에 종이나 비단을 붙이는 일을 하는 기술자.
관란정,觀瀾亭,1157,고려전기,문화·예술>미술,1157년(의종 11) 개경에 지은 정자(亭子)의 하나.
창관,倉官,?-?,조선시대,정치·행정·법제>인사,"조선시대 군자감(軍資監), 광흥창(廣興倉). 의영고(義盈庫), 양현고(養賢庫), 장흥고(長興庫) 등의 낭관(郞官)을 이르는 말."
관방,關防,?-?,통시대,국방·군사>군사방어시설,관문 또는 국경의 국방 요새.
등극,登極,?-?,통시대,사회·생활>풍속·의례>국가의례,천자나 임금의 자리에 오름.
관병,觀兵,?-?,통시대,국방·군사>국방사상·정책,군병의 위세(威勢)·위무(威武)를 보임. 군사를 열병함.
창릉,昌陵,1470,조선시대,문화재,조선 제8대 왕인 예종과 계비 안순왕후(安順王后) 한씨(韓氏)의 능.
국민총력농산촌생산보국운동,國民總力農山村生産報國運動,1940-1945,일제시기,사회운동·독립운동>일본제국주의>식민통치 및 정책,국민총력운동의 일부분으로 식량·특용작물의 증산을 목표로 한 운동.
과목출신,科目出身,?-?,조선시대,정치·행정·법제>인사,조선시대 과거에 급제하여 관직에 오른 사람을 일컫는 말.
과명,科名,?-?,고려시대-조선시대,정치·행정·법제>인사,"고려-조선시대 과거의 학과, 과목 등의 명칭."
국민총력운동,國民總力運動,1940-1945,일제시기,사회운동·독립운동>일본제국주의>식민통치 및 정책,1940년부터 일제가 국민정신총동원운동을 계승하여 벌인 전시 대중동원운동.
과만,瓜滿,?-?,조선시대,정치·행정·법제>인사,"조선시대 관직(官職), 관계(官階)에 따른 관원의 임기."
연친전,宴親殿,?-?,고려전기,문화·예술>미술,고려전기 궁궐 전각의 하나. 1138년(인종 16) 목친전(睦親殿)으로 이름이 바뀜.
청년훈련소,靑年訓鍊所,1940-1945,일제시기,사회운동·독립운동>일본제국주의>강제동원,1940년 청년들의 징병·노동동원을 대비해 일제가 만든 청년교육조직.
청년단,靑年團,1941-1945,일제시기,사회운동·독립운동>일본제국주의>강제동원,1941년 학교교육을 받지 못한 청년들을 국민총력운동에 동원키 위해 일제가 만든 조직.
청년특별연성소,靑年特別鍊成所,1942-1945,일제시기,사회운동·독립운동>일본제국주의>강제동원,1942년 징병제와 노동동원을 대비해 일제가 만든 청년교육조직.
12월테제,十二月테제,1928,일제시기,사회운동·독립운동>사회운동>사회주의운동(사회),1928년 12월 코민테른 집행위원회 정치서기국이 채택한 조선공산당 재조직에 관한 결정서.
전선유림대회,全鮮儒林大會,1939,일제시기,사회운동·독립운동>일본제국주의>친일활동,1939년 조선의 유림들을 국민정신총동원운동에 참여시키기 위해 개최한 대회.
농산촌생산보국지도요강,農山村生産報國指導要綱,1940,일제시기,사회운동·독립운동>일본제국주의>식민통치 및 정책,1940년 전시 생산력 확충을 위해 총독부에서 발표한 요강.
자본주의,資本主義,?-?,근대-현대,경제·산업>경제사상·정책,자본과 임노동을 기초로 하고 기계제 대공업을 중핵으로 하는 경제구조.
묘제,廟制,?-?,통시대,사회·생활>풍속·의례>국가의례,종묘(宗廟)에 왕과 후비의 신위를 순서대로 모시기 위한 제도.
베르사이유조약,베르사이유條約,1919,일제시기,외교·국제관계>외교협상·협약>일제시대,제1차대전의 강화를 위해 1919년 파리 교외의 베르사이유에서 연합국측과 독일 사이에 체결된 조약.
14개조평화원칙,十四個條平和原則,1918,일제시기,외교·국제관계>외교사상·정책,미국 대통령 윌슨(Wilson)이 발표한 제1차 세계대전 종결을 위한 평화원칙.
워싱턴회의,Washington會議,1921,일제시기,외교·국제관계>외교협상·협약>일제시대,1921년 군비제한과 태평양 및 중국문제에 대한 국제회의.
21개조요구,二十一個條要求,1915,일제시기,외교·국제관계>일본>외교·국제관계(일본)>일제시대,제1차 세계대전 중 중국에 제출한 일본의 권익 확대 요구.
무능승도량,無能勝道場,?-?,고려시대,전통사상·종교>불교>불교관련사건·행사,무능승대명왕다라니경(無能勝大明王陀羅尼經)을 읽으면서 내란의 진압과 전쟁의 승리를 기원한 법회.
무뢰배,無賴輩,?-?,통시대,정치·행정·법제>사법>범죄,"정해진 직업없이 절도, 강도, 폭행, 살인 등을 일삼으며 돌아다니는 불량한 무리."
청년외교단,靑年外交團,1919,일제시기,사회운동·독립운동>독립운동>민족주의운동(독립),1919년 국제외교를 통해 독립을 쟁취할 목적으로 애국청년들에 의해 조직된 독립운동단체.
무복,誣服,?-?,통시대,정치·행정·법제>사법>범죄,고문으로 인하여 혹은 어떤 목적을 달성하기 위해 거짓으로 복종하거나 일의 전말을 밝힘.
강서학살사건,江西虐殺事件,1919,일제시기,사회운동·독립운동>일본제국주의>식민통치 및 정책,3·1운동 때 강서에서 일어난 일본군의 한국인 학살사건.
무색계,無色界,?-?,통시대,전통사상·종교>불교>불교사상·신앙,"모든 육체, 물질의 속박을 벗어난 무소유의 세계로 불교의 3계 중 하나."
남원학살사건,南原虐殺事件,1919,일제시기,사회운동·독립운동>일본제국주의>식민통치 및 정책,3·1운동(三一運動) 때 일본헌병이 남원의 시위군중을 학살한 사건.
세실,世室,?-?,고려시대-조선시대,사회·생활>풍속·의례>국가의례,고려-조선시대 종묘에 위패를 모시고 제향을 드리는 신실(神室).
중화민국,中華民國,1911-?,근대-현대,외교·국제관계>중국>정치·행정·법제(중국),1911년 신해혁명(辛亥革命)으로 청조(淸朝)가 무너진 후 세워진 중국 최초의 공화정부.
중국공산당,中國共産黨,1921-?,근대-현대,외교·국제관계>중국>정치·행정·법제(중국),1921년 상해에서 창당된 중국의 공산주의 정당.
상동청년회,尙洞靑年會,1897,근대,전통사상·종교>종교기관·단체,1897년 9월 상동교회(尙洞敎會) 내에 조직된 청년회.
문도,門徒, ?-?,통시대,교육>전근대교육기관,같은 스승의 가르침을 받은 동문의 제자나 후배.
상동청년학원,尙洞靑年學院,1904-1906,대한제국기,교육>근대교육기관>사설학원,1904년 10월에 상동청년회(尙洞靑年會)에서 설립한 교육기관으로 신민회(新民會)의 기관학교.
금루관,禁漏官,?-?,조선시대,정치·행정·법제>인사,"조선시대 관상감(觀象監)에 소속된 벼슬로, 누각(漏閣)의 일을 맡아 시각을 알리는 일을 맡음."
금송,禁松,?-?,조선시대,경제·산업>임업,조선시대 땔감이나 재목 등의 용도로 소나무 등을 벌채하는 것을 금하는 법령 또는 벌채가 금해진 소나무.
우무학당,郵務學堂,1900,근대,교육>근대교육기관>특수교육기관,1900년 7월에 설립된 우체업무를 담당할 실무자 양성 교육기관.
급마,給馬,?-?,조선시대,교통·통신>교통수단,"공무로 파견된 관리에게 마패를 주고, 각 역에서는 마패를 보고 말을 내주는 것."
교령,敎令,?-?,통시대,정치·행정·법제>행정>행정제도,비빈 또는 세자를 책봉하는 임금의 명령.
인공양잠전습소,人工養蠶傳習所,1901-?,근대,정치·행정·법제>행정>중앙행정기구,1901년 농상공부 산하에 인공양잠개발을 위해 설치되었던 잠업양성소.
기친,朞親,?-?,고려시대-조선시대,사회·생활>가족·친족>친족관계,"고려·조선시대에 규정한, 기년복(期年服)을 입는 관계에 있는 친족."
나처,拿處,?-?,조선시대,정치·행정·법제>사법>사법제도,조선시대 중죄인을 의금부로 잡아들여 조치하는 일.
납속,納粟,?-?,조선시대,정치·행정·법제>인사,"조선시대 흉년이나 병란이 있을 경우, 재정난 타개와 구휼을 위해 곡물을 국가에 바치는 사람에게 벼슬을 주거나 면천(免賤)시켜 주는 일."
상의소,商議所,1883-?,개항기,경제·산업>경제단체·기구>회사·기업,1883년 원산에 객주 여각들이 설립한 상회사.
내구마,內廐馬,?-?,고려시대-조선시대,교통·통신>교통수단,"고려·조선시대에 궁궐 안의 마굿간에 둔 말로, 임금의 하사품으로 쓰임."
상회,商會,1885-?,개항기,경제·산업>경제단체·기구>회사·기업,1885년 인천항에 객주 여각들이 설립한 상회사.
기추,騎芻,?-?,조선시대,국방·군사>군사기술,말을 타고 달리면서 활로 표적인 허수아비를 쏘는 무예.
상법회사,商法會社,1890-?,개항기,경제·산업>경제단체·기구>회사·기업,1890년 부산항에 객주 여각들이 설립한 동업조합회사.
의신사,義信社,1884,개항기,경제·산업>경제단체·기구>회사·기업,1884년에 경성에 설립되었던 상회사.
군산창,群山倉,1512-?,조선시대,경제·산업>상업·유통·서비스업>창고·보관,조선시대 전라도 옥구현 군산포에 설치한 조창(漕倉).
교제창,交濟倉,1737-?,조선후기,사회·생활>보건·복지>구휼,1737년 흉년과 춘궁기에 백성을 구휼할 곡식을 보관하기 위해 각 도에 설치한 창고.
교제창,交濟倉,1737-?,조선후기,경제·산업>상업·유통·서비스업>창고·보관,1737년 흉년과 춘궁기에 백성을 구휼할 곡식을 보관하기 위해 각 도에 설치한 창고.
대조선인일본유학생친목회,大朝鮮人日本留學生親睦會,1896,개항기,사회·생활>사회단체>친목·봉사단체,1896년 조선인 일본유학생들이 조직한 친목단체.
대한유학생회,大韓留學生會,1906,근대,사회·생활>사회단체>친목·봉사단체,1906년 9월 2일 유학생감독부(留學生監督部) 내에서 창립된 재일유학생들의 친목단체.
9곡,九穀,?-?,고려시대-조선시대,경제·산업>농업>농업생산물,9가지의 대표적인 곡식.
의주부면학친목회,義州府勉學親睦會,1909,근대,사회·생활>사회단체>친목·봉사단체,1909년 2월 의주에 설립된 대한흥학회(大韓興學會)의 의주지회.
낙동친목회보,洛東親睦會報,1907-1908,개항기,서명,1907년 10월 30일 낙동친목회(洛東親睦會)에서 발간한 잡지.
공수학보,共修學報,1907-1908,개항기,서명,1907년 1월에 창간된 재일유학생단체 공수학회(共修學會)의 잡지.
구장,口帳,?-?,조선시대,사회·생활>가족·친족>호구·호적,호수(戶數)와 인구수를 기록해 놓은 장부.
대한유학생회학보,大韓留學生會學報,1907,개항기,서명,1907년 3월 대한유학생회(大韓留學生會)에서 발행한 잡지.
대한흥학보,大韓興學報,1909,개항기,서명,1909년 3월 대한흥학회(大韓興學會)에서 창간 한 잡지.
대한학보,大韓學報,1908,개항기,서명,1908년 2월 대한학회(大韓學會)에서 창간 발행한 잡지.
과강,課講,?-?,조선시대,정치·행정·법제>인사,임금의 임명을 받은 시험관이 경서의 강독을 시험 보는 것.
공화,公貨,?-?,조선시대,재정·금융>화폐·금융,"공금(公金), 혹은 공용의 재화(財貨)."
대동전문학교,大東專門學校,1908,근대,교육>근대교육기관>특수교육기관,1908년 3월에 조중응(趙重應)이 서울에 설립한 사립학교.
해동신숙,海東新塾,1903,근대,교육>근대교육기관>특수교육기관,1903년 3월에 신봉죽(申鳳竹)이 서울에 설립하였던 사립학교.
중동야학교,中東夜學校,1905,근대,교육>근대교육기관>특수교육기관,1905년에 유정렬(柳廷烈)이 서울에 설립한 사립학교.
공첩상통식,公牒相通式,?-?,고려시대,정치·행정·법제>행정>행정제도,고려시대 공문서를 주고 받을 때의 격식.
공초,貢鈔,?-?,조선시대,재정·금융>재정>조세제도,조선시대 저화(楮貨)를 공납받는 일.
한성중학교,漢城中學校,1909,근대,교육>근대교육기관>중등교육기관,1909년에 송병준(宋秉畯)이 서울에 설립하였던 사립학교.
과후,科後,?-?,조선시대,재정·금융>재정>재정정책·법령,녹봉을 주는 기일이 지난 후를 일컬음.
보성중학교,普成中學校,1906,근대,교육>근대교육기관>중등교육기관,1906년 9월 이용익의 손자 이종호(李鍾浩)가 서울에 설립하였던 사립중등교육기관.
과록,科祿,?-?,고려시대-조선시대,재정·금융>임금·소득,벼슬의 등급에 따라 주는 녹봉.
휘문의숙,徽文義塾,1906,근대,교육>근대교육기관>초등교육기관,1906년 9월에 민영휘(閔泳徽)가 서울에 설립하였던 사립교육기관.
봉명학교,鳳鳴學校,1908,근대,교육>근대교육기관>초등교육기관,1908년 이봉래(李鳳來)가 서울에 설립하였던 사립초등교육기관.
공사지,公事紙,?-?,고려시대-조선시대,경제·산업>상업·유통·서비스업>상품,공문서를 작성하는데 사용하는 종이.
오성학교,五星學校,1907,근대,교육>근대교육기관>고등교육기관,1907년 4월 강화석(姜華錫)이 서울에 설립한 사립고등교육기관.
공비,公備,?-?,조선시대,재정·금융>재정>예산·결산,관청의 비용으로 음식물이나 물품을 준비하는 것.
흥화학교,興和學校,1898,근대,교육>근대교육기관>초등교육기관,1898년 11월 5일에 김석환(金錫桓)이 서울에 설립하였던 사립교육기관.
공비,貢婢,?-?,조선시대,사회·생활>신분·계급,직접 입역(立役)을 하지 않고 신공(身貢)만을 해마다 나라에 바치던 관비(官婢).
소의학교,昭義學校,1908,근대,교육>근대교육기관>초등교육기관,1908년 박승완(朴承完)이 서울에 설립한 사립초등교육기관.
공수위전,公須位田,?-?,고려시대-조선시대,경제·산업>농업>토지제도,고려·조선시대 지방 관청의 경비를 위해 지급하던 토지.
공수시지,公須柴地,?-?,고려시대,경제·산업>농업>토지제도,지방관청의 연료를 마련해 주기 위해 지급한 초채지.
태극학교,太極學校,1908,근대,교육>근대교육기관>초등교육기관,1908년에 김영종(金永鍾)이 서울에 설립하였던 사립초등교육기관.
문창학교,文昌學校,1908,근대,교육>근대교육기관>초등교육기관,1908년 김작헌(金爵憲)이 서울에 설립하였던 사립초등교육기관.
공수부정,公須副正,?-?,고려시대,정치·행정·법제>인사,고려시대 지방 관청에 소속된 향리직의 하나.
광성학교,光成學校,1898,근대,교육>근대교육기관>초등교육기관,1898년 1월 25일에 박기양(朴箕陽)이 서울에 설립하였던 사립초등교육기관.
공성학교,共成學校,1908,근대,교육>근대교육기관>초등교육기관,1908년 9월 3일에 유신혁(劉臣爀)이 서울에 설립하였던 사립초등교육기관.
우산학교,牛山學校,1902,근대,교육>근대교육기관>초등교육기관,1902년 3월에 윤영배(尹永培)가 서울에 설립한 사립초등교육기관.
흥영학교,興英學校,1906,근대,교육>근대교육기관>초등교육기관,1906년 10월 19일에 한병욱(韓秉昱)이 서울에 설립하였던 사립초등교육기관.
공물가,貢物價,?-?,조선시대,재정·금융>재정>조세제도,조선시대 현물로 납부하는 공물 대신 미곡이나 무명 등을 공계(貢契) 등으로부터 납부케 하고 이에 대해 지급하는 대가.
공채,公債,?-?,통시대,재정·금융>재정>세무행정,국가 또는 지방자치단체가 재원조달을 목적으로 하는 채무.
조명하의거,趙明河義擧,1928,일제시기,사회운동·독립운동>독립운동>의거·의열투쟁,1928년 조명하가 타이완의 타이쭝에서 일본 황족 구니노미야 구니히코(邇宮邦那彦)를 습격한 사건.
미행,微行,?-?,통시대,정치·행정·법제>행정>행정제도,임금이나 높은 지위에 있는 자가 민심을 살피기 위해 남루한 차림으로 남모르게 다님.
이봉창의거,李奉昌義擧,1932,일제시기,사회운동·독립운동>독립운동>의거·의열투쟁,"1932년 1월, 한인애국단원 이봉창이 일왕에게 폭탄을 던진 사건."
민관시랑,民官侍郞,?-995,고려전기,정치·행정·법제>인사,고려전기 민관(民官)에 속한 관직.
박렬사건,朴烈事件,1923,일제시기,사회운동·독립운동>독립운동>의거·의열투쟁>>사회운동·독립운동>독립운동>무정부주의운동,1923년 박열(朴烈)이 일왕 히로히토(裕仁)를 암살하려다 사전에 발각된 사건.
민부전서,民部典書,1308-?,고려후기,정치·행정·법제>인사,고려 후기 민부(民部)의 정3품 최고 관직.
조선중앙일보,朝鮮中央日報,1933-1937,일제시기,문화·예술>언론·출판,1933년 3월 중앙일보(中央日報)를 개제한 신문.
조선사상범보호관찰령,朝鮮思想犯保護觀察令,1936,일제시기,정치·행정·법제>법·법령,1936년 12월 일제가 사상통제책의 일환으로 공포한 법령.
민정,民丁,?-?,통시대,사회·생활>신분·계급,"성곽, 궁궐, 도로 등의 공사나 군역에 소집되는 성인 남녀."
강제징용,强制徵用,1939-1945,일제시기,사회운동·독립운동>일본제국주의>강제동원,일제가 노동력 보충을 위해 조선인을 강제노동에 동원·종사케 한 일.
민호,民戶,?-?,통시대,사회·생활>가족·친족>호구·호적,일반 백성과 그들이 사는 집의 총칭.
징병,徵兵,1939-1945,일제시기,국방·군사>군역,일제가 중일전쟁 발발 이후 병력 보충을 위해 조선인 청년들을 강제로 군대에 복무케 한 일.
다색,茶色,?-?,조선시대,정치·행정·법제>인사,조선시대 궐내(闕內)에서 차(茶) 끓이는 일을 하는 자.
결절당상관,決折堂上官,?-?,조선시대,정치·행정·법제>인사,조선시대 소송의 판결을 담당한 당상관.
능라장,綾羅匠,,조선시대,경제·산업>수공업,조선시대 능라(綾羅)를 짜는 장인.
밀직사사,密直司使,"1275-1298, ?-1308, 1309-1356, 1362-1392",고려후기,정치·행정·법제>인사,고려후기 왕명의 출납과 궁중의 숙위 및 군기(軍機)의 정사를 맡아보던 밀직사(密直司)의 종2품 관직.
누통,漏通,?-?,고려시대-조선시대,정치·행정·법제>인사,"어떤 일을 미리 알려주거나, 또는 그렇게 하여 시험에 합격하게 하는 행위."
반란,叛亂,?-?,통시대,정치·행정·법제>정치>정치사건,나라에 반역하여 난리를 일으킴.
농한기,農閑期,,통시대,경제·산업>농업>농업일반,농사일이 바쁜 철인 농번기(農繁期)가 끝난 후부터 다음 농번기까지의 한가한 시기.
농번기,農繁期,,통시대,경제·산업>농업>농업일반,6월 중순부터 7월 중순까지와 10월 초순부터 11월 초순까지의 시기로 농사일이 가장 바쁜 철.
반민,叛民,?-?,통시대,사회·생활>신분·계급,나라를 배반하여 난을 일으킨 백성.
일본군위안부,日本軍慰安婦,?-1945,일제시기,사회운동·독립운동>일본제국주의>강제동원,일제에 강제 징용되어 일본군의 성욕 해결의 대상이 된 한국·대만 및 일본 여성.
회군,回軍,?-?,통시대,국방·군사>전략·전술,군사작전 상 군대를 이끌고 돌아옴.
근로정신대,勤勞挺身隊,1944-1945,일제시기,사회운동·독립운동>일본제국주의>강제동원,1944년 일제가 여성들의 노동력을 동원하기 위해 만든 강제 노역 조직.
한인강제이주,韓人强制移住,1937,일제시기,외교·국제관계>재외동포·단체,1937년 소련정부가 연해주의 한인을 중앙아시아로 강제이주시킨 일.
논공행상,論功行賞,?-?,통시대,정치·행정·법제>인사,공로의 유무와 대소를 논의하여 각각 알맞은 상을 주는 것.
조선문인보국회,朝鮮文人報國會,1943-1945,일제시기,문화·예술>문화기구·단체,1943년 황도문학(皇道文學)수립을 내세우며 결성된 반민족적 친일문학단체.
은행령,銀行令,1928,일제시기,경제·산업>경제법령·조치,1928년 조선총독부(朝鮮總督府)가 발표한 은행업에 관한 법령.
반야도량,般若道場,?-?,통시대,전통사상·종교>불교>불교관련사건·행사,"하늘의 변괴나 질병, 재해 등이 있을 때 반야경(般若經)을 강설하여 이를 극복하고자 했던 법회의 하나."
단유,壇壝,?-?,조선시대,사회·생활>풍속·의례>국가의례,봉토로 만든 제단(祭壇)과 이를 둘러싸게 만든 토담.
조선소작조정령,朝鮮小作調停令,1932,일제시기,경제·산업>농업>농업정책·제도·법령,1932년 소작쟁의를 조정·억제하기 위해 일제가 만든 법령.
만주이주,滿洲移住,?-1945,근대,외교·국제관계>재외동포·단체,식민지 농업정책으로 인한 농촌의 피폐화와 일제의 정책이민으로 조선인들이 만주 일대에 이주한 일.
반포,頒布,?-?,통시대,정치·행정·법제>행정>행정제도,"사면령, 서적, 법령, 임금의 여러가지 명 등을 중앙과 지방에 널리 퍼뜨려 알림."
단제,壇祭,?-?,통시대,사회·생활>풍속·의례>국가의례,사직단(社稷壇) 등 기타 제단(祭壇)에서 올리는 제사.
간도국민회,間島國民會,1919-1920,일제시기,사회운동·독립운동>독립운동>항일무장투쟁,1919년 만주 간도에서 조직된 독립운동단체.
단직,壇直,?-?,조선시대,정치·행정·법제>인사,조선시대 국가의 제사를 위해 서울과 지방에 설치한 단(壇)을 수호하고 관리하던 잡류(雜類)에 속하는 인원.
광복군사령부,光復軍司令部,1920,일제시기,사회운동·독립운동>독립운동>항일무장투쟁,1920년 남만주 일대에서 조직된 독립군 통합단체.
당직,堂直,?-?,조선시대,정치·행정·법제>인사,조선시대 사당(祠堂)을 수호하고 관리하던 잡류(雜類)에 속하는 인원.
발상,發喪,?-?,통시대,사회·생활>풍속·의례>풍속,상사(喪事)가 있을 때 상제가 머리를 풀고 초상을 발표하는 것.
방,榜,?-?,통시대,정치·행정·법제>행정>행정제도,어떤 일을 널리 알리기 위하여 사람들이 다니는 길거리나 많이 모이는 곳에 써 붙이는 글.
이르쿠츠크파고려공산당,이르쿠츠크派高麗共産黨,1919-1922,일제시기,사회운동·독립운동>독립운동>사회주의운동(독립),1919년 연해주 이르쿠츠크에서 김철훈(金哲勳) 등이 중심이 되어 결성한 사회주의 단체.
노강진,老江鎭,?-?,조선시대,국방·군사>군사방어시설,조선시대 안주목(安州牧)에 두어 첨절제사가 주관하던 수군의 거진(巨鎭).
경세종,警世鍾,1919-1922,일제시기,서명,연해주의 이르쿠츠크파 고려공산당이 발행한 기관지.
방금,防禁,?-?,통시대,정치·행정·법제>사법>사법제도,어떤 행위 등을 엄히 금하여 하지 못하게 막음.
