event_id,event_name,person_id,person_name
ITKC_PH_1294A_0343,신검의 견훤 유폐,P004106,금강(金剛)
ITKC_PH_1294A_0343,신검의 견훤 유폐,P022990,신검(神劒)
ITKC_PH_1294A_0343,신검의 견훤 유폐,P027326,양검(良劍)
ITKC_PH_1294A_0343,신검의 견훤 유폐,P029353,용검(龍劍)
ITKC_PH_1294A_0344,견훤의 투항,P001057,견훤(甄萱)
ITKC_PH_1294A_0344,견훤의 투항,P001295,고비(姑比)
ITKC_PH_1294A_0344,견훤의 투항,P030153,유금필(庾黔弼)
ITKC_PH_1294A_0345,신라의 투항,P006521,김부(金傅)
ITKC_PH_1294A_0345,신라의 투항,P023837,신성왕후김씨(神成王后金氏)
ITKC_PH_1294A_0345,신라의 투항,P029137,"왕건(王建)
태조(太祖)"
ITKC_PH_1294A_0345,신라의 투항,P029246,"왕욱(王郁)
안종(安宗)"
ITKC_PH_1294A_0346,일리천전투,P001057,견훤(甄萱)
ITKC_PH_1294A_0346,일리천전투,P022990,신검(神劒)
ITKC_PH_1294A_0346,일리천전투,P029137,"왕건(王建)
태조(太祖)"
ITKC_PH_1294A_0346,일리천전투,P030153,유금필(庾黔弼)
ITKC_PH_1294A_0346,일리천전투,P065576,홍유(洪儒)
ITKC_PH_1294A_0347,훈요십조 전수,P013760,도선(道詵)
ITKC_PH_1294A_0347,훈요십조 전수,P029137,"왕건(王建)
태조(太祖)"
ITKC_PH_1294A_0348,태조 왕건의 사망,P029137,"왕건(王建)
태조(太祖)"
ITKC_PH_1294A_0348,태조 왕건의 사망,P029148,왕규(王規)
ITKC_PH_1294A_0348,태조 왕건의 사망,P029171,"왕무(王武)
혜종(惠宗)"
ITKC_PH_1294A_0349,왕규의 난,P013726,대목왕후황보씨(大穆王后皇甫氏)
ITKC_PH_1294A_0349,왕규의 난,P029148,왕규(王規)
ITKC_PH_1294A_0349,왕규의 난,P029171,"왕무(王武)
혜종(惠宗)"
ITKC_PH_1294A_0349,왕규의 난,P029200,"왕소(王昭)
광종(光宗)"
ITKC_PH_1294A_0349,왕규의 난,P029237,"왕요(王堯)
정종(定宗)"
ITKC_PH_1294A_0349,왕규의 난,P061048,최지몽(崔知夢)
ITKC_PH_1294A_0350,광군사 설치,P060521,최언위(崔彦撝)
ITKC_PH_1294A_0351,과거제 시행〔科擧制 施行〕,P026072,쌍기(雙冀)
ITKC_PH_1294A_0351,과거제 시행〔科擧制 施行〕,P029200,"왕소(王昭)
광종(光宗)"
ITKC_PH_1294A_0352,박수경의 졸기,P001057,견훤(甄萱)
ITKC_PH_1294A_0352,박수경의 졸기,P029137,"왕건(王建)
태조(太祖)"
ITKC_PH_1294A_0352,박수경의 졸기,P029237,"왕요(王堯)
정종(定宗)"
ITKC_PH_1294A_0353,서필의 졸기,P029200,"왕소(王昭)
광종(光宗)"
ITKC_PH_1294A_0354,시무28조 봉헌,P001057,견훤(甄萱)
ITKC_PH_1294A_0354,시무28조 봉헌,P013726,대목왕후황보씨(大穆王后皇甫氏)
ITKC_PH_1294A_0354,시무28조 봉헌,P026072,쌍기(雙冀)
ITKC_PH_1294A_0354,시무28조 봉헌,P029137,"왕건(王建)
태조(太祖)"
ITKC_PH_1294A_0354,시무28조 봉헌,P029148,왕규(王規)
ITKC_PH_1294A_0354,시무28조 봉헌,P029171,"왕무(王武)
혜종(惠宗)"
ITKC_PH_1294A_0354,시무28조 봉헌,P029200,"왕소(王昭)
광종(光宗)"
ITKC_PH_1294A_0354,시무28조 봉헌,P029237,"왕요(王堯)
정종(定宗)"
ITKC_PH_1294A_0354,시무28조 봉헌,P029291,"왕주(王伷)
경종(景宗)"
ITKC_PH_1294A_0354,시무28조 봉헌,P060438,최승로(崔承老)
ITKC_PH_1294A_0355,최지몽의 졸기,P029137,"왕건(王建)
태조(太祖)"
ITKC_PH_1294A_0355,최지몽의 졸기,P029148,왕규(王規)
ITKC_PH_1294A_0355,최지몽의 졸기,P029171,"왕무(王武)
혜종(惠宗)"
ITKC_PH_1294A_0355,최지몽의 졸기,P029200,"왕소(王昭)
광종(光宗)"
ITKC_PH_1294A_0355,최지몽의 졸기,P029237,"왕요(王堯)
정종(定宗)"
ITKC_PH_1294A_0355,최지몽의 졸기,P029291,"왕주(王伷)
경종(景宗)"
ITKC_PH_1294A_0355,최지몽의 졸기,P029309,"왕치(王治)
성종(成宗)"
ITKC_PH_1294A_0355,최지몽의 졸기,P061048,최지몽(崔知夢)
ITKC_PH_1294A_0356,최승로의 졸기,P029137,"왕건(王建)
태조(太祖)"
ITKC_PH_1294A_0356,최승로의 졸기,P029309,"왕치(王治)
성종(成宗)"
ITKC_PH_1294A_0356,최승로의 졸기,P060438,최승로(崔承老)
ITKC_PH_1294A_0446,자주성전투,P029278,왕정(王侹)
ITKC_PH_1294A_0446,자주성전투,P030980,유승단(兪升旦)
ITKC_PH_1294A_0446,자주성전투,P060627,최우(崔瑀)
ITKC_PH_1294A_0359,천추태후의 대량군 축출,P011122,김치양(金致陽)
ITKC_PH_1294A_0359,천추태후의 대량군 축출,P029213,"왕순(王詢)
현종(顯宗)"
ITKC_PH_1294A_0359,천추태후의 대량군 축출,P029309,"왕치(王治)
성종(成宗)"
ITKC_PH_1294A_0359,천추태후의 대량군 축출,P064159,헌애왕후(獻哀王后)
ITKC_PH_1294A_0360,김치양의 난,P000746,강조(康兆)
ITKC_PH_1294A_0360,김치양의 난,P011122,김치양(金致陽)
ITKC_PH_1294A_0360,김치양의 난,P029201,"왕송(王訟)
목종(穆宗)"
ITKC_PH_1294A_0360,김치양의 난,P029213,"왕순(王詢)
현종(顯宗)"
ITKC_PH_1294A_0360,김치양의 난,P061276,최항(崔沆)
ITKC_PH_1294A_0360,김치양의 난,P061712,하공신(河拱辰)
ITKC_PH_1294A_0360,김치양의 난,P064159,헌애왕후(獻哀王后)
ITKC_PH_1294A_0361,강조의 정변,P000746,강조(康兆)
ITKC_PH_1294A_0361,강조의 정변,P029201,"왕송(王訟)
목종(穆宗)"
ITKC_PH_1294A_0361,강조의 정변,P029213,"왕순(王詢)
현종(顯宗)"
ITKC_PH_1294A_0361,강조의 정변,P061276,최항(崔沆)
ITKC_PH_1294A_0361,강조의 정변,P061712,하공신(河拱辰)
ITKC_PH_1294A_0361,강조의 정변,P064159,헌애왕후(獻哀王后)
ITKC_PH_1294A_0362,거란의 2차 침입과 강조의 실각,P000746,강조(康兆)
ITKC_PH_1294A_0362,거란의 2차 침입과 강조의 실각,P011995,김훈(金訓)
ITKC_PH_1294A_0362,거란의 2차 침입과 강조의 실각,P061094,최질(崔質)
ITKC_PH_1294A_0363,거란의 개경 침공,P009079,김은부(金殷傅)
ITKC_PH_1294A_0363,거란의 개경 침공,P029213,"왕순(王詢)
현종(顯宗)"
ITKC_PH_1294A_0363,거란의 개경 침공,P029764,원정왕후(元貞王后)
ITKC_PH_1294A_0363,거란의 개경 침공,P029818,원화왕후(元和王后)
ITKC_PH_1294A_0363,거란의 개경 침공,P050837,장연우(張延祐)
ITKC_PH_1294A_0363,거란의 개경 침공,P061712,하공신(河拱辰)
ITKC_PH_1294A_0364,김훈·최질의 난,P011995,김훈(金訓)
ITKC_PH_1294A_0364,김훈·최질의 난,P050837,장연우(張延祐)
ITKC_PH_1294A_0364,김훈·최질의 난,P061094,최질(崔質)
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P019666,서눌(徐訥)
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029171,"왕무(王武)
혜종(惠宗)"
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029200,"왕소(王昭)
광종(光宗)"
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029201,"왕송(王訟)
목종(穆宗)"
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029213,"왕순(王詢)
현종(顯宗)"
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029237,"왕요(王堯)
정종(定宗)"
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029245,"왕욱(王旭)
대종(戴宗)"
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029291,"왕주(王伷)
경종(景宗)"
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029309,"왕치(王治)
성종(成宗)"
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029326,"왕형(王亨)
정종(靖宗)"
ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,P029344,"왕흠(王欽)
덕종(德宗)"
ITKC_PH_1294A_0372,흥왕사 창건,P029342,"왕휘(王徽)
문종(文宗)"
ITKC_PH_1294A_0372,흥왕사 창건,P060703,최유선(崔惟善)
ITKC_PH_1294A_0373,무문사 파견,P029342,"왕휘(王徽)
문종(文宗)"
ITKC_PH_1294A_0374,최충의 졸기,P029213,"왕순(王詢)
현종(顯宗)"
ITKC_PH_1294A_0374,최충의 졸기,P029342,"왕휘(王徽)
문종(文宗)"
ITKC_PH_1294A_0374,최충의 졸기,P061170,최충(崔冲)
ITKC_PH_1294A_0445,충주전투,P060627,최우(崔瑀)
ITKC_PH_1294A_0449,"홍복원, 필현보의 난",P053950,정의(鄭顗)
ITKC_PH_1294A_0449,"홍복원, 필현보의 난",P060627,최우(崔瑀)
ITKC_PH_1294A_0449,"홍복원, 필현보의 난",P064643,홍대순(洪大純)
ITKC_PH_1294A_0449,"홍복원, 필현보의 난",P064842,홍백수(洪百壽)
ITKC_PH_1294A_0449,"홍복원, 필현보의 난",P064900,홍복원(洪福源)
ITKC_PH_1294A_0424,동경민란,P051407,전원균(田元均)
ITKC_PH_1294A_0424,동경민란,P060627,최우(崔瑀)
ITKC_PH_1294A_0424,동경민란,P061177,최충헌(崔忠獻)
ITKC_PH_1294A_0450,죽주전투,P021916,송문주(宋文胄)
ITKC_PH_1294A_0451,이연년 형제의 난,P004558,김경손(金慶孫)
ITKC_PH_1294A_0452,만종과 최항의 횡포,P010582,김지대(金之岱)
ITKC_PH_1294A_0452,만종과 최항의 횡포,P061279,최항(崔沆)
ITKC_PH_1294A_0453,몽고에 독로화 파견,P029292,왕준(王綧)
ITKC_PH_1294A_0453,몽고에 독로화 파견,P059939,최린(崔璘)
ITKC_PH_1294A_0454,최항의 환속,P003253,권위(權韙)
ITKC_PH_1294A_0454,최항의 환속,P060627,최우(崔瑀)
ITKC_PH_1294A_0454,최항의 환속,P061279,최항(崔沆)
ITKC_PH_1294A_0455,최우의 김미 제거,P004558,김경손(金慶孫)
ITKC_PH_1294A_0455,최우의 김미 제거,P060627,최우(崔瑀)
ITKC_PH_1294A_0455,최우의 김미 제거,P061279,최항(崔沆)
ITKC_PH_1294A_0456,최우의 사망,P004558,김경손(金慶孫)
ITKC_PH_1294A_0456,최우의 사망,P029307,"왕철(王皞)
고종(高宗)"
ITKC_PH_1294A_0456,최우의 사망,P060627,최우(崔瑀)
ITKC_PH_1294A_0456,최우의 사망,P061279,최항(崔沆)
ITKC_PH_1294A_0457,최항의 계모 살해,P004558,김경손(金慶孫)
ITKC_PH_1294A_0457,최항의 계모 살해,P011201,김태서(金台瑞)
ITKC_PH_1294A_0457,최항의 계모 살해,P061279,최항(崔沆)
ITKC_PH_1294A_0458,몽고의 출륙요구,P029272,왕전(王佺)
ITKC_PH_1294A_0458,몽고의 출륙요구,P029307,"왕철(王皞)
고종(高宗)"
ITKC_PH_1294A_0458,몽고의 출륙요구,P050976,장일(張鎰)
ITKC_PH_1294A_0458,몽고의 출륙요구,P061279,최항(崔沆)
ITKC_PH_1294A_0458,몽고의 출륙요구,P064900,홍복원(洪福源)
ITKC_PH_1294A_0459,김윤후의 충주전투,P029346,왕희(王僖)
ITKC_PH_1294A_0459,김윤후의 충주전투,P064900,홍복원(洪福源)
ITKC_PH_1294A_0539,원나라 태자의 연경궁 연회,P029270,"왕전(王顓)
공민왕(恭愍王)"
ITKC_PH_1294A_0539,원나라 태자의 연경궁 연회,P067345,황후기씨(皇后奇氏)
ITKC_PH_1294A_0461,안열의 난,P032784,윤군정(尹君正)
ITKC_PH_1294A_0462,최항의 사망과 최의의 권력승계,P020471,설인검(薛仁儉)
ITKC_PH_1294A_0462,최항의 사망과 최의의 권력승계,P029307,"왕철(王皞)
고종(高宗)"
ITKC_PH_1294A_0462,최항의 사망과 최의의 권력승계,P060791,최의(崔竩)
ITKC_PH_1294A_0462,최항의 사망과 최의의 권력승계,P061279,최항(崔沆)
ITKC_PH_1294A_0463,송길유 숙청,P009019,김윤성(金允成)
ITKC_PH_1294A_0463,송길유 숙청,P010419,김준(金俊)
ITKC_PH_1294A_0463,송길유 숙청,P029953,유경(柳璥)
ITKC_PH_1294A_0463,송길유 숙청,P060791,최의(崔竩)
ITKC_PH_1294A_0463,송길유 숙청,P061279,최항(崔沆)
ITKC_PH_1294A_0464,김준의 반란과 최의의 사망,P010419,김준(金俊)
ITKC_PH_1294A_0464,김준의 반란과 최의의 사망,P029953,유경(柳璥)
ITKC_PH_1294A_0464,김준의 반란과 최의의 사망,P049995,임연(林衍)
ITKC_PH_1294A_0464,김준의 반란과 최의의 사망,P056214,조문주(趙文柱)
ITKC_PH_1294A_0464,김준의 반란과 최의의 사망,P060791,최의(崔竩)
ITKC_PH_1294A_0465,홍복원의 처벌,P029292,왕준(王綧)
ITKC_PH_1294A_0465,홍복원의 처벌,P064624,홍다구(洪茶丘)
ITKC_PH_1294A_0465,홍복원의 처벌,P064900,홍복원(洪福源)
ITKC_PH_1294A_0467,고종의 사망,P010419,김준(金俊)
ITKC_PH_1294A_0467,고종의 사망,P029136,왕거(王昛)
ITKC_PH_1294A_0467,고종의 사망,P029305,왕창(王淐)
ITKC_PH_1294A_0467,고종의 사망,P029307,"왕철(王皞)
고종(高宗)"
ITKC_PH_1294A_0466,태자의 항복 사행,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0468,원종의 개경 입성,P029136,왕거(王昛)
ITKC_PH_1294A_0468,원종의 개경 입성,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0469,몽고의 대일본사행 안내,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0469,몽고의 대일본사행 안내,P044780,이장용(李藏用)
ITKC_PH_1294A_0470,몽고의 고려군 사열,P029292,왕준(王綧)
ITKC_PH_1294A_0470,몽고의 고려군 사열,P044780,이장용(李藏用)
ITKC_PH_1294A_0471,김준 숙청,P010419,김준(金俊)
ITKC_PH_1294A_0471,김준 숙청,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0471,김준 숙청,P049995,임연(林衍)
ITKC_PH_1294A_0472,유경의 흑산도 유배,P004978,김구(金坵)
ITKC_PH_1294A_0472,유경의 흑산도 유배,P010419,김준(金俊)
ITKC_PH_1294A_0472,유경의 흑산도 유배,P029953,유경(柳璥)
ITKC_PH_1294A_0472,유경의 흑산도 유배,P030975,유승(柳陞)
ITKC_PH_1294A_0472,유경의 흑산도 유배,P058847,주열(朱悅)
ITKC_PH_1294A_0472,유경의 흑산도 유배,P060791,최의(崔竩)
ITKC_PH_1294A_0473,안경공 추대사건,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0473,안경공 추대사건,P029305,왕창(王淐)
ITKC_PH_1294A_0473,안경공 추대사건,P031965,유천우(兪千遇)
ITKC_PH_1294A_0473,안경공 추대사건,P043828,이응렬(李應烈)
ITKC_PH_1294A_0473,안경공 추대사건,P044780,이장용(李藏用)
ITKC_PH_1294A_0473,안경공 추대사건,P049995,임연(林衍)
ITKC_PH_1294A_0473,안경공 추대사건,P050051,임유무(林惟茂)
ITKC_PH_1294A_0474,최탄의 몽고 투항,P041813,이신손(李信孫)
ITKC_PH_1294A_0474,최탄의 몽고 투항,P049995,임연(林衍)
ITKC_PH_1294A_0474,최탄의 몽고 투항,P053308,정신보(鄭臣保)
ITKC_PH_1294A_0447,강화 천도,P029307,"왕철(王皞)
고종(高宗)"
ITKC_PH_1294A_0447,강화 천도,P030980,유승단(兪升旦)
ITKC_PH_1294A_0447,강화 천도,P060627,최우(崔瑀)
ITKC_PH_1294A_0475,원종의 친조,P029136,왕거(王昛)
ITKC_PH_1294A_0475,원종의 친조,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0475,원종의 친조,P029665,원부(元傅)
ITKC_PH_1294A_0475,원종의 친조,P044780,이장용(李藏用)
ITKC_PH_1294A_0475,원종의 친조,P049995,임연(林衍)
ITKC_PH_1294A_0475,원종의 친조,P063359,허공(許珙)
ITKC_PH_1294A_0476,무신정권의 종식,P002369,권단(權㫜)
ITKC_PH_1294A_0476,무신정권의 종식,P021990,송분(宋玢)
ITKC_PH_1294A_0476,무신정권의 종식,P022095,송송례(宋松禮)
ITKC_PH_1294A_0476,무신정권의 종식,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0476,무신정권의 종식,P043828,이응렬(李應烈)
ITKC_PH_1294A_0476,무신정권의 종식,P050051,임유무(林惟茂)
ITKC_PH_1294A_0476,무신정권의 종식,P058847,주열(朱悅)
ITKC_PH_1294A_0476,무신정권의 종식,P060706,최유엄(崔有渰)
ITKC_PH_1294A_0476,무신정권의 종식,P060966,최종소(崔宗紹)
ITKC_PH_1294A_0476,무신정권의 종식,P064525,홍규(洪奎)
ITKC_PH_1294A_0477,삼별초의 반란,P005907,김련(金鍊)
ITKC_PH_1294A_0477,삼별초의 반란,P029227,왕온(王溫)
ITKC_PH_1294A_0477,삼별초의 반란,P041813,이신손(李信孫)
ITKC_PH_1294A_0479,김방경의 삼별초 토벌,P006297,김방경(金方慶)
ITKC_PH_1294A_0479,김방경의 삼별초 토벌,P011285,김통정(金通精)
ITKC_PH_1294A_0479,김방경의 삼별초 토벌,P012039,김흔(金忻)
ITKC_PH_1294A_0479,김방경의 삼별초 토벌,P012302,나유(羅裕)
ITKC_PH_1294A_0479,김방경의 삼별초 토벌,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0480,여몽연합군의 1차일본원정,P006297,김방경(金方慶)
ITKC_PH_1294A_0480,여몽연합군의 1차일본원정,P007950,김신(金侁)
ITKC_PH_1294A_0480,여몽연합군의 1차일본원정,P010920,김천록(金天祿)
ITKC_PH_1294A_0480,여몽연합군의 1차일본원정,P012039,김흔(金忻)
ITKC_PH_1294A_0480,여몽연합군의 1차일본원정,P012302,나유(羅裕)
ITKC_PH_1294A_0480,여몽연합군의 1차일본원정,P015929,박보(朴保)
ITKC_PH_1294A_0480,여몽연합군의 1차일본원정,P017654,박지량(朴之亮)
ITKC_PH_1294A_0480,여몽연합군의 1차일본원정,P064624,홍다구(洪茶丘)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P018154,박항(朴恒)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P021990,송분(宋玢)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P022095,송송례(宋松禮)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P029136,왕거(王昛)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P029211,왕순(王恂)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P029287,왕종(王琮)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P029304,왕징(王澂)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P029574,원경(元卿)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P031965,유천우(兪千遇)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P033954,윤수(尹秀)
ITKC_PH_1294A_0481,몽고 공주와의 혼인,P050976,장일(張鎰)
ITKC_PH_1294A_0482,정화궁주의 몽고공주 저주사건,P006297,김방경(金方慶)
ITKC_PH_1294A_0482,정화궁주의 몽고공주 저주사건,P018154,박항(朴恒)
ITKC_PH_1294A_0482,정화궁주의 몽고공주 저주사건,P029208,왕숙(王淑)
ITKC_PH_1294A_0482,정화궁주의 몽고공주 저주사건,P029953,유경(柳璥)
ITKC_PH_1294A_0482,정화궁주의 몽고공주 저주사건,P055275,정화궁주(貞和宮主)
ITKC_PH_1294A_0483,경창궁주 폐위사건,P001144,경창궁주유씨(慶昌宮主柳氏)
ITKC_PH_1294A_0483,경창궁주 폐위사건,P006297,김방경(金方慶)
ITKC_PH_1294A_0483,경창궁주 폐위사건,P029136,왕거(王昛)
ITKC_PH_1294A_0483,경창궁주 폐위사건,P029276,"왕정(王禎)
원종(元宗)"
ITKC_PH_1294A_0483,경창궁주 폐위사건,P029287,왕종(王琮)
ITKC_PH_1294A_0483,경창궁주 폐위사건,P049512,인후(印侯)
ITKC_PH_1294A_0483,경창궁주 폐위사건,P057608,조인규(趙仁規)
ITKC_PH_1294A_0483,경창궁주 폐위사건,P063359,허공(許珙)
ITKC_PH_1294A_0484,김방경 무고사건,P006297,김방경(金方慶)
ITKC_PH_1294A_0484,김방경 무고사건,P007950,김신(金侁)
ITKC_PH_1294A_0484,김방경 무고사건,P012039,김흔(金忻)
ITKC_PH_1294A_0484,김방경 무고사건,P012302,나유(羅裕)
ITKC_PH_1294A_0484,김방경 무고사건,P029136,왕거(王昛)
ITKC_PH_1294A_0484,김방경 무고사건,P029665,원부(元傅)
ITKC_PH_1294A_0484,김방경 무고사건,P029953,유경(柳璥)
ITKC_PH_1294A_0485,고려인 송환 요구,P006297,김방경(金方慶)
ITKC_PH_1294A_0485,고려인 송환 요구,P029136,왕거(王昛)
ITKC_PH_1294A_0485,고려인 송환 요구,P064624,홍다구(洪茶丘)
ITKC_PH_1294A_0486,신문색 설치,P010391,김주정(金周鼎)
ITKC_PH_1294A_0486,신문색 설치,P018154,박항(朴恒)
ITKC_PH_1294A_0486,신문색 설치,P028218,염승익(廉承益)
ITKC_PH_1294A_0487,계점사 파견,P002369,권단(權㫜)
ITKC_PH_1294A_0487,계점사 파견,P058847,주열(朱悅)
ITKC_PH_1294A_0487,계점사 파견,P063359,허공(許珙)
ITKC_PH_1294A_0487,계점사 파견,P065820,홍자번(洪子藩)
ITKC_PH_1294A_0488,여몽연합군의 2차일본원정,P006297,김방경(金方慶)
ITKC_PH_1294A_0488,여몽연합군의 2차일본원정,P010391,김주정(金周鼎)
ITKC_PH_1294A_0488,여몽연합군의 2차일본원정,P017654,박지량(朴之亮)
ITKC_PH_1294A_0488,여몽연합군의 2차일본원정,P064624,홍다구(洪茶丘)
ITKC_PH_1294A_0489,충렬왕 수종공신 선정,P012302,나유(羅裕)
ITKC_PH_1294A_0489,충렬왕 수종공신 선정,P021990,송분(宋玢)
ITKC_PH_1294A_0489,충렬왕 수종공신 선정,P022095,송송례(宋松禮)
ITKC_PH_1294A_0489,충렬왕 수종공신 선정,P050051,임유무(林惟茂)
ITKC_PH_1294A_0489,충렬왕 수종공신 선정,P054091,정인경(鄭仁卿)
ITKC_PH_1294A_0489,충렬왕 수종공신 선정,P064525,홍규(洪奎)
ITKC_PH_1294A_0490,인물추고도감의 설치와 운영,P028218,염승익(廉承益)
ITKC_PH_1294A_0490,인물추고도감의 설치와 운영,P029136,왕거(王昛)
ITKC_PH_1294A_0490,인물추고도감의 설치와 운영,P029574,원경(元卿)
ITKC_PH_1294A_0490,인물추고도감의 설치와 운영,P033954,윤수(尹秀)
ITKC_PH_1294A_0491,강윤명의 난,P034787,윤해(尹諧)
ITKC_PH_1294A_0492,주열의 졸기,P029136,왕거(王昛)
ITKC_PH_1294A_0492,주열의 졸기,P033954,윤수(尹秀)
